"id","UniqueID","Gene.Name","Protein.ID","GeneType"
25278,"TMEM150C","TMEM150C","","protein_coding"
25279,"TMEM151A","TMEM151A","","protein_coding"
25280,"TMEM151B","TMEM151B","","protein_coding"
25281,"TMEM154","TMEM154","","protein_coding"
25282,"TMEM155","TMEM155","","protein_coding"
25283,"TMEM156","TMEM156","","protein_coding"
25284,"TMEM158","TMEM158","","protein_coding"
25285,"TMEM159","TMEM159","","protein_coding"
25286,"TMEM160","TMEM160","","protein_coding"
25287,"TMEM161A","TMEM161A","","protein_coding"
25288,"TMEM161B","TMEM161B","","protein_coding"
25289,"TMEM161B-AS1","TMEM161B-AS1","","protein_coding"
25290,"TMEM163","TMEM163","","protein_coding"
25291,"TMEM164","TMEM164","","protein_coding"
25292,"TMEM165","TMEM165","","protein_coding"
25293,"TMEM167A","TMEM167A","","protein_coding"
25294,"TMEM167B","TMEM167B","","protein_coding"
25295,"TMEM168","TMEM168","","protein_coding"
25296,"TMEM169","TMEM169","","protein_coding"
25297,"TMEM17","TMEM17","","protein_coding"
25298,"TMEM170A","TMEM170A","","protein_coding"
25299,"TMEM170B","TMEM170B","","protein_coding"
25300,"TMEM171","TMEM171","","protein_coding"
25301,"TMEM173","TMEM173","","protein_coding"
25302,"TMEM174","TMEM174","","protein_coding"
25303,"TMEM175","TMEM175","","protein_coding"
25304,"TMEM176A","TMEM176A","","protein_coding"
25305,"TMEM176B","TMEM176B","","protein_coding"
25306,"TMEM177","TMEM177","","protein_coding"
25307,"TMEM178A","TMEM178A","","protein_coding"
25308,"TMEM178B","TMEM178B","","protein_coding"
25309,"TMEM179","TMEM179","","protein_coding"
25310,"TMEM179B","TMEM179B","","protein_coding"
25311,"TMEM18","TMEM18","","protein_coding"
25312,"TMEM181","TMEM181","","protein_coding"
25313,"TMEM182","TMEM182","","protein_coding"
25314,"TMEM183A","TMEM183A","","protein_coding"
25315,"TMEM183B","TMEM183B","","protein_coding"
25316,"TMEM184A","TMEM184A","","protein_coding"
25317,"TMEM184B","TMEM184B","","protein_coding"
25318,"TMEM184C","TMEM184C","","protein_coding"
25319,"TMEM185A","TMEM185A","","protein_coding"
25320,"TMEM185B","TMEM185B","","protein_coding"
25321,"TMEM186","TMEM186","","protein_coding"
25322,"TMEM187","TMEM187","","protein_coding"
25323,"TMEM189","TMEM189","","protein_coding"
25324,"TMEM189-UBE2V1","TMEM189-UBE2V1","","protein_coding"
25325,"TMEM19","TMEM19","","protein_coding"
25326,"TMEM190","TMEM190","","protein_coding"
25327,"TMEM191A","TMEM191A","","protein_coding"
25328,"TMEM191B","TMEM191B","","protein_coding"
25329,"TMEM191C","TMEM191C","","protein_coding"
25330,"TMEM192","TMEM192","","protein_coding"
25331,"TMEM196","TMEM196","","protein_coding"
25332,"TMEM198","TMEM198","","protein_coding"
25333,"TMEM198B","TMEM198B","","protein_coding"
25334,"TMEM199","TMEM199","","protein_coding"
25335,"TMEM2","TMEM2","","protein_coding"
25336,"TMEM200A","TMEM200A","","protein_coding"
25337,"TMEM200B","TMEM200B","","protein_coding"
25338,"TMEM200C","TMEM200C","","protein_coding"
25339,"TMEM201","TMEM201","","protein_coding"
25340,"TMEM202","TMEM202","","protein_coding"
25341,"TMEM202-AS1","TMEM202-AS1","","protein_coding"
25342,"TMEM203","TMEM203","","protein_coding"
25343,"TMEM204","TMEM204","","protein_coding"
25344,"TMEM205","TMEM205","","protein_coding"
25345,"TMEM206","TMEM206","","protein_coding"
25346,"TMEM207","TMEM207","","protein_coding"
25347,"TMEM208","TMEM208","","protein_coding"
25348,"TMEM209","TMEM209","","protein_coding"
25349,"TMEM210","TMEM210","","protein_coding"
25350,"TMEM211","TMEM211","","protein_coding"
25351,"TMEM212","TMEM212","","protein_coding"
25352,"TMEM212-AS1","TMEM212-AS1","","protein_coding"
25353,"TMEM213","TMEM213","","protein_coding"
25354,"TMEM214","TMEM214","","protein_coding"
25355,"TMEM215","TMEM215","","protein_coding"
25356,"TMEM216","TMEM216","","protein_coding"
25357,"TMEM217","TMEM217","","protein_coding"
25358,"TMEM218","TMEM218","","protein_coding"
25359,"TMEM219","TMEM219","","protein_coding"
25360,"TMEM220","TMEM220","","protein_coding"
25361,"TMEM220-AS1","TMEM220-AS1","","protein_coding"
25362,"TMEM221","TMEM221","","protein_coding"
25363,"TMEM222","TMEM222","","protein_coding"
25364,"TMEM223","TMEM223","","protein_coding"
25365,"TMEM225","TMEM225","","protein_coding"
25366,"TMEM225B","TMEM225B","","protein_coding"
25367,"TMEM229A","TMEM229A","","protein_coding"
25368,"TMEM229B","TMEM229B","","protein_coding"
25369,"TMEM230","TMEM230","","protein_coding"
25370,"TMEM231","TMEM231","","protein_coding"
25371,"TMEM232","TMEM232","","protein_coding"
25372,"TMEM233","TMEM233","","protein_coding"
25373,"TMEM234","TMEM234","","protein_coding"
25374,"TMEM235","TMEM235","","protein_coding"
25375,"TMEM236","TMEM236","","protein_coding"
25376,"TMEM237","TMEM237","","protein_coding"
25377,"TMEM238","TMEM238","","protein_coding"
25378,"TMEM238L","TMEM238L","","protein_coding"
25379,"TMEM239","TMEM239","","protein_coding"
25380,"TMEM240","TMEM240","","protein_coding"
25381,"TMEM241","TMEM241","","protein_coding"
25382,"TMEM242","TMEM242","","protein_coding"
25383,"TMEM243","TMEM243","","protein_coding"
25384,"TMEM244","TMEM244","","protein_coding"
25385,"TMEM245","TMEM245","","protein_coding"
25386,"TMEM246","TMEM246","","protein_coding"
25387,"TMEM246-AS1","TMEM246-AS1","","protein_coding"
25388,"TMEM247","TMEM247","","protein_coding"
25389,"TMEM248","TMEM248","","protein_coding"
25390,"TMEM249","TMEM249","","protein_coding"
25391,"TMEM25","TMEM25","","protein_coding"
25392,"TMEM250","TMEM250","","protein_coding"
25393,"TMEM251","TMEM251","","protein_coding"
25394,"TMEM252","TMEM252","","protein_coding"
25395,"TMEM253","TMEM253","","protein_coding"
25396,"TMEM254","TMEM254","","protein_coding"
25397,"TMEM254-AS1","TMEM254-AS1","","protein_coding"
25398,"TMEM255A","TMEM255A","","protein_coding"
25399,"TMEM255B","TMEM255B","","protein_coding"
25400,"TMEM256","TMEM256","","protein_coding"
25401,"TMEM256-PLSCR3","TMEM256-PLSCR3","","protein_coding"
25402,"TMEM258","TMEM258","","protein_coding"
25403,"TMEM259","TMEM259","","protein_coding"
25404,"TMEM26","TMEM26","","protein_coding"
25405,"TMEM26-AS1","TMEM26-AS1","","protein_coding"
25406,"TMEM260","TMEM260","","protein_coding"
25407,"TMEM262","TMEM262","","protein_coding"
25408,"TMEM263","TMEM263","","protein_coding"
25409,"TMEM265","TMEM265","","protein_coding"
25410,"TMEM266","TMEM266","","protein_coding"
25411,"TMEM267","TMEM267","","protein_coding"
25412,"TMEM268","TMEM268","","protein_coding"
25413,"TMEM269","TMEM269","","protein_coding"
25414,"TMEM27","TMEM27","","protein_coding"
25415,"TMEM270","TMEM270","","protein_coding"
25416,"TMEM272","TMEM272","","protein_coding"
25417,"TMEM30A","TMEM30A","","protein_coding"
25418,"TMEM30B","TMEM30B","","protein_coding"
25419,"TMEM30CP","TMEM30CP","","protein_coding"
25420,"TMEM31","TMEM31","","protein_coding"
25421,"TMEM33","TMEM33","","protein_coding"
25422,"TMEM35A","TMEM35A","","protein_coding"
25423,"TMEM35B","TMEM35B","","protein_coding"
25424,"TMEM37","TMEM37","","protein_coding"
25425,"TMEM38A","TMEM38A","","protein_coding"
25426,"TMEM38B","TMEM38B","","protein_coding"
25427,"TMEM39A","TMEM39A","","protein_coding"
25428,"TMEM39B","TMEM39B","","protein_coding"
25429,"TMEM40","TMEM40","","protein_coding"
25430,"TMEM41A","TMEM41A","","protein_coding"
25431,"TMEM41B","TMEM41B","","protein_coding"
25432,"TMEM42","TMEM42","","protein_coding"
25433,"TMEM43","TMEM43","","protein_coding"
25434,"TMEM44","TMEM44","","protein_coding"
25435,"TMEM44-AS1","TMEM44-AS1","","protein_coding"
25436,"TMEM45A","TMEM45A","","protein_coding"
25437,"TMEM45B","TMEM45B","","protein_coding"
25438,"TMEM47","TMEM47","","protein_coding"
25439,"TMEM5","TMEM5","","protein_coding"
25440,"TMEM5-AS1","TMEM5-AS1","","protein_coding"
25441,"TMEM50A","TMEM50A","","protein_coding"
25442,"TMEM50B","TMEM50B","","protein_coding"
25443,"TMEM51","TMEM51","","protein_coding"
25444,"TMEM51-AS1","TMEM51-AS1","","protein_coding"
25445,"TMEM52","TMEM52","","protein_coding"
25446,"TMEM52B","TMEM52B","","protein_coding"
25447,"TMEM53","TMEM53","","protein_coding"
25448,"TMEM54","TMEM54","","protein_coding"
25449,"TMEM56","TMEM56","","protein_coding"
25450,"TMEM56-RWDD3","TMEM56-RWDD3","","protein_coding"
25451,"TMEM57","TMEM57","","protein_coding"
25452,"TMEM59","TMEM59","","protein_coding"
25453,"TMEM59L","TMEM59L","","protein_coding"
25454,"TMEM60","TMEM60","","protein_coding"
25455,"TMEM61","TMEM61","","protein_coding"
25456,"TMEM62","TMEM62","","protein_coding"
25457,"TMEM63A","TMEM63A","","protein_coding"
25458,"TMEM63B","TMEM63B","","protein_coding"
25459,"TMEM63C","TMEM63C","","protein_coding"
25460,"TMEM64","TMEM64","","protein_coding"
25461,"TMEM65","TMEM65","","protein_coding"
25462,"TMEM67","TMEM67","","protein_coding"
25463,"TMEM68","TMEM68","","protein_coding"
25464,"TMEM69","TMEM69","","protein_coding"
25465,"TMEM70","TMEM70","","protein_coding"
25466,"TMEM71","TMEM71","","protein_coding"
25467,"TMEM72","TMEM72","","protein_coding"
25468,"TMEM72-AS1","TMEM72-AS1","","protein_coding"
25469,"TMEM74","TMEM74","","protein_coding"
25470,"TMEM74B","TMEM74B","","protein_coding"
25471,"TMEM75","TMEM75","","protein_coding"
25472,"TMEM79","TMEM79","","protein_coding"
25473,"TMEM80","TMEM80","","protein_coding"
25474,"TMEM81","TMEM81","","protein_coding"
25475,"TMEM82","TMEM82","","protein_coding"
25476,"TMEM86A","TMEM86A","","protein_coding"
25477,"TMEM86B","TMEM86B","","protein_coding"
25478,"TMEM87A","TMEM87A","","protein_coding"
25479,"TMEM87B","TMEM87B","","protein_coding"
25480,"TMEM88","TMEM88","","protein_coding"
25481,"TMEM88B","TMEM88B","","protein_coding"
25482,"TMEM89","TMEM89","","protein_coding"
25483,"TMEM8A","TMEM8A","","protein_coding"
25484,"TMEM8B","TMEM8B","","protein_coding"
25485,"TMEM9","TMEM9","","protein_coding"
25486,"TMEM91","TMEM91","","protein_coding"
25487,"TMEM92","TMEM92","","protein_coding"
25488,"TMEM92-AS1","TMEM92-AS1","","protein_coding"
25489,"TMEM94","TMEM94","","protein_coding"
25490,"TMEM95","TMEM95","","protein_coding"
25491,"TMEM97","TMEM97","","protein_coding"
25492,"TMEM98","TMEM98","","protein_coding"
25493,"TMEM99","TMEM99","","protein_coding"
25494,"TMEM9B","TMEM9B","","protein_coding"
25495,"TMEM9B-AS1","TMEM9B-AS1","","protein_coding"
25496,"TMF1","TMF1","","protein_coding"
25497,"TMIE","TMIE","","protein_coding"
25498,"TMIGD1","TMIGD1","","protein_coding"
25499,"TMIGD2","TMIGD2","","protein_coding"
25500,"TMIGD3","TMIGD3","","protein_coding"
25501,"TMLHE","TMLHE","","protein_coding"
25502,"TMLHE-AS1","TMLHE-AS1","","protein_coding"
25503,"TMOD1","TMOD1","","protein_coding"
25504,"TMOD2","TMOD2","","protein_coding"
25505,"TMOD3","TMOD3","","protein_coding"
25506,"TMOD4","TMOD4","","protein_coding"
25507,"TMPO","TMPO","","protein_coding"
25508,"TMPO-AS1","TMPO-AS1","","protein_coding"
25509,"TMPPE","TMPPE","","protein_coding"
25510,"TMPRSS11A","TMPRSS11A","","protein_coding"
25511,"TMPRSS11B","TMPRSS11B","","protein_coding"
25512,"TMPRSS11BNL","TMPRSS11BNL","","protein_coding"
25513,"TMPRSS11D","TMPRSS11D","","protein_coding"
25514,"TMPRSS11E","TMPRSS11E","","protein_coding"
25515,"TMPRSS11F","TMPRSS11F","","protein_coding"
25516,"TMPRSS11GP","TMPRSS11GP","","protein_coding"
25517,"TMPRSS12","TMPRSS12","","protein_coding"
25518,"TMPRSS13","TMPRSS13","","protein_coding"
25519,"TMPRSS15","TMPRSS15","","protein_coding"
25520,"TMPRSS2","TMPRSS2","","protein_coding"
25521,"TMPRSS3","TMPRSS3","","protein_coding"
25522,"TMPRSS4","TMPRSS4","","protein_coding"
25523,"TMPRSS5","TMPRSS5","","protein_coding"
25524,"TMPRSS6","TMPRSS6","","protein_coding"
25525,"TMPRSS7","TMPRSS7","","protein_coding"
25526,"TMPRSS9","TMPRSS9","","protein_coding"
25527,"TMSB10","TMSB10","","protein_coding"
25528,"TMSB15A","TMSB15A","","protein_coding"
25529,"TMSB15B","TMSB15B","","protein_coding"
25530,"TMSB4X","TMSB4X","","protein_coding"
25531,"TMSB4Y","TMSB4Y","","protein_coding"
25532,"TMTC1","TMTC1","","protein_coding"
25533,"TMTC2","TMTC2","","protein_coding"
25534,"TMTC3","TMTC3","","protein_coding"
25535,"TMTC4","TMTC4","","protein_coding"
25536,"TMUB1","TMUB1","","protein_coding"
25537,"TMUB2","TMUB2","","protein_coding"
25538,"TMX1","TMX1","","protein_coding"
25539,"TMX2","TMX2","","protein_coding"
25540,"TMX2-CTNND1","TMX2-CTNND1","","protein_coding"
25541,"TMX3","TMX3","","protein_coding"
25542,"TMX4","TMX4","","protein_coding"
25543,"TNC","TNC","","protein_coding"
25544,"TNF","TNF","","protein_coding"
25545,"TNFAIP1","TNFAIP1","","protein_coding"
25546,"TNFAIP2","TNFAIP2","","protein_coding"
25547,"TNFAIP3","TNFAIP3","","protein_coding"
25548,"TNFAIP6","TNFAIP6","","protein_coding"
25549,"TNFAIP8","TNFAIP8","","protein_coding"
25550,"TNFAIP8L1","TNFAIP8L1","","protein_coding"
25551,"TNFAIP8L2","TNFAIP8L2","","protein_coding"
25552,"TNFAIP8L2-SCNM1","TNFAIP8L2-SCNM1","","protein_coding"
25553,"TNFAIP8L3","TNFAIP8L3","","protein_coding"
25554,"TNFRSF10A","TNFRSF10A","","protein_coding"
25555,"TNFRSF10B","TNFRSF10B","","protein_coding"
25556,"TNFRSF10C","TNFRSF10C","","protein_coding"
25557,"TNFRSF10D","TNFRSF10D","","protein_coding"
25558,"TNFRSF11A","TNFRSF11A","","protein_coding"
25559,"TNFRSF11B","TNFRSF11B","","protein_coding"
25560,"TNFRSF12A","TNFRSF12A","","protein_coding"
25561,"TNFRSF13B","TNFRSF13B","","protein_coding"
25562,"TNFRSF13C","TNFRSF13C","","protein_coding"
25563,"TNFRSF14","TNFRSF14","","protein_coding"
25564,"TNFRSF14-AS1","TNFRSF14-AS1","","protein_coding"
25565,"TNFRSF17","TNFRSF17","","protein_coding"
25566,"TNFRSF18","TNFRSF18","","protein_coding"
25567,"TNFRSF19","TNFRSF19","","protein_coding"
25568,"TNFRSF1A","TNFRSF1A","","protein_coding"
25569,"TNFRSF1B","TNFRSF1B","","protein_coding"
25570,"TNFRSF21","TNFRSF21","","protein_coding"
25571,"TNFRSF25","TNFRSF25","","protein_coding"
25572,"TNFRSF4","TNFRSF4","","protein_coding"
25573,"TNFRSF6B","TNFRSF6B","","protein_coding"
25574,"TNFRSF8","TNFRSF8","","protein_coding"
25575,"TNFRSF9","TNFRSF9","","protein_coding"
25576,"TNFSF10","TNFSF10","","protein_coding"
25577,"TNFSF11","TNFSF11","","protein_coding"
25578,"TNFSF12","TNFSF12","","protein_coding"
25579,"TNFSF12-TNFSF13","TNFSF12-TNFSF13","","protein_coding"
25580,"TNFSF13","TNFSF13","","protein_coding"
25581,"TNFSF13B","TNFSF13B","","protein_coding"
25582,"TNFSF14","TNFSF14","","protein_coding"
25583,"TNFSF15","TNFSF15","","protein_coding"
25584,"TNFSF18","TNFSF18","","protein_coding"
25585,"TNFSF4","TNFSF4","","protein_coding"
25586,"TNFSF8","TNFSF8","","protein_coding"
25587,"TNFSF9","TNFSF9","","protein_coding"
25588,"TNIK","TNIK","","protein_coding"
25589,"TNIP1","TNIP1","","protein_coding"
25590,"TNIP2","TNIP2","","protein_coding"
25591,"TNIP3","TNIP3","","protein_coding"
25592,"TNK1","TNK1","","protein_coding"
25593,"TNK2","TNK2","","protein_coding"
25594,"TNK2-AS1","TNK2-AS1","","protein_coding"
25595,"TNKS","TNKS","","protein_coding"
25596,"TNKS1BP1","TNKS1BP1","","protein_coding"
25597,"TNKS2","TNKS2","","protein_coding"
25598,"TNKS2-AS1","TNKS2-AS1","","protein_coding"
25599,"TNMD","TNMD","","protein_coding"
25600,"TNN","TNN","","protein_coding"
25601,"TNNC1","TNNC1","","protein_coding"
25602,"TNNC2","TNNC2","","protein_coding"
25603,"TNNI1","TNNI1","","protein_coding"
25604,"TNNI2","TNNI2","","protein_coding"
25605,"TNNI3","TNNI3","","protein_coding"
25606,"TNNI3K","TNNI3K","","protein_coding"
25607,"TNNT1","TNNT1","","protein_coding"
25608,"TNNT2","TNNT2","","protein_coding"
25609,"TNNT3","TNNT3","","protein_coding"
25610,"TNP1","TNP1","","protein_coding"
25611,"TNP2","TNP2","","protein_coding"
25612,"TNPO1","TNPO1","","protein_coding"
25613,"TNPO2","TNPO2","","protein_coding"
25614,"TNPO3","TNPO3","","protein_coding"
25615,"TNR","TNR","","protein_coding"
25616,"TNRC17","TNRC17","","protein_coding"
25617,"TNRC18","TNRC18","","protein_coding"
25618,"TNRC18P1","TNRC18P1","","protein_coding"
25619,"TNRC6A","TNRC6A","","protein_coding"
25620,"TNRC6B","TNRC6B","","protein_coding"
25621,"TNRC6C","TNRC6C","","protein_coding"
25622,"TNRC6C-AS1","TNRC6C-AS1","","protein_coding"
25623,"TNS1","TNS1","","protein_coding"
25624,"TNS2","TNS2","","protein_coding"
25625,"TNS3","TNS3","","protein_coding"
25626,"TNS4","TNS4","","protein_coding"
25627,"TNXA","TNXA","","protein_coding"
25628,"TNXB","TNXB","","protein_coding"
25629,"TOB1","TOB1","","protein_coding"
25630,"TOB1-AS1","TOB1-AS1","","protein_coding"
25631,"TOB2","TOB2","","protein_coding"
25632,"TOB2P1","TOB2P1","","protein_coding"
25633,"TOE1","TOE1","","protein_coding"
25634,"TOGARAM1","TOGARAM1","","protein_coding"
25635,"TOGARAM2","TOGARAM2","","protein_coding"
25636,"TOLLIP","TOLLIP","","protein_coding"
25637,"TOLLIP-AS1","TOLLIP-AS1","","protein_coding"
25638,"TOM1","TOM1","","protein_coding"
25639,"TOM1L1","TOM1L1","","protein_coding"
25640,"TOM1L2","TOM1L2","","protein_coding"
25641,"TOMM20","TOMM20","","protein_coding"
25642,"TOMM20L","TOMM20L","","protein_coding"
25643,"TOMM22","TOMM22","","protein_coding"
25644,"TOMM34","TOMM34","","protein_coding"
25645,"TOMM40","TOMM40","","protein_coding"
25646,"TOMM40L","TOMM40L","","protein_coding"
25647,"TOMM5","TOMM5","","protein_coding"
25648,"TOMM6","TOMM6","","protein_coding"
25649,"TOMM7","TOMM7","","protein_coding"
25650,"TOMM70","TOMM70","","protein_coding"
25651,"TONSL","TONSL","","protein_coding"
25652,"TONSL-AS1","TONSL-AS1","","protein_coding"
25653,"TOP1","TOP1","","protein_coding"
25654,"TOP1MT","TOP1MT","","protein_coding"
25655,"TOP1P1","TOP1P1","","protein_coding"
25656,"TOP1P2","TOP1P2","","protein_coding"
25657,"TOP2A","TOP2A","","protein_coding"
25658,"TOP2B","TOP2B","","protein_coding"
25659,"TOP3A","TOP3A","","protein_coding"
25660,"TOP3B","TOP3B","","protein_coding"
25661,"TOPAZ1","TOPAZ1","","protein_coding"
25662,"TOPBP1","TOPBP1","","protein_coding"
25663,"TOPORS","TOPORS","","protein_coding"
25664,"TOR1A","TOR1A","","protein_coding"
25665,"TOR1AIP1","TOR1AIP1","","protein_coding"
25666,"TOR1AIP2","TOR1AIP2","","protein_coding"
25667,"TOR1B","TOR1B","","protein_coding"
25668,"TOR2A","TOR2A","","protein_coding"
25669,"TOR3A","TOR3A","","protein_coding"
25670,"TOR4A","TOR4A","","protein_coding"
25671,"TOX","TOX","","protein_coding"
25672,"TOX2","TOX2","","protein_coding"
25673,"TOX3","TOX3","","protein_coding"
25674,"TOX4","TOX4","","protein_coding"
25675,"TP53","TP53","","protein_coding"
25676,"TP53AIP1","TP53AIP1","","protein_coding"
25677,"TP53BP1","TP53BP1","","protein_coding"
25678,"TP53BP2","TP53BP2","","protein_coding"
25679,"TP53I11","TP53I11","","protein_coding"
25680,"TP53I13","TP53I13","","protein_coding"
25681,"TP53I3","TP53I3","","protein_coding"
25682,"TP53INP1","TP53INP1","","protein_coding"
25683,"TP53INP2","TP53INP2","","protein_coding"
25684,"TP53RK","TP53RK","","protein_coding"
25685,"TP53TG1","TP53TG1","","protein_coding"
25686,"TP53TG3","TP53TG3","","protein_coding"
25687,"TP53TG3B","TP53TG3B","","protein_coding"
25688,"TP53TG3C","TP53TG3C","","protein_coding"
25689,"TP53TG3D","TP53TG3D","","protein_coding"
25690,"TP53TG3E","TP53TG3E","","protein_coding"
25691,"TP53TG3F","TP53TG3F","","protein_coding"
25692,"TP53TG3HP","TP53TG3HP","","protein_coding"
25693,"TP53TG5","TP53TG5","","protein_coding"
25694,"TP63","TP63","","protein_coding"
25695,"TP73","TP73","","protein_coding"
25696,"TP73-AS1","TP73-AS1","","protein_coding"
25697,"TPBG","TPBG","","protein_coding"
25698,"TPBGL","TPBGL","","protein_coding"
25699,"TPCN1","TPCN1","","protein_coding"
25700,"TPCN2","TPCN2","","protein_coding"
25701,"TPD52","TPD52","","protein_coding"
25702,"TPD52L1","TPD52L1","","protein_coding"
25703,"TPD52L2","TPD52L2","","protein_coding"
25704,"TPD52L3","TPD52L3","","protein_coding"
25705,"TPGS1","TPGS1","","protein_coding"
25706,"TPGS2","TPGS2","","protein_coding"
25707,"TPH1","TPH1","","protein_coding"
25708,"TPH2","TPH2","","protein_coding"
25709,"TPI1","TPI1","","protein_coding"
25710,"TPI1P2","TPI1P2","","protein_coding"
25711,"TPI1P3","TPI1P3","","protein_coding"
25712,"TPK1","TPK1","","protein_coding"
25713,"TPM1","TPM1","","protein_coding"
25714,"TPM1-AS","TPM1-AS","","protein_coding"
25715,"TPM2","TPM2","","protein_coding"
25716,"TPM3","TPM3","","protein_coding"
25717,"TPM3P9","TPM3P9","","protein_coding"
25718,"TPM4","TPM4","","protein_coding"
25719,"TPMT","TPMT","","protein_coding"
25720,"TPO","TPO","","protein_coding"
25721,"TPP1","TPP1","","protein_coding"
25722,"TPP2","TPP2","","protein_coding"
25723,"TPPP","TPPP","","protein_coding"
25724,"TPPP2","TPPP2","","protein_coding"
25725,"TPPP3","TPPP3","","protein_coding"
25726,"TPR","TPR","","protein_coding"
25727,"TPRA1","TPRA1","","protein_coding"
25728,"TPRG1","TPRG1","","protein_coding"
25729,"TPRG1-AS1","TPRG1-AS1","","protein_coding"
25730,"TPRG1-AS2","TPRG1-AS2","","protein_coding"
25731,"TPRG1L","TPRG1L","","protein_coding"
25732,"TPRKB","TPRKB","","protein_coding"
25733,"TPRN","TPRN","","protein_coding"
25734,"TPRX1","TPRX1","","protein_coding"
25735,"TPRXL","TPRXL","","protein_coding"
25736,"TPSAB1","TPSAB1","","protein_coding"
25737,"TPSB2","TPSB2","","protein_coding"
25738,"TPSD1","TPSD1","","protein_coding"
25739,"TPSG1","TPSG1","","protein_coding"
25740,"TPST1","TPST1","","protein_coding"
25741,"TPST2","TPST2","","protein_coding"
25742,"TPT1","TPT1","","protein_coding"
25743,"TPT1-AS1","TPT1-AS1","","protein_coding"
25744,"TPTE","TPTE","","protein_coding"
25745,"TPTE2","TPTE2","","protein_coding"
25746,"TPTE2P1","TPTE2P1","","protein_coding"
25747,"TPTE2P3","TPTE2P3","","protein_coding"
25748,"TPTE2P5","TPTE2P5","","protein_coding"
25749,"TPTE2P6","TPTE2P6","","protein_coding"
25750,"TPTEP1","TPTEP1","","protein_coding"
25751,"TPX2","TPX2","","protein_coding"
25752,"TRA2A","TRA2A","","protein_coding"
25753,"TRA2B","TRA2B","","protein_coding"
25754,"TRABD","TRABD","","protein_coding"
25755,"TRABD2A","TRABD2A","","protein_coding"
25756,"TRABD2B","TRABD2B","","protein_coding"
25757,"TRADD","TRADD","","protein_coding"
25758,"TRAF1","TRAF1","","protein_coding"
25759,"TRAF2","TRAF2","","protein_coding"
25760,"TRAF3","TRAF3","","protein_coding"
25761,"TRAF3IP1","TRAF3IP1","","protein_coding"
25762,"TRAF3IP2","TRAF3IP2","","protein_coding"
25763,"TRAF3IP2-AS1","TRAF3IP2-AS1","","protein_coding"
25764,"TRAF3IP3","TRAF3IP3","","protein_coding"
25765,"TRAF4","TRAF4","","protein_coding"
25766,"TRAF5","TRAF5","","protein_coding"
25767,"TRAF6","TRAF6","","protein_coding"
25768,"TRAF7","TRAF7","","protein_coding"
25769,"TRAFD1","TRAFD1","","protein_coding"
25770,"TRAIP","TRAIP","","protein_coding"
25771,"TRAK1","TRAK1","","protein_coding"
25772,"TRAK2","TRAK2","","protein_coding"
25773,"TRAM1","TRAM1","","protein_coding"
25774,"TRAM1L1","TRAM1L1","","protein_coding"
25775,"TRAM2","TRAM2","","protein_coding"
25776,"TRAM2-AS1","TRAM2-AS1","","protein_coding"
25777,"TRANK1","TRANK1","","protein_coding"
25778,"TRAP1","TRAP1","","protein_coding"
25779,"TRAPPC1","TRAPPC1","","protein_coding"
25780,"TRAPPC10","TRAPPC10","","protein_coding"
25781,"TRAPPC11","TRAPPC11","","protein_coding"
25782,"TRAPPC12","TRAPPC12","","protein_coding"
25783,"TRAPPC13","TRAPPC13","","protein_coding"
25784,"TRAPPC2","TRAPPC2","","protein_coding"
25785,"TRAPPC2B","TRAPPC2B","","protein_coding"
25786,"TRAPPC2L","TRAPPC2L","","protein_coding"
25787,"TRAPPC3","TRAPPC3","","protein_coding"
25788,"TRAPPC3L","TRAPPC3L","","protein_coding"
25789,"TRAPPC4","TRAPPC4","","protein_coding"
25790,"TRAPPC5","TRAPPC5","","protein_coding"
25791,"TRAPPC6A","TRAPPC6A","","protein_coding"
25792,"TRAPPC6B","TRAPPC6B","","protein_coding"
25793,"TRAPPC8","TRAPPC8","","protein_coding"
25794,"TRAPPC9","TRAPPC9","","protein_coding"
25795,"TRAT1","TRAT1","","protein_coding"
25796,"TRDMT1","TRDMT1","","protein_coding"
25797,"TRDN","TRDN","","protein_coding"
25798,"TRDN-AS1","TRDN-AS1","","protein_coding"
25799,"TREH","TREH","","protein_coding"
25800,"TREM1","TREM1","","protein_coding"
25801,"TREM2","TREM2","","protein_coding"
25802,"TREML1","TREML1","","protein_coding"
25803,"TREML2","TREML2","","protein_coding"
25804,"TREML3P","TREML3P","","protein_coding"
25805,"TREML4","TREML4","","protein_coding"
25806,"TREML5P","TREML5P","","protein_coding"
25807,"TRERF1","TRERF1","","protein_coding"
25808,"TRERNA1","TRERNA1","","protein_coding"
25809,"TREX1","TREX1","","protein_coding"
25810,"TREX2","TREX2","","protein_coding"
25811,"TRG-AS1","TRG-AS1","","protein_coding"
25812,"TRH","TRH","","protein_coding"
25813,"TRHDE","TRHDE","","protein_coding"
25814,"TRHDE-AS1","TRHDE-AS1","","protein_coding"
25815,"TRHR","TRHR","","protein_coding"
25816,"TRIAP1","TRIAP1","","protein_coding"
25817,"TRIB1","TRIB1","","protein_coding"
25818,"TRIB2","TRIB2","","protein_coding"
25819,"TRIB3","TRIB3","","protein_coding"
25820,"TRIL","TRIL","","protein_coding"
25821,"TRIM10","TRIM10","","protein_coding"
25822,"TRIM11","TRIM11","","protein_coding"
25823,"TRIM13","TRIM13","","protein_coding"
25824,"TRIM14","TRIM14","","protein_coding"
