"","PS.rep1","PS.rep2","ART.rep1","ART.rep2","RS.rep2","RS.rep3"
"LINC00924",0.176577,0.93865,0.815584,0.949133,1.68344,1.09963
"LINC00926",0.408038,0.873637,0.97906,0.87494,1.46455,1.20054
"LINC00927",1.31037,2.34212,2.20882,4.3397,10.807,5.02317
"LINC00928",0.701198,2.55809,3.045923,4.3223,5.31685,3.51462
"LINC00929",6.59221,2.24423,5.2991,24.75806,16.311174,11.673439
"LINC00930",80.0646,197.978,240.886,10.8598,45.7549,29.0282
"LINC00933",39.87468,27.1917,23.0867,12.93548,13.04464,8.82881
"LINC00934",0.437509,1.55355,1.49131,2.17867,2.24909,2.64243
"LINC00937",0.66896,1.36404,1.0589,0.830017,3.1457,1.51101
"LINC00938",8.40167,15.3747,11.8974,3.30819,5.83109,5.47947
"LINC00939",1.33761,3.41529,2.90467,6.62406,6.10252,9.32097
"LINC00940",0,0.0787105,0,0,0,0.125977
"LINC00941",0.10371,1.66864,1.19673,0.797008,1.74236,2.0014
"LINC00942",0.525201,0.88285,0.751216,2.03802,2.17612,1.79247
"LINC00943",19.8317,7.56135,19.1005,103.876,48.8206,48.0327
"LINC00944",9.87086,2.59092,1.86767,37.7871,11.4655,19.5876
"LINC00945",0,0,0.965958,0.633185,0.474378,1.01525
"LINC00950",0.484849,1.09527,0.912862,2.52062,1.80303,2.17292
"LINC00951",0.224351,0.961753,0.474871,0.248281,0.298011,0.442085
"LINC00954",0.0498819,0.423278,0,0.35764,0.196793,0.748464
"LINC00955",0,0.259989,0.893399,0.0526354,0.311387,0.237658
"LINC00957",0.184419,4.43998,5.69624,0.881005,2.1805,3.59856
"LINC00958",7.7724,17.9595,11.0865,3.38326,9.34833,4.78897
"LINC00960",2.47863,2.036965,3.33346,6.130763,4.73099,6.07739
"LINC00963",1.37505,4.12709,3.78289,3.5896,4.77092,4.83807
"LINC00964",67.6686,39.16,34.2044,9.19974,8.40145,6.66365
"LINC00965",6.03141,10.5323,11.3406,5.16437,10.208,9.75366
"LINC00967",2.44153,10.5612,4.63595,3.27659,6.33323,7.97447
"LINC00968",0.161013,0.511846,0.73758,0.742743,1.39614,0.935638
"LINC00970",3.78543,10.9557,19.5595,1.36874,7.04408,7.52419
"LINC00971",0.734059,1.06661,1.29891,2.5611,2.20789,2.06735
"LINC00972",0.213082,1.14637,0.19774,0,0.971825,0.935844
"LINC00974",0,0.217676,0.101345,0.041069,0,0.209237
"LINC00976",0.257839,0.228402,1.06378,0.103043,0.223531,1.14403
"LINC00977",0,0,0,0,0,0
"LINC00982",151.907771,61.346372,54.125534,73.762883,52.891526,31.69333
"LINC00987",2.559419456834,3.41754,3.55154,1.8104731504,3.174608217245,4.013932917
"LINC00989",1.92891,3.34829,3.04316,1.01229,3.03319,5.78553
"LINC00992",1.23391,2.04932,3.59272,1.81272,2.61859,2.65759
"LINC00993",6.50735,33.4339,22.9957,3.4046,24.5754,11.2869
"LINC00994",0.434514,0.656995,0,0.640398,0.735707,0.245609
"LINC00996",0.682419,2.05951,1.66912,1.12678,2.99917,3.18438
"LINC00997",12.0308,88.1581,86.8435,4.361,25.6458,22.4083
"LINC00999",3.28036,2.76365,3.2387,17.6847,4.40582,5.31631
"LINC01000",5.35399,9.49954,10.9285,10.2167,9.191,12.1882
"LINC01001",7.614202,6.98908,6.66083,37.056248,9.7347851,10.190724
"LINC01002",0.359246,2.88901,2.43936,0.836763,5.75556,9.89157
"LINC01003",1.32018,0.749912,0.687802,1.1829,0.960427,1.04353
"LINC01004",0.989649,4.14636,3.05999,0.845579,2.45627,2.98891
"LINC01005",6.46228,7.34972,14.8238,18.9901,28.3555,35.3574
"LINC01006",3.99926,4.00885,0,2.43899,1.23389,1.05565
"LINC01007",0,0,0,0.0305034,0.690337,0.696334
"LINC01010",6.91936,6.863593,6.98777,24.169797,21.161065,11.847798
"LINC01011",11.1389,12.9081,11.1187,7.36718,9.08725,13.2857
"LINC01012",1.663212,3.850237,6.48295,0.743648,5.27291,3.2003
"LINC01013",3.68248,1.616567,4.16323,11.83139,9.9363,8.11332
"LINC01014",0,0,0,0.198189,0,0
"LINC01015",9.66837,23.96731,20.2854,1.757259,3.0723,3.37753
"LINC01016",85.8626,144.116,164.818,63.0007,55.8782,35.8809
"LINC01017",0,0.183499,0.284903,1.17129,2.48583,1.36512
"LINC01018",0.66181971,0.20496606,0.069798035,2.4114300039386,0.78878657,0.83320526
"LINC01019",0.515392,1.02265,1.41062,2.36665,1.87451,1.49657
"LINC01020",2.66482,0.867791,1.38892,9.46714,5.83644,2.22122
"LINC01022",8.95206,20.5857,18.9897,2.50189,32.3061,18.8073
"LINC01023",0,3.94789,0.707119,3.23897,11.799,7.47132
"LINC01028",0.141307,0.344961,1.047085,0.0793216,0.0912756,0.549357
"LINC01029",0.0422585,1.08143,0.375239,0.571495,0.217052,0.688106
"LINC01030",28.1936,13.947,30.4384,30.611,16.5653,44.7459
"LINC01031",2.22882,1.22926,3.5057,2.2074,1.50906,4.63934
"LINC01032",5.58612,1.52895,16.3757,7.87888,17.6772,10.8999
"LINC01033",0,0,0,0.0707713,0,1.01261
"LINC01036",0.849865,2.62902,2.14815,0.318909,2.72239,4.52948
"LINC01037",0,0,0,0.42277,0,2.43395
"LINC01038",4.84861,2.27282,1.1025,22.3,11.8352,6.72104
"LINC01039",0.837819,4.00817,6.30161,1.36277,3.23026,3.76012
"LINC01040",1.88857,0.505544,1.30818,10.4869,3.41103,4.02625
"LINC01043",0.98372,12.1458,11.8484,6.75683,37.5815,22.4593
"LINC01044",0.388157,4.46233,1.07941,2.85246,4.71529,3.56804
"LINC01046",1.56751,0.341002,0,5.87546,1.71266,0
"LINC01047",0.762772,2.61648,1.8603,2.48834,3.4733,3.89671
"LINC01048",0.781965,3.92406,0,1.6653,4.52075,3.4704
"LINC01049",5.22191,3.16302,0,4.41487,2.51409,1.07711
"LINC01050",0.398588,0,0.443083,0.131418,0.273262,0
"LINC01052",5.48299,4.23842,18.3112,23.4369,27.2875,22.5479
"LINC01053",0.353048,0.106602,0.454982,1.73073,0.648227,0.427925
"LINC01054",0.305326,6.25325,5.14021,1.33255,1.05483,8.09348
"LINC01055",0.314905,3.70758,7.26403,3.17787,9.27866,11.7393
"LINC01056",2.44238,1.84248,0.99478,0.337158,0.150951,0
"LINC01058",2.17403,5.43878,4.39775,3.17064,4.43371,2.45839
"LINC01060",2.08006,11.7913,15.2536,1.64316,14.4781,9.03381
"LINC01061",7.3629,3.54114,2.23575,29.543,3.27654,3.75897
"LINC01063",1.84064,4.46647,3.1191,0.195158,4.5774,0
"LINC01065",19.8844,6.0952,17.1302,73.9831,51.3921,27.4365
"LINC01068",4.22574,5.73844,13.9211,21.9336,23.7465,34.0613
"LINC01069",2.43751,1.652,3.79095,10.8309,13.5811,8.0368
"LINC01070",5.61135,6.09262,4.13746,1.99627,1.29021,0.614693
"LINC01072",1.06287,2.48064,3.12849,2.20238,5.87774,6.05809
"LINC01074",0,0,0,0.682212,0.210106,0
"LINC01075",0,0,1.43343,0.537763,0.485321,0
"LINC01078",0.683339,0.898674,0,0.399666,1.49082,1.01566
"LINC01080",0,0,0,0,0,0
"LINC01081",0,2.67438,2.19134,3.55238,3.98937,4.14349
"LINC01082",84.6539,34.6848,48.4596,97.4792,81.992,45.2695
"LINC01085",0.0521343,0,0,0.0668307,0,0
"LINC01087",44.5976,136.229,164.12,11.7407,59.1092,57.3257
"LINC01088",3.08847,3.83652,5.09389,9.86679,11.6696,10.4913
"LINC01089",33.133,16.7706,11.5906,17.1437,10.2693,6.72228
"LINC01090",0.164936,3.28067,1.8213,0.197923,0.923699,4.61228
"LINC01091",0.357742,0.126468,0,1.948153,3.13262,3.574777
"LINC01093",0,0,0,0,0,0.102232792369
"LINC01094",0.18402147152017,1.64613849234,1.3130047442421,0.744526000417519,2.05560000137616,1.252506241069
"LINC01095",11.2042,10.8568,19.3351,57.4076,46.0404,41.5825
"LINC01096",190.579,53.2606,36.4065,161.069,50.2442,26.2627
"LINC01097",0.193809,0.219778,0.409296,0.808498,0.820393,0.352131
"LINC01098",5.84889,5.61323,7.50011,2.19927,4.11794,6.08337
"LINC01099",6.98695,10.40932,13.26575,3.48794,4.75103,5.012199
"LINC01100",1.15047,0.372515,0,6.44981,9.01792,4.1595
"LINC01101",0,0.0929664,0,0,0,0
"LINC01102",0.0708121,0.0640349,0,0.300585,0.360452,0.309232
"LINC01103",0.403344,0.795512,0.823158,1.05746,1.05792,1.38798
"LINC01104",0.337333,1.84035,3.72729,0.501298,3.33869,3.29917
"LINC01105",0.0286279,0.278538,0.23287,0.0708501,0.335923,0.302541
"LINC01106",5.21153,18.3946,19.3903,1.7773,7.97901,9.81637
"LINC01107",6.41122,11.0323,14.455,17.9565,34.7522,30.1741
"LINC01108",0.172504,0.97654935739,0.588534,0.284924,0.667956,1.189465
"LINC01111",0.0321808,0.349532,1.22061,0.280133,0.600267,0.70236
"LINC01114",0.0625887,0,0,0.304224,0.0706055,0.151556
"LINC01115",0.6374037,0.920377,0,0.323064,0.653936,1.36209
"LINC01116",0.531885,1.62707,2.80177,1.69463,2.89762,2.63856
"LINC01117",0.193068,0.344398,0,0.472347,1.99366,1.1359
"LINC01118",0,0.875929,0,0.181325,0.552712,0.0789446
"LINC01119",0.318008,0,0,0.459568,0,0
"LINC01120",14.0686,29.4892,29.7751,4.38812,8.9821,8.78543
"LINC01121",0.559909,0,1.20936,0.897657,3.7246,2.45007
"LINC01122",0.241998,1.89294,2.20169,0.412342,1.50911,1.70548
"LINC01123",5.39337,20.34455,45.4026,1.448689,9.153658,15.66532
"LINC01124",0.168978,0.350397,0.237909,0.247896,0.122618,0.105261
"LINC01126",0,0.0580209,0.225129,0.0818218,0.326081,0.279798
"LINC01127",0,0,0,0.0955556,0,0
"LINC01128",3.83773287562,3.0556807,5.67172,10.2690167,4.42016787547572,5.546342
"LINC01132",0.0914113,0.142618,0.516385,0,0.220648,0.833947
"LINC01133",1.09537,6.54913,7.34633,0.858124,5.66237,4.80894
"LINC01134",5.33069,3.75852,6.96233,4.02334,3.16859,2.28822
"LINC01135",0,0.102978,0,0.479169,0.780791,0.836176
"LINC01136",0.469865,1.41984,1.28505,0.429449,1.91471,1.43918
"LINC01137",2.3369,3.33731,1.85271,3.8055,1.74599,3.95337
"LINC01138",2.290389,3.15814,3.6053,5.24793,6.57549,4.58828
"LINC01139",0.0694613,0.816732,1.97586,0.211139,2.56355,1.94911
"LINC01140",2.87976853,2.649679,1.544472,15.139093,10.15601206,7.32082577
"LINC01141",0.32297,2.52498,3.25415,2.10033,4.14036,4.41777
"LINC01142",0.425646,0.660788,1.66654,2.30535,3.45308,1.72487
"LINC01143",0,5.59329,2.97638,0,0.989833,3.22734
"LINC01144",0.122796,1.02457,0.604015,0.261493,0.848137,0.491253
"LINC01146",1.0686,1.02201,1.48742,2.65698,5.36134,2.92035
"LINC01148",1.30692,5.7952,7.67502,0.762142,6.61532,8.49648
"LINC01149",0.647808,3.5642,2.60172,3.32023,6.13653,4.86696
"LINC01150",1.37211,4.51215,3.23306,2.43199,9.69924,6.97279
"LINC01151",1.39946,0.621508,0.160817,2.16016,2.01665,0
"LINC01152",0.273457,0.519772,0.727763,0.291369,0.503372,0.379229
"LINC01158",1.64549,6.758138,6.49348,1.56949,6.78028,6.32695
"LINC01159",0,0.4037461,0,0.0437901,0.0519946,0
"LINC01160",1.808,17.9229,12.281,3.80492,15.3571,17.1156
"LINC01162",1.00357,2.64212,3.41804,0.914906,6.4201,5.4677
"LINC01163",0.0499521,0,0,0.458416,0.112612,0.0725341
"LINC01164",0.706537,0.723054,0.145447,1.35692,0.646846,0.598315
"LINC01166",0.859826,1.4325708,0.837809,0.712538,2.163936,1.437197
"LINC01167",1.18696,4.41683,2.68343,0.349505,1.30355,2.54464
"LINC01168",0.534126,0.379437,0.243188,0.101807,0.0764249,0.0919276
"LINC01169",0.141211,2.1131,0.329252,0.118531,1.60303,1.55035
"LINC01170",1.54371,3.92906,6.05394,1.49325,4.35567,4.55941
"LINC01173",0,0,0,0,0,0
"LINC01176",2.75905,6.93573,6.34117,0.707713,3.70025,3.79728
"LINC01177",0.255086,0,0,0.306079,2.874,4.14901
"LINC01179",0.245957,1.77437,1.08157,0.4635,1.703,1.54871
"LINC01180",7.39473,9.55555,9.00584,3.19366,5.42056,5.08382
"LINC01181",0.264935,0.656324,0.95266,0.45864,1.28907,0.703647
"LINC01182",0.272647,0.95908,2.41655,0.799267,1.63089,1.42786
"LINC01184",3.80607,3.64536,4.74607,4.70604,4.59692,2.36868
"LINC01185",4.14818,4.07782,3.37608,0.814511,2.18717,0.592442
"LINC01186",0.29019,0,0,0,0,0
"LINC01187",0,0,0,0,0.344765,0
"LINC01189",1.28516,4.05077,4.30079,0.445579,1.18614,1.79513
"LINC01191",508.32943,166.44134,175.8426,431.86765,196.94401,123.424608
"LINC01192",4.97947,16.6577,26.1503,22.8402,42.5057,44.1924
"LINC01193",1.76382,7.915,10.3083,4.91641,9.97736,12.5059
"LINC01194",0.309685,4.68595,2.31965,0.693844,4.26672,6.74711
"LINC01195",0.166679,0.292594,0.227111,4.42985,5.81581,2.2289
"LINC01197",0.117367,0,0,0.331265,1.26212,1.4244
"LINC01198",29.8785,20.0534,26.2324,159.422,71.1839,60.7463
"LINC01201",0,0,0,0,0,0
"LINC01202",0,0.159224,0,0,0,0
"LINC01203",0,2.23094,1.96398,2.4706,4.23841,10.513
"LINC01204",0.591651,1.447626,2.15054,0.399534,1.18883,2.045889
"LINC01205",1.770569,6.51618,5.75241,1.505932,5.36252,6.08217
"LINC01206",25.8806,63.2699,60.9772,10.3465,18.3695,13.3929
"LINC01208",4.26063,0.388411,0.602983,16.2093,3.4592,6.1331
"LINC01209",2.49478,2.1767,1.13661,12.0351,6.31764,3.86425
"LINC01210",166.237,24.6125,20.8278,73.6345,26.4301,10.586
"LINC01213",0.265736,0,0,0.361324,0,0.226799
"LINC01214",16.99523,3.175384,16.5045,47.33577,48.20832,32.25374
"LINC01215",0.582993,6.85532,7.34611,2.2678,7.83911,6.77583
"LINC01216",0.575961,0.516338,0.701379,5.0694,2.34008,2.00295
"LINC01219",0,0,0.590859,0.0699334,0,0
"LINC01220",0.438915,0.258154,0,1.15727,0,0
"LINC01221",0,0.17017,0,0.700517,0.820474,0
"LINC01222",0,0,0,0,0,0
"LINC01224",3.17424,7.23905,13.04313,10.43193,17.86301,21.96626
"LINC01225",0,0,0,0,0,0
"LINC01226",1.50066,9.16389,6.99194,3.74181,10.6873,9.0234
"LINC01227",13.42954,2.793751,7.382871,72.71365,26.15251,13.944027
"LINC01229",0.519664,0.458349,0,2.982716,4.69295,0.590349
"LINC01230",0,0,0,0.112579,1.48046,0.63104
"LINC01231",0.142799,0.129121,0.300617,0.878745,1.45385,0.987396
"LINC01232",4.33476,7.77962,8.11369,8.16965,7.60259,10.6284
"LINC01233",16.34466,2.29531,0.161972,65.8148,14.37587,11.88446
"LINC01234",0.641034,2.92808,1.94748,0.844085,1.75348,4.33648
"LINC01235",0.091457,1.58617,0.674676,0.0758527,0.404511,0.0668614
"LINC01237",0,0.204727,0,0.5572,1.79245,0.340037
"LINC01238",0.118227,1.84508,1.39841,0.283389,1.36108,1.61521
"LINC01239",0.312882,5.19065,4.22985,1.89438,6.24511,4.84561
"LINC01241",6.95233,5.03281,6.51015,41.4324,24.0085,14.3267
"LINC01242",0.0870981,0.550056,2.8054,0.294083,0.666048,2.66531
"LINC01243",0,0.305002,0,0.140104,0,0.125194
"LINC01246",5.618604,14.85827,34.8373,33.1376,90.4416,65.415
"LINC01247",0.0950761,1.12705,1.60355,0.4088,1.25981,1.15143
"LINC01248",5.91602,6.78428,22.0461,6.58676,6.67295,8.16964
"LINC01249",195.207,4.8036,39.3059,96.5381,3.47654,19.2412
"LINC01250",0.108773,1.34297,2.42128,0.223782,1.73043,0.568986
"LINC01251",13.5429,7.27125,6.45018,36.1936,45.8415,26.1917
"LINC01252",8.91213,8.62981,13.0867,6.39096,6.82091,13.3716
"LINC01254",4.51874,6.06975,3.10175,1.09248,1.8908,2.61242
"LINC01255",25.73307,5.05874,15.70016,103.8767,43.8664,21.93111
"LINC01256",5.28422,0.983192,4.19761,2.43043,6.5227,4.32575
"LINC01257",1.41706,1.82777,1.44718,4.65172,6.11587,4.50531
"LINC01258",0.450599,0.227047,0,0.363955,0.678283,0.800581
"LINC01259",2.75104,5.89607,7.53532,1.06769,2.79948,3.37898
"LINC01260",0.191457,0.258779,0.468655,0.44309,0.814046,0.418726
"LINC01262",0,0.238927,0,0.221306,0.113701,0.29206
"LINC01264",0,0,0,0,0,0
"LINC01265",1.19538,0.267751,0.103919,2.03871,2.17412,1.09447
"LINC01266",0.0910084,0.805904,0.462688,0.50338,1.12513,0.895217
"LINC01267",1.27419,2.03479,1.48709,1.12565,2.64073,2.58952
"LINC01268",1.57671,4.38472,4.3342,1.43087,4.95916,5.41502
"LINC01269",1.4615,2.07226,2.38038,0.818255,2.619,4.10671
"LINC01270",0,0,0,0.0384451,0.113923,0.16301
"LINC01271",0,0.0412708,0,0.0389537,0.0384871,0
"LINC01273",0,0.313835,5.23791,2.44813,7.99245,5.67369
"LINC01276",0.145755,0,0,0.965387,0.124699,0
"LINC01277",5.59324,1.73111,3.91484,21.5029,11.0937,9.83908
"LINC01278",0.174165,0.0949857,0,1.46766,0.441778,0.50585
"LINC01279",0.392164,1.77907,1.26946,1.12796,2.15352,2.79142
"LINC01280",0,0,0,0.166733,0,0.0475379
"LINC01281",0,0.213731,0,0.0251443,0,0.171598
"LINC01282",0.331843,0.23827,0.184947,1.545,1.02041,0.388315
"LINC01284",0,0.425997,0,0.0654387,0.277059,0.46564
"LINC01285",0,0,0.393741,0,0,0.310538
"LINC01287",0.901672,0.202631,0,0.23573,0.767982,0.329033
"LINC01288",0.861819,0,0,0.156258,0,0
"LINC01289",3.37075,3.04817,5.43392,11.6808,10.0153,6.88688
"LINC01290",0.996629,0,0.975996,0.112886,0.989987,0.210987
"LINC01291",0,0.507316,0.787598,0.682901,0.749362,3.19389
"LINC01296",2.63841,8.98222,8.22009,3.94612,5.0595,6.84928
"LINC01297",35.0175,35.3416,49.2536,7.21549,16.8973,13.0501
"LINC01298",0.133613,0.945883,0,1.38441,2.78257,0.197756
"LINC01299",0.274764,3.82961,2.61611,0.332877,2.72742,1.64694
"LINC01300",0,0,1.98675,1.86451,2.96041,1.43195
"LINC01301",0.613667,0.520592,0.421204,1.27923,1.44937,1.1584
"LINC01304",40.5122,10.4828,15.0807,174.972,67.4493,32.7514
"LINC01305",0.0641002,0.408016,0.158589,0.16552,0.189643,0.302479
"LINC01307",0,0,0,0.240883,0,0
"LINC01309",28.1838,15.0533,20.5968,11.3302,16.0857,7.28401
"LINC01310",0,0,0,0,0,0
"LINC01311",0.29617,1.24488,0.483117,0.248985,2.43527,3.23932
"LINC01312",1.74409,1.89297,3.14233,2.27006,2.98043,3.29628
"LINC01315",2.1249086,0.649417,0,11.18035,3.166605,0.530458
"LINC01317",6.87694,7.17381,13.8266,6.80182,11.7585,10.0366
"LINC01318",1.20609,12.8052,9.23711,0.798186,13.2245,10.9923
"LINC01320",0.601246,3.14121,5.9957,3.30442,4.9378,7.12692
"LINC01322",0,0.721835,0,0.265796,0.691427,0
"LINC01324",0.139757,0.125345,0.875653,0.405766,0.955848,1.84104
"LINC01327",1.15096,5.43878,2.11092,1.73874,7.37648,2.24052
"LINC01331",0,0,0,0.0945631,0,0
"LINC01333",6.6675,5.21635,3.1967,36.5203,34.5185,18.8683
"LINC01335",3.77219,0.726208,6.48136,16.794,17.5857,7.17048
"LINC01336",0,0,0.705478,0.41013,0,0.379251
"LINC01337",6.29847,5.37379,9.03745,1.85913,10.6951,9.86723
"LINC01338",0,0.181201,0,0.661286,0,0.149702
"LINC01339",9.28434,3.50513,11.5239,37.1179,27.4898,25.1789
"LINC01340",0,0.300764,1.40083,0.0691146,0.865654,1.11056
"LINC01341",2.67669,3.48221,3.39579,0.874972,5.90309,1.8795
"LINC01342",0,0,0,0.0555401,0.0553649,0
"LINC01343",1.05195,0.975143,1.07194,3.12598,4.24301,3.44762
"LINC01344",2.44905,2.6932,3.21635,13.1488,16.5365,8.95124
"LINC01345",0.368855,1.21516,0.428727,7.79385,3.35682,5.12142
"LINC01346",0,0,0,0,0,0.867174
"LINC01347",11.8399,22.9884,25.0984,48.2732,34.9984,41.2135
"LINC01348",0,0.513936,0,0,0.0969307,0.500309
"LINC01349",10.3109,1.42205,1.20416,45.81,7.27777,12.7752
"LINC01350",30.1739,14.6271,27.7904,96.1425,159.963,67.4295
"LINC01351",8.95312,2.57519,3.56061,58.0831,17.18694,13.40354
"LINC01352",0,0.214372,0,0.0497931,0.610182,0.261346
"LINC01353",0.182,0.162508,0,0.728059,1.07469,1.3793
"LINC01354",0,0.255729,0.173621,0.196546,0.65422,0.817195
"LINC01355",0.708016,0.876063,0.319871,3.20981,2.3931,1.74719
"LINC01356",1.07026,2.81247,2.68286,6.24689,4.4144,6.14113
"LINC01358",0,0,0,0.243004,0,0
"LINC01359",1.6628,0.841826,7.18754,3.75001,8.40206,7.20134
"LINC01360",23.73393,11.65527,15.44343,3.954548,9.8608,5.68753
"LINC01361",0.2500744,2.10788,1.2099712,0.5673771,1.779207,3.466339
"LINC01362",1.44099,1.77681,4.09341,4.048,9.87523,7.1362
"LINC01363",0.22466,0.69098,0.47395,0.311579,0.866466,2.06207
"LINC01364",16.1686,2.59596,2.10658,75.3867,17.2887,15.8614
"LINC01365",0.642862,0.911212,0,5.55051,5.79573,2.47192
"LINC01366",0.25898687868,0.216477,0.302361,0.88778502348,0.6629133188,0.8369295599
"LINC01370",0,0,0,0,0,0
"LINC01372",4.68543,7.71479,6.75319,2.18052,12.3258,3.30719
"LINC01374",5.01635,4.700708,3.75048,10.330643,12.91415,9.43602
"LINC01375",1.7346,0.659195,1.88874,4.84705,1.84879,1.95291
"LINC01376",0.159476,0.337349,0,0.340596,0.22512,0.115936
"LINC01377",19.4869,5.93736,7.45595,66.7027,37.7633,21.7545
"LINC01378",0.356926,1.24907,0,1.38569,7.48069,2.12298
"LINC01381",1.26585,3.05892,5.10383,0.618406,2.46158,4.86729
"LINC01384",0,0,0,0,0.16511,0
"LINC01386",0,0,0,0.329662,0.960603,1.22862
"LINC01387",0,0.192462,0,0,0,0
"LINC01389",4.15874,3.30302,2.27897,3.90643,1.39824,1.09731
"LINC01391",2.14917,2.40273,2.28072,0.38745,0.688425,0.693264
"LINC01392",1.10145,0.748707,1.25551,5.05053,2.14023,1.99507
"LINC01393",0,0.335016,1.82014,0.0391336,0.631897,2.43794
"LINC01395",0.233802,0.630622,1.63159,0.732768,1.19603,0.512303
"LINC01396",1.04548,0.462882,0,7.30404,5.44014,4.06011
"LINC01397",0.457532,1.01644,0.789046,1.47593,1.58152,5.40073
"LINC01398",1.6748,1.15359,1.85963,7.08182,3.51954,4.95655
"LINC01399",0.392503,1.39985,6.79183,3.67735,2.43654,17.7578
"LINC01402",0,0,0,0,0,0
"LINC01405",0,9.49093,13.1294,0.361572,6.30501,2.50442
"LINC01410",0.772719,2.33593,3.67256,2.0811,2.62996,2.87572
"LINC01411",0,0.0935363,0,0.218024,0,0.454822
"LINC01412",0,0,0,0.424211,0,0.271471
"LINC01413",2.60148,0.935707,3.38929,5.22037,1.577,2.44873
"LINC01415",0.0627721,0.44341500570275,0.310921,0.108697,0.039735,0.412656
"LINC01416",0.0662996,0,0.653786,0.0946994,0.299236,0.417476
"LINC01419",3.80296,19.3396,25.0969,4.94832,13.4605,32.5807
"LINC01422",0.949232,2.10689,1.14478,0.190872,0.821094,2.97838
"LINC01423",0,1.11039,0,0,0,0
"LINC01424",11.5219,12.629,5.38978,15.6998,9.53285,7.12735
"LINC01425",0.637741,4.19096,5.64931,1.05135,1.77621,1.28585
"LINC01426",0.248487,2.657508,2.594793,0.489132,4.35059,3.70145
"LINC01427",1.23003,1.45029,1.31337,6.41516,2.3733,4.24995
"LINC01428",0.0669293,0.120127,0.932438,2.78122,0.228704,2.05607
"LINC01429",0.221059,2.54899,2.79289,0.453762,1.99827,2.55741
"LINC01430",6.22304,0.62234,0.965993,20.3017,4.96834,10.8396
"LINC01431",50.4988,12.9115,9.18791,24.4707,10.0533,4.44278
"LINC01432",0,0,0,0,1.21269,0
"LINC01433",0.550196,0,0,0.22503,0,0
"LINC01435",0.597042,1.52501,4.49843,1.82135,3.51327,6.76046
"LINC01436",0.174679,0.821506,1.91259,0.62305,0.355632,4.16977
"LINC01440",7.94842,1.43461,6.12527,27.417,14.0399,10.3665
"LINC01441",0.370362,0.421167,3.53546,1.57384,2.04013,1.52397
"LINC01443",0.536808,2.42855,1.08341,0.442833,1.59956,1.33369
"LINC01444",0,0,0,0,0,0.581507
"LINC01445",5.699119,3.15271,0.644073,28.470705,14.70349,6.225545
"LINC01446",0.499647,1.81828,2.7208,0.652058,1.08569,1.78216
"LINC01447",1.39101,9.43515,13.6734,2.13477,10.4151,15.9326
"LINC01448",0.710277,2.33691,2.38183,1.32855,1.93175,4.30013
"LINC01449",0.817709,1.14304,2.53391,1.02565,3.16278,2.31453
"LINC01450",0,0.362972,0.606585,0.198275,0.726505,0.935963
"LINC01451",0,0,0,0,0.0247398,0
"LINC01455",0,0.212234,0,0,0,0
"LINC01456",0,1.05448,0,0,0.143501,0
"LINC01460",0.143774,1.17039,1.59968,0.205412,1.71949,1.06056
"LINC01461",0,2.3403,0,1.05957,0.622193,2.30096
"LINC01465",7.74393,2.714,1.84286,5.37074,3.12349,3.22542
"LINC01467",5.52817,17.0858,23.4017,18.0044,30.8839,38.2621
"LINC01468",0,0,0,0.1888,0,0
"LINC01470",0.660611,0.52999,0.258714,2.512,2.0057,1.12365
"LINC01471",5.83922,5.62841,4.49317,24.9655,20.8346,16.1756
"LINC01473",11.2732,22.954,29.0502,9.56448,37.9793,35.3108
"LINC01474",1.2124716813,32.63359493,21.38774585,4.947497017,22.091349315,22.60735633
"LINC01475",0,0,0,0.0650884,0.405737,0
"LINC01476",0,0,0,0.0995717,1.07584,0
"LINC01477",0.178971,0.171802,0.375829,0.754727,0.760509,1.10856
"LINC01478",3.85975,3.11688,5.50322,23.5135,13.9578,12.5607
"LINC01479",0,0,0,0.242292,1.07159,0
"LINC01480",0,10.3744,12.5945,1.42869,8.40689,12.5374
"LINC01481",19.87598,57.0793,68.8527,5.86816,27.77515,21.62885
"LINC01482",0.274757,2.35852,1.21328,0.770027,1.18882,1.86561
"LINC01483",0,0,4.73091,0.925919,1.07249,1.67957
"LINC01484",0.701443,8.72194,7.89885,2.35333,7.88475,11.5621
"LINC01485",0,0,0,0.0677556,0,0
"LINC01486",74.059,102.769,96.3112,39.3824,88.8137,46.5047
"LINC01487",4.11472,12.9581,31.7587,20.1875,67.8214,60.3402
"LINC01488",0,0,0,0.0296826,0,0
"LINC01489",0.969012,12.137,9.75574,2.18398,23.1308,17.3114
"LINC01490",3.65826,2.00389,5.59718,15.43695,15.22888,12.14716
"LINC01491",30.2827,8.44498,28.3266,121.48,41.4465,42.2004
"LINC01492",2.95848,3.99591,3.48669,10.0909,10.2541,9.53627
"LINC01493",0,0.735324,0,2.42396,6.0216,7.80435
"LINC01494",2.2085,2.70036,3.4603,4.92169,3.59898,3.33929
"LINC01495",2.42627,0.911052,7.5426,16.4648,11.1939,4.63737
"LINC01496",0,1.84505,2.79275,0.748562,0.309586,2.42074
"LINC01497",0,0.755849,2.09359,0.945941,1.06768,2.34746
"LINC01498",5.42324,5.02878,10.862,10.38,20.9185,20.9453
"LINC01499",14.1513,12.3386,12.0981,59.438,66.32,39.4712
"LINC01500",10.7463,10.2672,17.2867,59.3014,66.0765,59.1352
