"","PS.rep1","PS.rep2","PS.rep3","RS.rep1","RS.rep2","RS.rep3"
"CCDC54",6.63481540547093,5.50207595604579,6.34899542634488,8.9669581607226,8.42072660342129,7.71161191438455
"CCDC57",3.16294634485038,4.81847890046492,4.90842240513811,3.8414850956028,5.0799421069977,4.82959894336992
"CCDC58",4.3322711211297,5.1105762239539,5.16206619476892,4.17478190503491,4.09861325614997,4.26058274793405
"CCDC59",7.13570077097254,6.52001484181948,6.31681478905142,7.45217039114028,7.05502793466629,6.27502455944599
"CCDC6",1.67069080257851,2.15756764324112,2.87141392943744,2.69632995751308,2.59173206907862,2.86277867586569
"CCDC60",4.54993403064299,4.24286160379934,3.54837496974439,5.69551506171729,5.29756194934313,4.39724849907552
"CCDC61",3.70507109573393,4.49250056079465,4.29147831865023,2.84262087837167,3.45106601063443,3.22028815946073
"CCDC62",9.37516761692824,9.52274825048399,9.36448707615044,9.11897220969054,9.4301911701917,8.3547386470235
"CCDC63",4.14007594780224,5.00007213294874,5.34285622358566,6.3906350154651,7.4136531442362,6.72773016959346
"CCDC65",8.40682739671503,8.2207797594798,7.80247112873325,8.60696034451027,8.40068734871146,7.57575856518918
"CCDC66",4.47242713800514,5.10254043699201,5.29808925190807,6.07943770827429,6.46849930396532,5.94486492855251
"CCDC68",2.54778072756869,1.95362284149313,2.31789735021617,4.27666489581043,3.33911457533151,3.14291494455634
"CCDC69",1.18054890773916,2.11809721264624,1.7520591866502,1.92394401293422,1.89673684681013,1.9780125349367
"CCDC7",9.04534560172413,8.91658063296697,9.12811463079555,9.12344650019208,9.37316433932927,8.8656895099848
"CCDC70",5.21867009458569,5.75532024576744,6.82436054228771,7.5049779870984,8.47963093534379,8.13687333415722
"CCDC71",2.64167780771204,3.07192395111948,3.01533163850551,3.05638930634563,3.05648815474852,3.20290350122869
"CCDC71L",2.0966632955868,2.27788063152971,2.02757165056572,1.26177149506894,1.3287043642888,1.51386968750884
"CCDC73",1.72555794550099,3.22680905997139,4.11733764882734,2.91000921454701,3.75039212114534,4.06182803001034
"CCDC74A",6.23435360972267,6.52313157843542,5.95694528147213,6.22089925238571,6.55079519628944,5.61971484960322
"CCDC74B",6.19287273529042,6.37877343477417,5.77938580619894,5.53849470830545,6.11086223665666,4.75796197331292
"CCDC77",5.62323214942169,5.90941507361469,5.93062380955195,5.27111972920267,5.56728684425844,5.37101897063352
"CCDC78",1.48763555046411,1.27798474729977,1.96453171260309,0.386168624909508,1.07908792144234,1.19464182814348
"CCDC8",1.46759250871295,2.22063951287686,2.40542333565609,2.0678968095516,3.31328794187396,3.08244202243315
"CCDC80",2.94341877994385,2.32376491856106,2.2537321593003,5.27640509849822,4.17220506142617,3.76194263503267
"CCDC81",3.54703023656092,3.23938398728974,3.87188306586812,5.87865149831935,5.94519097679295,5.34801990922869
"CCDC82",4.84538466763169,5.47803633782954,6.18345276913395,7.06790334729978,7.33428589067432,7.0718842757483
"CCDC83",7.27251744399274,7.54300118683424,7.63329719392104,7.06126198387051,7.8643260730953,7.37804709430892
"CCDC84",2.50452734510614,3.21847195478808,3.39791027029206,1.70420888045046,3.09204164044436,2.98611053214055
"CCDC85A",0.336920889633083,0.716427310442366,1.11814041432209,0.331509748744841,0.369709913538136,1.38827221072081
"CCDC85B",1.07878742826831,2.65464862968024,2.79024448210302,2.77709563166287,2.81751684203773,3.38771958573296
"CCDC85C",1.6945325672513,1.92313396409631,2.2933145647086,2.29218982842105,1.80104687912063,2.39367978264202
"CCDC86",7.40242374437362,6.8734810253491,6.14263194959415,5.59858852466357,5.57213478384809,4.83645942895427
"CCDC87",5.38209310357359,4.52902130952987,4.18670655167571,6.10560684642042,4.70378732282977,4.15110383389304
"CCDC88A",8.13240441221324,7.83679998286556,7.95799234795985,7.96316237337307,7.26712843764048,6.86693022652434
"CCDC88B",2.77558157471067,3.59342548560418,3.41403673341202,2.01126304276334,2.75915370278682,2.56761602310402
"CCDC88C",3.11609189649581,3.59098518628979,3.29679656603094,2.24270005411821,2.82529107882441,3.33407909509656
"CCDC89",5.52873695675604,6.07780270388522,6.31366306994856,6.990172054052,7.92672295746578,7.22467702548514
"CCDC9",3.22450648088417,4.57900511175556,5.18169891109611,4.77747757997234,5.22990703373686,5.62107015999383
"CCDC90B",6.86667993717658,6.63862761134991,6.72766741632858,6.59211068759143,6.77126328208667,6.31904126114803
"CCDC91",6.06376503038806,6.2125341076367,7.7053127129341,8.11577643116588,8.76955118651721,8.5444547372961
"CCDC92",6.52347614451303,5.7440779228805,5.01629350465115,6.6117275396191,5.4975961439893,4.85740738495725
"CCDC92B",0.463282405257373,1.0122039312557,1.35230655290634,0.534858451400718,0.875263430716597,1.41355075758325
"CCDC93",3.02035284819476,3.45558893679289,3.94314305501634,2.74454648052847,2.9949435198786,3.73187834880843
"CCDC94",4.20524391900961,4.94472260124272,4.60788656889436,3.30123644076523,4.40467836456891,4.21994291395413
"CCDC96",7.43547024891529,5.92166958827181,5.68445689657345,7.56138724041364,5.94474133918457,5.32117408972749
"CCDC97",5.75039748112588,4.72490452160081,4.28036768699266,4.32292176948893,3.79313116595679,3.26995623576804
"CCDC9B",0.842692476160426,1.84553019494351,1.10550376406002,0.613275150998701,1.52522198171605,1.49509647345555
"CCEPR",1.2627037503312,1.21801855384242,1.44103721622675,2.28722995400965,2.22397851369047,2.31549377495189
"CCER1",5.05787478663981,4.57075435513387,5.28554278230043,7.58383044276141,7.31620911229519,6.51825185952827
"CCER2",1.18774241416266,0,0.862423618310822,1.3824901901396,0.240383943414849,0.764884538451414
"CCHCR1",7.27969535285454,7.22474357871222,7.52417105248607,6.51811276469424,6.54172390606029,6.50266634698811
"CCIN",6.90943710808981,5.76508913937808,6.6278344298314,9.01034627149502,8.50383766104599,8.27815670778722
"CCK",0.572678219299619,0.172532319008248,1.75238037892248,0.0935366493597182,0.376190347084845,0.205827883435116
"CCKAR",0.20955817166712,0.294502534946605,0,0.246535780629305,0.710287383306641,0.750460727392357
"CCKBR",0.693826005353406,0.314296285387949,0.501346402046412,0.953765038345988,0.628384469918981,0.475514513752931
"CCL1",0,0,0,0.618771461489273,0,0.859159344869009
"CCL11",0,0.153399379150463,0,0.07320354642027,0,0
"CCL13",1.16671544496642,0,0,3.14797252961527,0,1.27331297313106
"CCL14",1.7472284043944,2.34685621623703,2.86827191110476,3.17103865267498,5.00241224217669,4.4033863511751
"CCL15",0.0735556578282947,1.15309840443689,0.216093486476923,0.386445674951359,1.64931194387918,2.17320420456655
"CCL15-CCL14",0,0,0,1.99910067932823e-05,0,0
"CCL16",0.193418515798577,2.43398762890868,1.3451862864371,0.99141282069484,2.64878293905478,2.25789769342637
"CCL17",0.395988460374917,0.247886206215277,1.01344082021631,0.676035366686634,1.18337217416302,0
"CCL18",1.79257636271114,1.55139296802745,1.69971596958077,2.89183327033116,1.86313761171394,1.3028980601734
"CCL19",0,0,0,0,0.556838437841353,0.74084641318457
"CCL2",5.51535922744661,4.49710774923173,3.56887120267811,5.76576014985393,4.53717801227899,5.05117195523322
"CCL20",1.30719650951603,0.813555439101674,0.371845477432686,3.13899299300548,2.56939630261403,2.3566482144606
"CCL21",1.11776817282292,0.861618762186285,0.125125103110714,1.68611949332496,1.15133280591222,1.75558837481473
"CCL22",0.627334147666219,1.6724253419715,1.37902202504859,1.0477896345262,1.63756387893541,1.20887305157396
"CCL23",0.141148932703094,0.864604948384727,0.681273837325839,1.77456991436286,0.998761636320896,0.749965831727325
"CCL24",0.564950742664553,0,0,1.81560411853551,0.877050019042436,0
"CCL25",0,0,0,0.192707603892205,0.368652146707483,0.583937823438629
"CCL26",0.674673966634877,0.277051601943502,0,0.253090099362384,0,0
"CCL27",2.01798602635202,1.82395311640506,0,2.70953327044807,2.72185821581548,3.26039155412449
"CCL28",1.46236334183954,3.54594366521158,3.33831743886689,2.23238539062914,3.31106034461259,3.48802391548864
"CCL3",1.54621044488034,0,0,5.77235020780163,3.84127876805655,3.11757702937778
"CCL3L1",1.63147684366858,0.888434281249847,1.69140909726913,4.33970394488236,3.70129509365021,2.4808777495338
"CCL3L3",1.55935475678446,1.08247778930359,1.20249294977345,3.858100385639,0,0
"CCL4",0,0,0,4.18719764954929,3.23097611778583,1.44810275619843
"CCL4L1",2.36960272011686,0.785642613460014,0,1.76993926830108,2.20731190941437,1.47697782648574
"CCL4L2",0.0844004007921679,0.25217583586169,2.03533886133279,4.14243410600686,2.9353871397572,1.6639484436176
"CCL5",1.48203766854031,3.66487304342637,2.97066410414755,1.6338589565874,3.38442286934283,3.6136848721959
"CCL7",0,0,0,0.446309171855438,0,0
"CCL8",2.75088301274954,0.306628554918945,0,4.56960045654121,1.22546003711798,1.57356842403926
"CCM2",2.7000785552719,3.79881418385542,4.23870738690869,3.86301615861248,3.94997747837073,4.40592430641792
"CCM2L",0.526608719397436,1.06438623627835,0.53764793738608,0.754859289184586,0.686896695670267,0.368376128531048
"CCNA1",8.85788970446688,8.54313678893889,8.07768682860412,8.04368079264921,8.21700154414,7.59118151986743
"CCNA2",3.36525299969876,3.67821842138757,4.079506117422,4.25680687596393,3.79854826758263,3.71640931075346
"CCNB1",5.54985396184271,5.12605667865633,5.55202041129291,7.16451389709048,6.88972796302214,6.74897102398335
"CCNB1IP1",5.43134950364505,4.688681689143,4.84241571896272,6.39974002567602,4.82289021194214,4.6572861471437
"CCNB2",8.63938412452683,8.25088579974498,7.89640506667812,8.44045809665252,8.49980204761755,7.86378361993188
"CCNB3",1.79883025129967,2.14227945544258,2.12359005404541,2.80681484083508,3.07049924332636,3.71658490788315
"CCNC",4.72327949694933,4.4977260396336,4.5036673905446,5.72885110094162,5.20511642881804,4.92064678389108
"CCND1",0.756358087610329,1.62845633069018,1.71738141145867,1.92497778068119,2.50985542887049,2.93561249566429
"CCND2",1.55801287423884,1.85656745669016,2.15929333589033,3.76084899429932,3.20342670663875,3.67675258861606
"CCND2-AS1",0.166064960979335,0.0877810816467453,0,0.258026786798218,0.234507451849823,0.138752881150925
"CCND3",1.02705702507413,1.18104019698561,1.23601471251432,2.6179505577567,1.8952871084,1.58981620909621
"CCNDBP1",4.14316323747354,3.91362637108424,3.50658036304067,4.98788473486832,4.21701755391612,3.7045717596108
"CCNE1",3.87106296295485,4.02922528777232,3.90696849903735,4.55867116167663,4.62575985878102,4.24345430568941
"CCNE2",5.47381612881484,5.48939200478898,5.58098058240919,4.18040250682865,4.78308466977809,4.57208929625737
"CCNF",1.93928300537465,1.89307869236079,1.84951134194673,2.43656697393645,1.8322540757893,2.06824086131282
"CCNG1",2.40693116696341,2.48809334722465,2.47970396486203,4.77607239586505,3.81584590882603,3.43105994476003
"CCNG2",1.75027205236207,1.30056891403816,1.49386761505062,2.80039674507646,1.3080987126545,1.74648046191457
"CCNH",8.1585879782045,7.89061206294339,7.82782283454638,8.42533970745246,8.24866433361015,7.64024855199486
"CCNI",7.33142800343861,5.7685142290275,5.71218364003497,8.32961289003615,5.83594420415504,5.93279679226404
"CCNI2",1.22662874938634,1.23439708468584,1.03395786691378,1.60657914808075,0.816394191344187,1.06052474333335
"CCNJ",2.44246583497662,2.26937731687161,2.10487673057892,3.69908539079928,2.87878614719565,3.04175288270655
"CCNJL",1.25398321718229,1.92243041188548,2.15708964275424,1.43358871250734,1.89350018251023,2.55156794141065
"CCNK",6.67058544026221,5.32367990535256,4.928825091151,6.78409823333159,4.86525569532083,4.33277952963282
"CCNL1",4.56856085412976,4.99484669765345,4.71595485395763,5.79976082108925,5.31014740905939,5.32350698167429
"CCNL2",4.85506355454476,4.56225024070636,3.88852895931913,4.73899492288231,4.69095730658157,4.4329596232796
"CCNO",4.41548806823408,4.02197978686206,3.91022225662528,3.81899061165173,3.73216606863037,3.13681496440652
"CCNQ",1.84111569809574,2.16721018203484,3.42306042889228,2.47126551211009,2.75399596181183,3.01527275521496
"CCNT1",4.30160886255073,4.28157214784906,4.60941209227843,5.63186967412463,5.12857386111802,5.10190047556656
"CCNT2",4.001675557121,3.96955551442574,4.13016493473995,3.25407289658303,3.31996852010388,3.51935482517293
"CCNT2-AS1",3.80455957028215,5.90878889463956,5.66080029607133,2.7366135336231,5.8013138875241,5.67647898952755
"CCNY",7.05742763677719,6.04959929554657,6.61116665411534,8.14532188282589,7.10562915901045,7.19410024431355
"CCNYL1",4.87488525701019,4.50242735528688,4.11115904535739,4.82302945616239,4.27110074924368,3.97471973199113
"CCNYL2",2.76759759774055,3.02466187084082,3.51946642152388,4.27744177535284,4.24283112411199,3.88867506929376
"CCP110",7.13568198620874,7.24278006919302,7.42209268015906,4.72753666111241,5.52174260589869,5.14989581102942
"CCPG1",2.22695236769586,3.18228548914131,4.53868776409379,4.88664256853916,6.07263877869393,5.35967110368613
"CCR1",0,0.0486527490467429,0,0.539996509956931,0.595338471534382,0
"CCR10",0.178852292092183,0.212563113616055,1.1976515497374,0.531563618508715,0.458215045069401,1.14934392134238
"CCR2",0,0.0487287665607076,0,0.276321685451245,0.255703753641411,0.127688609486114
"CCR3",0,0,0,0.0732269957620484,0.27169458755325,0.122889222779824
"CCR4",0.765040750907284,1.02576590484915,1.61100236340953,1.5730399918367,1.73029649384366,2.30209089258776
"CCR5",0.0208112423058101,0,0,0.536759150433774,0.521166348944237,0.349592874792252
"CCR6",2.37325480930016,2.06409301504351,2.73134835986848,3.33377434616243,2.48798276917936,2.75984632948248
"CCR7",1.96585851806825,0.859149800999611,0.82000409207168,1.55259643456961,1.37163747689544,1.50509926225141
"CCR8",0,0.176067405785935,1.46613635061115,0.126146769363847,0.791446527733783,0.747764620993879
"CCR9",0.288750709305311,0.0518473296776008,0.079681894237883,0.624861709836651,0.385963286568063,0.233375174352356
"CCRL2",0.510511323097685,0.163802696714224,0,1.62087492061,0.15404522497203,0.179308485489366
"CCS",2.88953584380573,2.94506078364965,3.15033545654472,3.83864928345343,3.74517278057195,3.58905634520924
"CCSAP",2.35593528063776,2.31840650981903,2.07571744858668,2.94070801202677,3.38193811330978,2.63536435824297
"CCSER1",2.59802926793053,3.21564132521047,3.6968996658258,3.77854082066947,3.2771783975541,3.69504283496391
"CCSER2",4.8579830029669,3.9350186992231,4.66149879347498,7.2945198118427,5.45912212394754,5.22165177258258
"CCT2",9.69854667346403,9.08201035496186,9.37089486102672,10.2536951727782,9.74512184331962,9.46677555795976
"CCT3",8.30757606600413,8.7647323888233,8.76575995098402,7.57162515656127,8.36863335197823,8.3836324582949
"CCT4",8.73066033282149,7.661274883484,7.65994595898101,8.62449391113566,7.70088355602827,7.4705287307945
"CCT5",7.97685128780393,7.98700286341622,8.11533033942673,7.96124004414488,8.01787287118441,7.90922196952764
"CCT6A",6.38550696651334,6.43043164289024,6.29745190003742,6.15646538406956,6.00240729118915,6.27016654120884
"CCT6B",10.4026312680631,9.86815166133728,9.99439445407596,10.1689286719266,9.97061311802655,9.4370385575843
"CCT6P1",3.16955947239632,2.88493975135321,3.27267718203648,4.31995747089949,4.00829863359354,4.0240625388019
"CCT6P3",3.8939446080163,3.3691719120668,3.94055204428415,4.08104983209468,3.67818461126018,4.27887686010211
"CCT7",9.44291139967272,8.86780285561602,8.86576172243482,9.33583959335377,8.82773687374962,8.60505323963935
"CCT8",6.45450066046197,6.97189389662679,7.24737310831165,6.15883868367756,6.62450188003734,6.7898069649591
"CCT8L2",3.94624426614367,3.59871059129036,4.45223959281241,5.89639537852048,6.1965401636842,5.63833164518579
"CCZ1",6.69285956238577,6.44294349584873,6.56571445098421,5.90235340605876,6.01735852355573,6.08750739437983
"CCZ1B",6.71786831273266,5.13358818417396,5.62454252806192,5.99635258822406,5.01466326121128,4.94549065736389
"CCZ1P-OR7E38P",2.52634955885286,3.9511541378704,3.38964527682102,2.80550089862362,3.87668686761636,3.64323627481789
"CD101",1.04506547209297,0.885982088102945,0.963269912686113,1.59404501844543,0.637841133141904,0.863932499485693
"CD109",2.37444943965332,2.07441082480062,2.59199290817234,4.41364823978091,3.78479429347792,3.48450021118871
"CD14",0.403469083085608,0.527130416974337,0,2.43509248472875,1.16416197483309,0.815991787246222
"CD151",2.41929720043491,2.71372370081336,2.76747831681663,3.64606519567914,2.61564935090713,3.36301123616126
"CD160",0.893818053674317,1.19334281291738,0.848169218171984,1.46752103991187,1.14802688951749,1.57274417923201
"CD163",3.22592424332336,3.05461373783999,2.83841038978141,3.31952545078458,2.73204034755544,2.21024546066359
"CD163L1",4.00236678247103,7.05384119026775,7.28993772186352,3.50927813262239,7.8645687486525,7.60594392073597
"CD164",6.51956456444968,5.59629234414423,6.23255907390225,6.59431058526555,5.58987761594455,6.50810660908597
"CD164L2",0.565822335684739,0.149539031298261,0,0.165857927280229,0,0.23585937739167
"CD177",0.32597810914974,0.273990841607829,0,1.11406046133494,0.303440597290381,0
"CD180",0.128199550182882,0.139245509561496,0,1.22732829019985,0.703740377069161,0.517945855229195
"CD19",2.29032708059833,1.68028834528591,1.71087805019588,4.54558849998499,3.16065562681997,2.44065990975911
"CD1A",0,0,0.0660537729364182,0.0403487670099836,0,0
"CD1B",0,0.273777251932234,0.856691744327482,0.0463570869395785,0.66813546726897,0.589982031540374
"CD1C",0.370647516391648,0.145927826642313,0,0.904498741543046,0.944887674138263,0.888336071425728
"CD1D",1.52968154172742,1.23294312903509,1.85546353577763,2.8159340087741,3.01863773458639,2.32529430030392
"CD1E",0,0.696265406054867,0.419126788170902,0.127643051723261,0.466787889038201,0.597043876957063
"CD2",1.23598433282806,0.689847504103897,0.307895940949498,2.56670070783969,1.31872175153716,1.87303751668229
"CD200",0.947250959922205,0.969185624440546,1.14975362177754,1.99693191468557,2.06446353326814,2.27515260755258
"CD200R1",0.743812222650306,1.72288128600112,1.87925485362324,1.12669538822327,1.44199279487789,1.05208961619104
"CD200R1L",2.95539055360941,2.05079769382346,2.81626177528983,5.01561040933995,4.30642265989723,3.75280210284205
"CD207",0.321955794366233,0.202961783796726,0.864372778930767,1.95202784665831,1.27027775702626,1.6136730866753
"CD209",0.462543433954192,1.34548665354066,1.91166857525635,2.08678042770996,1.05686447211431,1.2959051972581
"CD22",0.317599292756458,1.31942602450012,1.6059114840657,0.574817771533928,1.68637842799587,1.64200188568523
"CD226",0.301422590507899,1.4826975535662,0.588692331719251,1.95620909409198,2.66944373518987,1.78184022567418
"CD24",0.321506045206425,1.82219171321858,2.42011592303111,1.31000042483533,1.24545185192994,1.66850040338509
"CD244",3.46274208154466,3.89445110244926,3.04695896091499,2.8464832869318,3.23461781057129,1.84157692989104
"CD247",0.460684907249906,0.0796391500175409,1.21493485015607,0.0379973502005539,0.84581598793158,0.670609232425592
"CD248",0.109997946024001,0.869947190082681,0.739915484486944,1.09704439394463,2.38463284730665,1.33625481936294
"CD27",0.377439191362748,0,0.488611665259343,0.165910652967391,0.504655982679221,0.309688433750089
"CD27-AS1",0.695528869796278,1.02791837826729,0.891874866515537,1.13550860288501,0.76746666362209,1.27140774687994
"CD274",1.18073156978161,3.64832507830851,2.54012648833811,1.10302670209988,3.36225104820925,3.30539712176145
"CD276",1.26830549747949,2.05820980495381,0.866032800768393,1.66513730225702,1.84344645058328,2.45459471415344
"CD28",0.290370140427528,0.946358092061735,0.503453564724567,0.402425117116046,0.888899481952061,0.357213040305933
"CD2AP",2.91601796648529,3.84316983799918,4.12956328475635,3.19638986815551,3.99753629914347,4.32096838354577
"CD2BP2",2.4159019555781,3.71983289045277,3.72272830881703,2.78713988371288,3.75512258886729,4.00557963969985
"CD300A",0.0520722219039765,0,0,0.52251631329574,0.196759362493462,0.761808634144178
"CD300C",0,0,0.409195395276386,0.079599844968106,0.359419964575689,0
"CD300E",0.237082739803173,1.95112522277218,2.17334174254621,1.15117691401771,2.70141154525135,1.95598972170849
"CD300H",0,0,0,0.521090950836406,0,0
"CD300LB",0.208970410871948,0,0.322994141099432,0.446280583435161,0.0533716238325636,0.368715835711056
"CD300LD",0.523394342792451,2.31989534888054,1.68122435377956,1.04176164230843,1.5806134400232,2.38837416825967
"CD300LF",0.0816480421379415,0.0751886776510355,0,0.394212291334314,0.417948083939266,0.271263122037456
"CD300LG",1.0502376870897,1.74714288348143,1.14221082547586,1.82622565355991,1.78953312471639,2.23558247678467
"CD302",3.79245975403445,3.62941957267153,3.19290712871256,4.11771997382025,3.77193838483447,3.50713725566115
"CD320",8.30955235424182,5.81963472116605,4.92836890164385,6.03151429839836,4.27406779773588,4.3113505258325
"CD33",0.324000623900973,1.91625917282169,2.15376545878859,1.166054674292,0.695038824829639,1.3529567831322
"CD34",3.0451371345284,3.14176089153113,2.38559669601225,3.66533819138246,3.43298345199308,2.95259449536354
"CD36",2.05514819639699,1.49399925569275,1.02738763875723,3.0264509380102,1.9136829665341,2.0729015510878
"CD37",1.71801303548221,1.65307377883582,2.59172967584108,3.90492941008091,3.62940325189295,3.3288795376821
"CD38",1.17206501410851,2.19392918565442,2.34039990329129,0.719744196986398,1.34085846820198,1.54348598496958
"CD3D",0.410727508419768,0.250877919042522,0,1.01173177494998,0.358886829897432,0.836826587621048
"CD3E",0.0981377559755332,0.08903421725491,0.199381499606709,0.675981188181193,0.728462152892434,0.736387534739791
"CD3EAP",1.00555829821827,2.43472536027338,2.49774264295358,1.17067148311949,2.95750196969689,2.68377818599832
"CD3G",1.17239790433952,2.45440228376787,2.87630083307933,1.15990684883463,1.83636449374406,2.33965620564604
"CD4",0.278572414274042,0.684046700389457,0.0630250480881562,0.997697786829695,1.5877130201375,1.34115381684275
"CD40",0.39139490226226,1.34158357479346,1.71832874382537,1.53516412537798,2.49417031858786,2.8390428302957
"CD40LG",0.76495330797531,0.453616608830837,0.363123967940612,0.729093297079528,0.822881036778776,0.674917974864774
"CD44",1.79522666703425,1.45082168000715,1.45868935172852,3.03748712548982,2.59425400905767,1.99869304782854
"CD46",4.8035995692156,4.87359220109815,4.93434096615619,5.58100683342916,5.23462107892415,5.26357104580613
"CD47",6.44140097774893,5.23755530563123,5.70495244999055,6.57455825892546,5.60213318056213,5.07101264357734
"CD48",2.6773345897381,2.92815804882229,2.67626966529642,1.17673445650756,1.22959407494519,1.38487704639154
"CD5",0.986188096752269,1.53244164668783,1.42135527369175,1.04453401027691,1.55304587794863,1.21174737552771
"CD52",0,1.15639014419624,0.818196947246885,0,2.20905403476714,0
"CD53",0.183127900227738,0.316010678857244,0.859826463931682,1.67835838688511,1.41380900846425,1.05092718184831
"CD55",3.84152974905138,4.11231121147333,4.32912144301378,5.57186772085832,5.56013433629362,5.6031365228791
"CD58",2.76297551296109,1.86523827196027,2.78978766734587,2.75324938079971,2.41707179722651,2.0159299087791
"CD59",4.77078156689341,4.18682031115648,4.12000607349461,4.29675805990113,4.24559916211263,3.99808977988701
"CD5L",0.479182953554354,1.1445097854426,2.21865719295879,0.175238428878248,2.02987335288627,1.42963738689248
"CD6",0.576008033828484,0.646312910861536,0,2.20117871318453,1.09787706389511,0.439639238954473
"CD63",3.24997112247459,4.81748041851554,4.75261159308869,4.5763694557016,5.37310245204304,5.49644988605452
"CD68",0.643886659172233,1.70206350056732,1.27947723876319,1.72910461162823,2.32739994609742,2.492301864982
"CD69",0.835745443810057,1.46571331959596,0.912393107475242,3.39795078262362,1.62091479145989,2.17524353959412
"CD7",0.466860959932807,0.467957622519783,0,0.403576409688163,0,0
"CD70",2.6326637389495,4.85923077276204,4.35701705265448,3.46747513107722,4.4707255679345,4.26245570896157
"CD72",0.532004694911716,0.581566249355557,0.519488563629214,1.22690922278192,0.949394485187887,1.03452563605953
"CD74",4.17222906817279,4.20972472274223,3.1590688541258,6.03945515530381,5.53189231805347,4.59507214804655
"CD79A",0.120163992872342,0,0,0.267830599082873,0,0.0985854325555087
"CD79B",0.875577206670865,1.99637247535916,1.95605572284056,0.658859036055793,0.903884351626017,1.282000850535
"CD80",0,0.30172576414154,0,0.286852766622951,0.455326431137827,0.309178516282189
"CD81",5.82544984130798,4.84602392494885,4.75965120900402,6.03516419737396,4.99980747753534,4.58001882085379
"CD81-AS1",0,0.226068255686863,0.260028065470994,0,0.971002332596613,0.497337467386586
"CD82",2.4868919641655,1.92122303382966,2.53481115078101,2.1530237997004,2.38690197407147,2.43860690967153
"CD83",2.3926224174891,3.67863084115412,3.80187775450652,3.95198899790654,4.21844486687008,3.63379357658042
"CD84",0.44126780286318,1.49332313022488,1.55803737233004,0.837311951219478,1.45336902481717,1.47985165192593
"CD86",1.64786707220719,1.59100529973831,0.378864485500032,2.73214001334904,1.85113136078423,1.17735654640572
"CD8A",0.493982352799722,0.927969401067342,0.598077399932358,0.437191511256142,0.431715802642085,0.77964802942614
"CD8B",0,0.094426074122807,1.3030325442098,0,0,0
"CD8B2",0.0149869408363318,0.750529330377012,1.29838851809534,0.234459627115392,0.542414570592009,1.02815184181117
"CD9",3.18526080332184,3.6421932470486,3.2925167400861,4.11263575208909,4.50342506621913,5.31867902441319
"CD93",2.04891969931089,2.22571606299924,2.18633574123976,3.04291744314248,2.77869430009562,2.9825865974621
"CD96",0.175027631020671,0.292457397603758,1.08542302834853,0.777821562557871,0.705101399511613,0.810037342970757
"CD99",3.90641668551271,4.58593809386716,3.76986343843195,4.90511209953947,4.756405807389,4.4726039622222
"CD99L2",1.55257424486372,2.25247621413522,2.34676432813883,3.12479296527897,2.7159285042456,3.32956045858914
"CD99P1",0.322464677644367,0.535957380716822,0.94690524542127,0.361273716526676,0.635669893067992,1.47792854701805
"CDA",0.237958906339945,0.403110626386937,0,0.201307649761205,0,0.232260430118279
"CDADC1",4.31244372843022,4.78117975888397,4.79145200802722,4.99479240197333,5.13551927386113,4.67795637217292
"CDAN1",4.27510391943102,3.77548254762629,3.77391195451313,3.26126451640043,2.98588291237527,3.06631483615443
"CDC123",6.8012104017597,6.47170284884929,6.25769143676209,5.90801786171635,5.61310726843453,5.66322790095757
"CDC14A",4.85047060957652,3.90259440126248,4.48860228268408,7.35990192019694,6.41173758138113,5.86484703240995
"CDC14B",4.42232999982371,4.35682457064966,4.49593898050373,6.18595215348453,5.75181979837067,5.50058172822284
"CDC14C",7.4555655946627,6.60521577152361,6.14199265854078,6.29361142829512,5.74985066051002,5.35532642722999
"CDC16",6.32505625101044,5.08854847029591,4.67672077481068,6.40265555501704,4.44144824493764,4.25433666589505
"CDC20",7.30441977531991,6.18636189125299,5.6291992265808,7.52052439651979,6.48759246379549,5.70776772276369
"CDC20B",2.35647487743314,4.50536315737566,4.24047614636883,1.12442078216756,4.7378435675663,4.52100486651235
"CDC23",3.01790409683743,3.69297390804837,3.70397553341702,3.22064725097583,3.63069668382075,3.83327468155561
"CDC25A",4.56970799029691,4.11986742139596,4.01542620360961,5.83324052116744,4.81429405828283,4.74404912086368
"CDC25B",1.45480834584876,1.51701864429854,1.72285418836784,1.7956057014418,1.71223012191596,2.08581825063547
"CDC25C",7.0243629008828,6.01397282989637,5.98195172103504,6.87418614979971,6.03190545763485,5.7632442418878
"CDC26",4.87661516926662,4.68241598557363,4.62418864713207,5.51731034267438,5.34823241923927,5.13418396817253
"CDC27",4.98980448861156,5.51311739046537,5.01742712125029,4.91998723820687,4.88190974409422,4.47064435065403
"CDC34",5.70271017531445,6.37192994295658,6.42063734842401,6.15809259828001,6.86751350609559,6.94477647216958
"CDC37",5.77512957666526,6.83466065790173,6.6309660029094,5.92454175024268,6.70206183779078,6.42936154542841
"CDC37L1",2.82408757966657,4.68116812041669,4.97046716640473,2.94114763755621,4.06829246200101,4.39349857507303
"CDC37L1-AS1",5.17488295013928,5.9603782583625,4.58110776430268,4.66201403926665,6.17667522434937,4.42902671551354
"CDC40",3.45124408734212,4.01476590268193,4.42075186326705,5.35639034348808,5.70040919926935,5.56490246793112
"CDC42",4.73608230429085,5.02657788490269,5.1082584745663,5.16478466942808,5.32471701238316,5.14640228847036
