Geneid	Length	genome_mapping/High_6555c3.rep5.RNAseq.mm10.sorted.bam
C1qtnf2	1211	98
Tmem256	431	1566
Erp27	953	51
Kmt2e	7227	8882
Mcemp1	1132	631
Dhx16	3390	4848
Ptms	1155	24061
Dnajc24	1198	702
Ddah1	3747	3005
Cryzl1	1792	1788
Snx6	1879	6379
Zfp688	1016	382
Gtpbp4	2565	4777
Pdzph1	4174	0
Zfp397	5486	2541
Kctd5	2457	4498
Rfc3	1215	1595
Krt5	2205	4
Rps27	575	212
3300002I08Rik	648	46
Glipr1l1	896	0
Odf3	924	0
Cmtm2a	1084	0
Cst13	765	0
Lrrc46	1298	58
Asb9	1128	0
Dcps	1194	1473
Efcab9	767	12
Pacrg	1355	62
Izumo3	1263	0
1700001L19Rik	1808	0
Hmgb4	684	0
Fam24b	676	1
1700007K13Rik	804	0
Lelp1	870	0
Pfdn5	678	5347
Ccdc54	1296	0
1700008P02Rik	788	0
1700008O03Rik	911	4
Smim23	606	0
Cst12	537	0
Spaca4	710	45
1700012P22Rik	972	0
Ms4a20	1194	6
Smco2	1268	0
Btbd9	6857	2525
1700013G24Rik	1036	0
H2bl1	476	10
Tmem89	538	0
H2bfm	1049	0
1700018F24Rik	1119	0
Plac8l1	763	3
Ssmem1	1597	4
1700016C15Rik	749	630
Dennd6b	4611	1370
Prss56	2179	6
Clic3	799	2281
Krtap4-13	819	3
Bap1	3406	5193
2300009A05Rik	598	389
Ndufaf5	2732	355
Dydc1	995	0
Klk12	930	0
Esam	1865	2001
2310002L09Rik	2158	315
Krtap26-1	973	0
Avpi1	976	4541
Ten1	902	590
Lyg1	798	0
Capns2	1015	0
Wdr5b	1785	292
Nkpd1	2753	0
Klhdc2	1946	5418
Nmrk2	1840	286
Mfsd3	2169	607
Hjv	2021	848
Gpx8	1016	1434
Odam	2024	0
Afg3l2	3114	10131
Mtfmt	2042	712
Sec24d	3857	7188
Ovca2	2642	424
Lce1d	678	0
Khnyn	5962	4464
Enho	1247	302
Cd164l2	986	12
Tmbim1	2309	11171
2310061N02Rik	792	0
Ddx51	4846	3322
Krtap1-5	1040	0
Ccdc115	1705	1774
Il1f8	790	0
Hddc2	718	981
2310057N15Rik	1026	0
2310079G19Rik	879	0
Col22a1	6128	14
Tecr	1174	12719
Trip13	2267	1091
Def6	2277	550
Smyd3	6878	798
Gemin7	763	1863
Nup37	1369	941
Ttl	4562	1579
Dph5	1567	826
Tm2d2	1281	4635
Pold4	967	609
Zswim7	752	328
Zfp511	1100	628
Leng1	2213	862
Mrpl12	981	4263
Tnfaip8l2	1116	394
Fam174c	651	273
Ms4a6b	1687	689
Ceacam13	1085	0
Anxa13	1238	3773
Med30	871	1272
Tmem147	868	3454
Cdc42ep1	2542	5861
Prss32	1460	2
Mzb1	906	48
Glod5	672	210
Polr2f	569	4070
Eif1ad	2469	2569
2010003K11Rik	1167	132
Ttc39b	8764	5629
1810065E05Rik	925	0
Ndufa11	2661	2764
Snrpf	813	416
Coa7	2876	807
Rnf157	4655	619
Polr2i	690	931
Taf1d	1699	2764
Cenps	930	146
Trmt10b	2023	647
Scrn1	1777	384
Dnaaf2	3390	821
Rpp25l	839	782
Spaca9	671	43
Manba	3674	4706
Tspo2	935	3
Cmtm8	1064	726
Prpf4	5237	1816
Ccdc89	2353	38
Sdr9c7	2849	32
Ctag2	857	0
H1f7	1326	0
Zdhhc25	1368	0
Lysmd2	1200	515
Ube2q1	3081	5459
Ifi35	1360	1017
Sfxn1	2810	9058
Nbdy	856	731
Rpf1	2612	2367
Mettl7a1	1883	4864
2210016F16Rik	2822	2127
Lipn	1502	3
Fam162a	681	4405
Cd209g	1085	34
Ctsll3	1332	0
Taco1	1774	1056
Gorasp2	2484	10960
Poc1a	1707	347
Rnf168	4465	2378
Ufsp1	996	262
Psmd1	3256	13594
Chp2	1171	87
Ly6g6e	1137	3
Afap1	6617	4015
Gcc2	6511	4574
Fuz	1698	330
Cactin	2724	3807
Iyd	1547	498
Ube2cbp	1828	210
Basp1	1855	11445
Isl2	1851	0
Steap1	1216	1897
Fndc5	2763	654
Psg21	2159	0
Spdl1	2510	542
Ttc9c	3470	2460
Lrrc28	4261	619
Calml3	1426	2
Arpin	2184	2512
Polr3b	4969	2476
Rufy2	7374	1597
Draxin	5200	124
Taf15	2052	4016
Mpc2	806	2493
Wdr77	3553	5737
Atad2	5683	2341
Mipep	3581	1422
Pnma1	2359	74
Atp6ap2	2368	7079
Eef2kmt	2140	1304
Lca5	4782	248
Glipr2	2019	1025
Lrfn2	3001	0
Chrnb3	4589	0
Tmem242	971	2787
Slc25a33	1877	1092
Wars2	4388	1108
Cpm	5195	325
Pak4	2898	3612
5730455P16Rik	4536	1903
Ecd	3125	2868
Zfp398	3478	606
Fam241a	1603	1205
Med26	3039	1243
Dcp2	8643	2848
Naa30	4429	1854
Actr8	2121	2306
Zcchc8	4286	3024
Sik3	6287	5316
3830403N18Rik	1020	2
Hrct1	913	562
3830417A13Rik	1649	0
Nup205	6228	5876
Pvr	2888	3311
Gpr137c	2444	25
6330409D20Rik	1118	1
Ppp2r2b	2857	277
Cwf19l2	3953	1511
Prdm5	2795	195
Serpinb7	1887	5
Klhl30	3020	415
Usp38	4685	3149
Cep192	8093	3875
Pgrmc2	3007	5512
Cfap43	5947	80
Arrdc2	2346	1715
Krt34	1608	0
4921507P07Rik	2334	196
Krtap31-1	971	0
Ldhd	2895	6328
Slc22a16	2243	0
Krt28	1489	4
Lrrc63	2519	4
Spata16	2103	0
Ak6	990	880
Fam71d	1778	0
Lpcat2b	2782	6
4921504E06Rik	2004	0
Tex47	1046	0
Speer4f1	1232	8
Wdr20rt	2228	0
Ccdc178	3335	0
Tex19.2	2046	0
Psd3	11804	3140
Pgm2l1	8626	942
Ccdc105	1718	0
Cabs1	1490	0
Fancd2os	1358	0
Ubqln5	1911	0
Potegl	1842	0
Spef1	2264	735
Naa40	3275	2242
Prss41	1112	22
Speer3	1191	18
Tmem30c	1382	0
Selenoi	6806	10378
Zbtb46	3334	354
Tekt3	1739	0
Hsfy2	1401	0
Rimklb	4017	0
Adam30	3536	8
4933412E24Rik	1753	0
Gpr39	2689	1022
Tex52	1092	4
4933416I08Rik	1256	0
Zfp626	5329	727
Zdhhc11	1517	0
Nbas	7240	2852
Nipbl	10762	7517
Fbxo24	2159	129
Iqgap2	5771	8854
Otud1	3549	1741
Cage1	2858	85
Dym	2479	3409
Enkur	1199	108
Dmrtc2	1619	0
Spata24	969	217
Poc1b	2924	1227
Noxred1	1412	31
Ccdc57	3390	459
Taf3	4805	1952
Rnf148	1242	0
Rassf8	5407	5703
Tchhl1	2066	0
5430402E10Rik	798	0
Krtap7-1	621	0
Krtap28-13	992	0
5530400C23Rik	647	0
Fam83c	2335	26
Dhrs2	1273	0
Amtn	1022	0
Ankrd40	3763	4342
Krtap2-4	830	0
Ccdc191	3643	842
Obox1	1217	0
Alpk1	4795	664
Bbs7	2598	584
Vps35l	3577	4244
Cyp2u1	2331	130
Grap	1599	294
Ggt6	1822	276
Fam110c	2670	2019
Izumo4	938	582
Mcm9	4662	583
Sval1	617	0
9130008F23Rik	2159	1030
Ceacam20	2895	0
Snx20	1434	375
Arl14	1200	1356
Krtap5-2	1474	0
Mettl7b	1227	1540
Atraid	971	3246
Atp5h	574	8077
Galnt14	2467	20
Pnpt1	2657	1693
Ubiad1	2981	962
Csnk1d	3749	13558
Syde1	3288	3130
Mus81	2421	1046
Dram1	2807	1286
Cdc40	3365	1980
Smug1	3611	1450
Stk11ip	4458	2082
Lrwd1	2179	2956
Ulk3	2826	1744
Rhpn2	3439	3598
Gtf3c2	4551	7926
Dhdh	2747	896
Cpn2	4582	3856
Selenoo	2428	1769
Vwa8	7195	4315
Amdhd1	2421	1501
Raver1	3453	1457
Vwce	4543	495
Bbs10	2753	330
1300017J02Rik	2275	4358
Tha1	1840	623
Slc16a14	2349	78
Trnau1ap	1130	1578
Cpa4	2738	11
Ints12	3083	2619
Chst13	1651	298
Mtfr2	2307	121
Tmem50a	1096	5986
1700001F09Rik	883	8
Lrrc34	1840	14
Ddi1	1520	0
Pdilt	2139	23
Csl	1954	5
Dcaf7	5749	6717
1700003E16Rik	2050	28
Osgin1	1976	5583
Tekt4	1532	2
Tcp11x2	1776	0
Btbd35f1	1955	0
Pdia6	2146	19676
Dpep3	1681	60
Wfdc3	820	24
Cfap52	2201	41
Zswim2	2062	0
Tex44	1721	0
Fam217a	2395	6
Thegl	1719	26
Cfap45	1822	179
Efhc1	2208	82
Fam83d	2260	815
Acsl5	3151	18587
Coq2	1712	2935
Faap100	3175	1674
Ppm1j	1720	656
Krt33a	1679	4
Tmem106b	6082	15712
Cand1	8209	9429
Cldn23	1851	140
Haus5	2195	904
Jsrp1	1116	136
Dus4l	1768	469
Rpap3	2260	1817
Borcs6	1802	1340
Tube1	2929	99
Itfg1	3355	5035
Xrcc4	1547	709
Endod1	4470	2602
Tmem94	4996	4712
Cers5	2010	4025
Napg	3483	2651
Rnf135	1964	528
Ints11	2347	2642
Castor1	1574	473
Nkiras2	2013	974
Wdr73	2587	1251
Zswim1	2701	614
Rbpms2	1956	829
Zdhhc13	2407	1483
Prr23a3	1814	0
Tmco6	1815	937
Acad10	3621	1127
Ddx28	1871	1562
Esco2	2899	556
Rpusd4	1797	1176
Ddx54	3931	10489
Cnot11	3267	1976
Cnn3	2003	23963
Fthl17a	840	0
Smg9	2232	1953
Slc25a35	1827	68
Fbxo22	2102	2665
Tmem38b	2861	2030
Btbd17	2260	101
Tedc2	2225	852
Slc35f2	2568	28
Trmu	1520	841
Slc39a4	2244	8211
F11	2246	917
Cotl1	1639	7017
Chaf1b	1913	1362
Anks4b	2030	1067
Gcnt3	4301	8801
Cyp2c55	1989	8
Entpd8	2306	593
Ugt2a3	2117	840
Cracdl	4361	3549
Tmem68	2817	1054
Dusp11	6434	6794
Jmjd8	2092	654
Trub1	6395	1376
Pygo1	8320	374
Chst14	2087	1092
Cep89	3940	1498
Frmd6	4662	4774
Rfc5	1730	1884
Zfp157	5304	894
Cenpn	1768	483
Pgm1	2334	9642
Egln3	2676	7486
Tmem163	2517	637
Dhx36	4975	4962
Thumpd2	1856	289
Mfsd8	3158	843
Klhl35	1952	39
Scaf11	7724	14199
Fbxl20	8607	5199
Supt7l	2677	1365
Mtrex	3309	3948
1700001P01Rik	624	4
Spata31d1a	4277	0
1700021F07Rik	641	0
Zfp558	3887	149
1600014C23Rik	518	25
1700030K09Rik	2427	736
Tram1	2943	9040
Lrrc8e	3878	158
Cda	809	1189
2200002D01Rik	507	3774
Fam186a	621	1
Sh2d4a	2767	3606
1810062G17Rik	911	192
Lsm11	6453	757
B3gnt3	2102	12178
Cyp2c65	1941	174
Brf1	2755	4083
Fryl	11470	8327
Cyth4	2791	1883
Kifbp	2472	1878
Xpo5	5052	5515
Klhl40	2455	356
Wdr89	2981	284
Dusp3	4203	4605
Ptar1	2064	589
2210016L21Rik	1320	2861
Psca	856	924
Rbm12b1	3284	348
Pinx1	1351	633
Kcnmb2	2919	8
Sgo1	3609	857
Lrpprc	4621	6156
Rbm33	9501	7379
Ttc30b	2613	799
Ceacam18	1937	31
Rab38	1577	374
Htatsf1	2974	4041
Prcp	2964	1454
Immp1l	955	819
Fgfbp3	1756	154
Pip4p2	2280	1938
Col16a1	5206	1759
Aldh1b1	2302	932
Exosc6	1326	1839
Lrmda	911	72
Utp14a	2431	1553
Pcbd2	546	544
Ppme1	2361	3192
Pdia5	1809	2409
Pih1d2	1259	41
Anks3	2483	2482
Hspa12b	2943	489
Ccdc12	821	2295
2700097O09Rik	1204	446
Skida1	4363	241
Zfp518a	6840	825
Angptl1	2191	101
Tmx1	2320	5297
Ttc39c	2385	1512
Rspo3	2396	106
Ndc1	4574	1888
Ttc19	3436	1431
Mon1a	2095	938
Mblac2	3881	464
Rtl8c	952	140
Bbof1	2190	129
Yju2	1313	643
Ccdc13	2640	23
Setd5	6535	10260
Anln	5421	6206
Ccnt2	3514	3234
Zfp493	3272	62
Kremen2	2117	2
Ttc9b	904	0
Glrx5	1002	4309
Camk2n2	1282	134
Fut11	3344	1468
Ppil6	1070	22
Pmpcb	1596	3986
2900092C05Rik	851	0
Rflna	1677	182
Cavin3	1026	3788
Trip11	6448	2852
Prrc1	4801	4446
Cenpv	1034	1079
Gulp1	2976	202
Larp1	6615	13983
Tm7sf2	1479	899
Fezf1	2308	0
3110082I17Rik	1461	1475
Bmper	3806	1250
Prl8a1	864	0
Ceacam5	3248	0
Ccdc18	4657	327
Cib4	768	0
1700037C18Rik	1097	71
Cabcoco1	1238	75
Rhobtb3	4937	2538
1700034I23Rik	2306	0
1700031F05Rik	1360	0
Lrrc69	1210	0
Calr3	1863	611
Actrt2	1440	0
Actrt1	1339	0
1700056E22Rik	967	81
Col20a1	4189	390
Phospho2	2104	877
Cmtm2b	883	0
Prss52	1023	0
Pebp4	1298	10
Fam177a	3841	0
Nipsnap3a	1099	0
Tepp	885	0
Zfp763	3385	261
Rasip1	3152	885
Aldh3b3	1999	4
1700066M21Rik	3007	506
Kif2b	2270	0
Samt3	1048	0
Speer4b	1977	0
Nudt16l2	871	0
1700094D03Rik	3085	276
Dusp21	823	0
Marveld3	3205	648
1700125H20Rik	975	12
Cybrd1	5208	2966
Thoc3	2326	2359
Rec114	883	159
Wdr75	2972	2762
Tex19.1	1739	0
Zbtb8a	2229	495
Bloc1s2	897	1696
Glipr1	1081	1638
Ndufaf7	2303	1310
Dppa2	1941	6
Mvb12a	1062	3419
Krtap21-1	748	0
Lce1c	724	2
Cst6	3951	30
Lce1a2	715	0
Lce1l	670	0
Kprp	2729	0
Fcf1	716	2713
Haus7	1365	1718
Cby1	1119	784
Man2c1	3221	4126
Gadl1	3652	0
Ttc7	4615	4668
Micu2	2310	4661
Tex36	915	0
Satl1	2412	0
Mfsd12	3971	1618
Ppp1r21	3135	2831
Klk9	1475	2
Ankrd42	2782	181
Fam122c	1037	0
Ift57	2540	1230
Ccdc175	2630	0
Jakmip3	5574	2
Rap2b	4197	2510
Fcho1	3403	1441
Phf19	3743	526
Traf3ip1	3500	1319
Nphp3	6426	1062
Rin2	4657	3861
Esyt2	5541	23145
Ttc21a	4182	12
4931406B18Rik	3970	1
Lmntd1	1534	0
Slc7a13	2134	0
Paqr5	3500	1896
Npl	1403	216
Pop7	792	985
Gga2	4891	2012
Dcaf6	3305	3404
Rbm19	3952	2355
Cbx6	5449	8033
Acoxl	2861	4
Tmem43	2899	7943
Krt80	3067	3489
Dmgdh	2979	2550
Cyp2s1	2623	15300
Lonp1	2966	15449
Dock8	7810	3120
Acot12	3049	867
Cmtr1	6380	248
Josd1	3394	3854
Nudt9	1492	5482
Gtsf1	722	24
Crct1	717	17
Muc5b	14963	358
Gbe1	2988	1567
Ccdc3	2658	634
Katnb1	3425	2611
P2ry13	2526	324
Arpc5l	1271	3084
Rnd3	2827	5011
Khdc4	3783	8817
1700017B05Rik	4934	5697
Septin14	1470	0
Lrrc2	3655	2117
Stimate	3738	1186
Tspan17	1556	1597
Rnf138rt1	1194	14
Usp20	4157	2987
Mageb5	1251	0
Spata17	1645	6
Cldnd2	616	17
Chic2	2550	4273
1700080O16Rik	1454	0
Spatc1	1605	36
Spem1	1031	6
Ccdc182	1219	2
Isca2	868	1765
Mettl23	1039	481
Inava	3013	3862
Snx19	5541	2163
Xrcc3	2461	1844
Palm3	2449	1243
Sema3d	6521	248
Meak7	2574	1551
Lrguk	3058	10
Smchd1	7050	3417
Efhd1	1866	0
4931414P19Rik	2585	283
Spag17	7862	31
Lonrf3	7370	1078
Gcc1	4138	1685
Myo18b	8280	2419
Hsf2bp	2867	856
Dpp8	4764	6000
Map10	3548	130
Terb2	2111	0
Efhc2	2622	40
Hyal6	3452	0
Plpp6	2882	1394
Gle1	3108	3815
Polr3c	1796	3292
Eaf1	4238	5570
Cfap20dc	2751	124
Sohlh2	2348	2
Lrriq3	2650	31
Slco6c1	2433	0
Arl13a	1742	1
Cfap53	2108	34
Tmc1	4073	0
Hyal5	2070	0
Taf7l	1935	8
Cep72	3632	268
Stpg3	1430	5
Rbm31y	1958	0
Lrrc71	3988	61
Lrrc15	5308	1896
Kbtbd13	2969	18
Gorasp1	3483	1467
Lrrc17	2188	307
Cyp2j9	1944	136
Ppp4r4	3683	283
Tmem168	4583	2274
Gsdmc4	2084	0
Pck2	3403	2706
Themis3	2551	16
Elovl7	5437	2600
Nkx6-3	2236	666
Kcnk16	2367	0
Lratd1	3380	3595
Lvrn	3219	437
Glb1l	3422	495
Pyroxd2	3119	1058
Sppl3	2817	5653
Mrpl47	872	916
Abcb8	2940	4536
Ocstamp	1956	64
Scpep1	2074	7692
Tmem81	1742	282
Shpk	2781	750
Spsb1	3054	3307
Pomk	3601	1544
Tex55	1368	0
Drc3	1858	100
Ptchd3	3236	0
Slc25a54	1538	0
Tdrd9	4809	2
Dnaaf6	1449	0
Wbp2nl	1318	0
Tmem114	1406	0
Cnep1r1	1832	2647
Trim14	3204	1122
Pcf11	5804	2968
Ddit4	1685	17220
Slamf8	2040	50
Trmt10c	1858	1381
Pik3cb	4854	2387
Hhatl	1995	340
Rita1	1666	519
Lmbr1l	2167	2758
Selenon	3445	3564
Glt8d2	2153	59
Manf	868	6944
Mss51	1829	191
Meikin	1433	0
Spin2-ps1	778	0
Fam228a	2889	6
4930447A16Rik	587	6
Ccdc181	1896	843
Kbtbd11	6972	1064
Atp6v1e2	1005	0
4930503E14Rik	1289	0
Tmbim7	1680	0
Ct55	1203	8
Tmx4	5147	3249
Efcab10	675	0
Sf3a3	1697	3508
Zcchc13	1079	0
Usp50	1748	0
4930519L02Rik	620	0
Uhrf1bp1l	6446	7840
Zc2hc1b	1053	0
Nxnl2	1163	78
4930513O06Rik	802	0
Slxl1	743	0
Rasd2	2810	76
Mfsd13a	2280	1032
Ccdc146	3389	8
Tex38	818	36
Meiob	1703	68
Tmem269	1504	36
Samt4	963	0
Sv2c	4252	23
Tomm20l	596	0
4930564D02Rik	737	0
H2al3	550	16
Pelp1	3440	2117
Tmco5b	1237	0
Bcdin3d	1271	492
Slc35f4	1881	8
Ankrd53	1737	37
Parpbp	3628	425
Etnk1	6434	8278
Fam243	2679	0
Atf7ip2	2639	14
Ccdc83	2142	0
4930564C03Rik	1182	0
Spp2	879	264
Mrpl32	768	1162
Nop14	2702	4357
Mettl5	971	365
Zfp820	3695	587
Tti1	3831	2369
Fam166c	712	0
Cfap97d1	698	0
Gm10413	993	0
Cypt12	509	0
Phpt1	583	1672
Prps1l1	1676	10
Dynlrb2	515	0
Stpg4	847	2
Iqcf5	544	0
Pfn3	545	0
1700003F12Rik	733	74
1700012B09Rik	685	335
Hspb9	647	18
1700010B08Rik	896	3
Morn5	690	0
1700013F07Rik	592	0
Pou5f2	1395	7
1700020N15Rik	546	0
Pibf1	3281	664
Ttc32	1000	440
Eppin	755	0
Tex29	775	0
Fpgt	3492	1109
Akap13	12543	8701
Cfap161	1294	0
Ep400	10798	10530
Rsph9	951	132
Sgf29	1166	939
Capsl	946	8
Nhej1	846	199
Spata9	1053	86
Acyp2	671	241
Prr29	789	0
Dynap	1227	651
Relch	5406	2415
Krtap9-3	759	0
Dusp9	2700	1254
Malsu1	785	883
Prl7b1	925	0
Pcdh1	3902	5511
Tm4sf5	975	409
Chmp4b	1606	12491
2010109A12Rik	548	0
Kxd1	1216	2939
Spata25	783	2
Speer4a	1503	0
Cldn22	994	16
Tmem238	1051	1384
Nudt16	1606	872
Rab4b	1170	1964
Krt24	1847	0
Rbm12	3752	2542
Vwa5b1	3857	0
Fam227a	5187	114
Iqcd	1668	72
Bcl2l12	1075	481
Slc10a6	2124	425
Klf17	3595	0
9130401M01Rik	1308	1724
Slx1b	3692	673
Pnpla5	1694	1
Adad2	1962	0
Them4	1730	413
Klhl24	6683	7631
Wdr95	2482	2
Cdyl2	8087	729
4930447C04Rik	1910	0
Nln	3780	3630
Wdr64	3816	0
Fam227b	1858	0
Hormad2	1343	11
Prame	2267	0
4930568D16Rik	1227	0
Clec4g	1235	497
Arl5b	6901	2863
Gsc2	1133	0
Gstt4	963	0
4930579G24Rik	1969	453
Samd7	3191	0
Rab30	1927	177
Epsti1	2322	347
Urb1	7365	1835
Ms4a4c	1723	30
Gbp8	2459	153
Rap2a	4172	2837
Gpsm2	3488	2296
Slc35d3	2629	8
Snrnp35	1092	879
Gpr165	3194	2
Tmem98	1442	3998
Arxes1	1580	14
Pwp2	3871	2936
Keg1	1666	41
0610040J01Rik	1870	1055
Gstk1	930	901
Clybl	1241	630
Tsen54	1972	1104
Cyp2d26	1645	7063
Tax1bp3	1417	1983
Tmem59	1544	11366
Atp11b	5151	5405
Kti12	1556	1596
Idh3a	2404	4973
Rab1b	1835	9562
Tgds	2265	1039
Trmt5	1669	777
Txndc11	2977	2628
Zfp773	3025	12
Det1	2217	655
1700012A03Rik	1062	0
H2al1m	525	4
Il31	1239	0
Pbp2	1256	321
Tex45	1613	34
Fam209	649	16
Lhpp	1607	580
Slamf9	1145	326
Krtap4-7	978	0
Msrb2	1191	259
Pcolce2	1866	1361
Rmc1	2129	2621
Lmf1	1861	1464
Ly6k	773	9
Ppp1r3g	2308	318
Fahd2a	1226	294
Abhd14b	1475	2789
Ppp1r11	1679	1846
Commd9	1175	2031
Ctsq	1330	0
Plet1	1846	444
Slc52a2	8561	1071
Gatc	1777	1379
Tmem101	1576	930
Atg2b	10172	4463
Rflnb	3511	2859
Rbmxl2	1472	0
Mfsd2a	2150	1453
Lce1i	731	23
Dnajc18	5167	1136
Got1l1	1356	0
Prr30	1862	0
Tmem270	933	0
1700113H08Rik	1343	0
Pkd1l2	7386	58
Wdr38	1206	4
Srxn1	2812	3081
1700122O11Rik	771	0
Actrt3	1892	2
Cby3	706	0
1700123K08Rik	1047	0
Mdh1b	1711	0
Spcs3	3466	8528
Cpb1	1503	0
Catsperg2	3974	30
Creld2	1364	3605
Gje1	1477	0
Dapl1	573	0
Cluap1	1595	1013
Ppfia3	4866	19
Cog2	2824	3451
2410137M14Rik	865	6
Usp42	5150	2036
Rpl18a	1291	54439
Nubpl	1193	497
Hyls1	1643	283
Polr3f	4160	1814
Rps9	703	46767
Gper1	2509	133
Ttll11	3373	175
Fam81a	2883	150
Cyb5r3	2012	25901
Rnft1	4434	2194
Mettl15	1891	274
Lrg1	1353	25411
Mnd1	874	418
Arrdc5	1056	0
Arfip2	3277	3865
Lypd5	1377	0
Rnf225	3239	142
Chmp5	1372	5233
2610028H24Rik	1763	19
Arxes2	1540	44
Ddrgk1	1101	5734
Ppp1r12c	2982	5861
Ticrr	7196	528
Tstd3	1587	258
2510039O18Rik	2731	5025
Kdm8	2444	415
1700109H08Rik	715	51
Mrap	1351	675
Hyal4	2088	0
Bcl7a	3809	866
Cep83	2986	1734
Ston1	2983	2616
Ccdc183	1725	20
Cnrip1	1614	216
Pate5	1135	0
Zkscan1	8261	3615
Crebrf	7453	4077
Hnrnpa0	2678	16249
Slc35e3	3483	1936
Tbcd	3870	3778
Rgs7bp	5828	52
Hgsnat	2679	4351
Gabpb2	8687	8598
9430038I01Rik	1125	314
Nkrf	5383	522
Fam162b	555	0
Wdr82	4313	4777
Akr1c21	1209	4
9530003J23Rik	1219	0
C330018D20Rik	2413	442
Tmem213	530	0
Irak4	2824	1429
Ptprb	11912	6019
Spns3	1819	127
Bcl9	6102	2508
Mboat7	2341	2453
Ddx10	3368	2134
Nup210l	5809	288
Prelid2	724	189
Apex2	1891	655
Prdm8	3119	69
Pramel13	2460	0
C330007P06Rik	3339	1921
Zfp955a	3755	870
Lcn12	716	0
Lcn9	839	0
Cstdc2	658	2
Abcb5	3876	0
Mrps5	1434	2197
6030468B19Rik	1078	7
Pmch	748	3
Ermn	3633	0
Dcst1	2342	36
Ulbp1	1819	1134
Cdkn2aipnl	1864	4075
Trim35	3684	10503
Adamtsl2	3612	470
Shisal2b	1310	0
Lrrc42	1756	1672
Rpe65	1843	0
Pigh	2352	321
Tchp	2863	1517
Mlana	461	0
Lbh	3068	5996
Cryl1	1410	793
Hook1	4239	1177
Trmt13	3767	413
Tmem50b	2222	1895
Grifin	539	0
Prr15	1492	248
Ccdc150	3807	18
Mccc2	2124	2007
Tmem190	585	37
4930583I09Rik	629	4
Golgb1	11025	12282
Samt1	984	0
Dnajc21	2053	2598
Spata31	3233	0
Cox7b2	543	0
Tmem210	516	1
Spint4	746	0
Cst11	606	0
Batf3	712	77
Spink12	757	0
9230112D13Rik	778	0
Acbd7	535	4
Nxpe2	3368	78
Mroh9	2956	4
Rbsn	5279	2932
H2bu2	462	96
Naa38	518	863
Snrnp25	832	723
Ddx52	3164	2618
1700034E13Rik	477	0
Pgpep1l	955	6
Tmsb15a	299	0
Micu3	3299	640
Rtf1	4664	6418
Mrpl9	1601	5184
Cnih4	3268	3740
Utp23	2917	665
Srbd1	3530	1393
Cstdc1	601	0
Cstad	817	16
Acap2	6493	6232
Acsbg3	2673	47
Ddit4l	2721	405
Dhx58	2412	217
Nol3	2869	481
Galnt15	2341	978
Rictor	9313	6732
Efcab11	2069	183
Usp54	6495	1781
Ak7	3093	11
Ttc30a1	2862	146
Stpg1	2380	16
4930562C15Rik	3829	0
Sp110	1971	186
Gins3	2412	287
Zfp623	2486	1648
Hspa13	4161	3249
Tspyl4	3900	265
Coro7	3488	3880
Cygb	2331	2651
Trmt44	3784	834
Aacs	3175	8235
Wrnip1	2642	4051
Misp	2427	6321
Trim42	2463	0
Fndc8	2081	22
Dlst	2767	13574
9130019O22Rik	3878	286
Polr3h	2514	1964
Saal1	4699	974
Avl9	6691	3607
Spz1	1601	0
Dync1h1	14398	51947
Abcg3	3034	206
Pagr1a	1412	1388
Ier5l	1559	1177
Tada1	2144	1335
Nus1	4614	5753
Smim12	1022	950
Parp9	3564	1422
Lysmd3	3126	1797
Rilpl2	1260	2685
Zxdc	6911	1997
Sesn3	2158	781
Pofut2	2219	4022
Olfr160	933	0
Slc19a3	2974	10
Car15	1105	60
N4bp1	6469	3791
Rnf34	1954	1963
Rabep2	2539	1796
Nbea	10983	2184
Dsg3	4138	8
Clca3a2	3654	29
H1f1	745	12
Fgf20	1476	0
Akr1c6	1359	1394
Fgf16	3040	30
Gpx2	1067	552
Gys1	3681	4761
Myh1	6031	10863
Serp1	2449	15382
Il1rapl2	5422	0
Nptxr	4949	63
Igsf6	2133	610
Atf5	1993	3467
Ifitm2	627	10238
Hcar2	1947	720
Cpn1	1791	2847
Hspb8	1816	3566
Tlnrd1	3847	2197
Fcrls	1991	440
Erap1	5363	3911
Cxcr6	1893	64
Lactb	2031	733
Castor2	4745	1052
Gpr84	1551	79
Uck2	1337	3528
Syt13	3751	804
Mrgprh	1809	6
Cemip	7114	338
Nckipsd	2870	829
Rad54l2	9326	3585
Tbl1xr1	8127	5065
Defb5	195	0
Vmn1r148	2438	0
Vmn1r171	1581	0
Vmn1r65	2682	0
Vmn1r58	2680	0
Vmn1r56	1832	0
Vmn1r62	1994	0
Vmn1r63	2171	0
Ropn1	844	0
Btnl4	1761	4
Btnl6	1620	0
Sgpp1	3324	3516
Ankrd17	10066	15450
Sorcs2	5721	3409
Ide	4962	7982
F13b	2378	1257
Id4	3963	181
Kcnmb1	4188	80
Krt8	1805	141134
Mageb2	993	0
Trim17	3026	36
Dscam	7481	8
Tnxb	9569	1393
Tlr9	3471	102
Sf3b1	6191	20935
Klb	3439	483
Siglece	1849	194
Tfap4	2113	926
Glis2	3619	6509
Akap12	6247	3291
Tpsab1	1191	91
Myog	1480	12
Pgk2	1592	0
Prl2c2	852	502
Ren1	1422	0
Ren2	1525	0
Slc2a2	2570	2113
Tfec	1779	478
Tgfa	4553	4598
Gimap3	2145	172
Cstf2t	3752	3026
