Geneid	Length	genome_mapping/High_6555c3.rep5.RNAseq.mm10.sorted.bam
Ucn3	1478	0
Il23a	1359	146
Plekha3	3007	2357
Plekha2	4985	8515
Mov10l1	4052	281
Fthl17e	848	0
Ifi44l	1286	0
Ogfr	2288	3766
Tex15	8408	4
Ngrn	1718	1195
Pik3ap1	4113	4022
Pramel1	2440	0
Gsdmc	2382	0
Tktl1	2471	9
Fstl3	1953	1283
Tex13b	2116	0
Tex16	3972	0
Usp26	4133	0
Nlrp4c	3614	0
Pramel3	3673	0
Gtf2a1	5806	1960
Wdr6	4137	3162
Sytl1	1925	96
Sytl3	2819	10
Actl6b	1564	0
Gigyf1	5438	7127
Xlr5c	540	0
Prp2	986	0
Smarcd1	3153	1580
Dpp7	1655	2501
Cenpq	3711	591
Tas1r1	2785	43
Ppp1ca	1363	20226
Prkab1	2051	7649
Ghdc	2162	1527
Tas1r3	3512	94
Tas1r2	3046	0
Tnk1	3220	222
Abcg5	2411	971
Cep41	3937	477
Gpr137b	2981	2771
Nrg4	1928	555
Tssk6	1335	145
Tbx19	2662	0
Mmp1a	2024	0
Mmp1b	1997	5
Myo7b	6591	588
Kremen1	4907	4961
Plvap	2016	3673
Sucnr1	1571	40
Cd96	2181	28
Kel	2516	0
Hamp	406	16425
Sval2	558	0
Gtpbp3	2675	1963
Cdo1	1751	19823
Ocm	735	0
Hes7	964	16
Krt7	1586	86110
Tars	2636	6592
D17H6S56E-5	3326	17586
D1Pas1	3212	0
M1ap	2051	176
Nudt19	1922	2683
Lcn8	652	0
Emc9	805	357
Snurf	2020	0
Lce3c	564	0
Ngfr	3406	158
Srebf2	4570	25424
Actn2	2984	11504
Chrm3	3168	92
E2f6	2496	1760
Slco2a1	4709	12265
Lztfl1	6676	962
Dgcr8	4225	2466
Loxl2	5180	8975
Copb1	3315	8862
Krt23	1549	2994
Dock2	6416	1037
Clic1	1159	25003
D17H6S53E	2126	924
Vangl2	5698	382
Laptm4b	1897	3612
Ferd3l	885	0
Spred2	2872	3155
Ubqln4	3372	7018
Oas1c	2286	110
Vps37a	6379	3587
Klf7	1336	784
Tmem121b	5008	0
Cnnm4	4582	2314
Rcc1l	2310	2168
Prcc	2053	2656
Pcdhgb1	4684	75
Pcdhgb2	4629	187
Pcdhgb4	4658	137
Pcdhgb5	4705	134
Pcdhgb6	4683	392
Pcdhgb7	4691	304
Pcdhgb8	3234	99
Pcdhgc3	4686	1836
Pcdhgc4	5023	40
Pcdhgc5	4707	93
Pcdhga1	4707	94
Pcdhga2	4715	81
Pcdhga3	4691	56
Pcdhga4	4697	72
Pcdhga5	4666	132
Pcdhga6	4668	104
Pcdhga7	4659	289
Pcdhga8	4729	13
Pcdhga9	4717	33
Pcdhga10	4706	310
Pcdhga11	4713	473
Pcdhga12	5079	332
H4c14	384	10
Bcl3	1835	2214
Peli2	5849	1090
Amn	1700	45
Dqx1	3158	918
Uchl4	1162	30
Cela1	1106	744
Csprs	2733	0
Atp6v0b	996	3984
Supt16	4491	5448
Lmx1a	3338	16
Rpl10	795	53662
C1galt1	2065	2266
Spock2	3915	855
Olig3	2066	0
Zfp91	5609	6584
Lrp1b	14743	0
Agpat3	3439	7864
Mlph	4484	13668
Chrac1	851	1625
Cox6c	503	7612
Fgd6	8044	4592
Nup62	3746	3635
Rheb	1521	7509
Slc45a2	2983	0
Slc15a1	3123	0
Aldh1a3	3400	4732
Tcf23	4101	248
Epgn	1704	2
Ifitm5	716	74
Naa15	6090	8181
Cox4i2	727	67
Tac4	1251	0
Il24	1116	56
Nat8f2	3280	2521
Lmod2	1967	4724
Setbp1	11008	1668
Trim8	3241	9192
Selenof	1509	25845
Entpd7	6050	1602
Klhl1	4048	789
Lmod1	3942	64
Gpr45	3860	0
Clec2d	1214	1356
Gpnmb	3798	1295
Ear6	712	3
Ear10	699	22
Rnase2a	690	778
Pabpc5	2434	4
Wnt16	1666	22
Pard6g	3143	370
Echs1	1502	9624
Immp2l	1147	552
Smarca5	4639	8266
Pcdhb1	2457	0
Pcdhb2	2775	0
Pcdhb3	3787	14
Pcdhb4	3719	28
Pcdhb5	3533	88
Pcdhb6	3579	22
Pcdhb7	3506	74
Pcdhb8	2340	14
Pcdhb9	3055	94
Pcdhb10	2841	12
Pcdhb11	3615	43
Pcdhb12	3034	70
Pcdhb13	3693	8
Pcdhb14	3438	98
Pcdhb15	2795	8
Pcdhb16	5270	128
Pcdhb17	3270	186
Pcdhb18	5039	54
Pcdhb19	4714	40
Pcdhb20	3398	112
Pcdhb21	2712	4
Pcdhb22	3067	44
Hemgn	2310	0
Klra21	1137	0
Klra22	1233	27
Klra18	1230	690
Klra19	1106	0
Tm2d1	986	1336
Mrpl27	730	1425
Mrpl34	646	1706
Mrpl36	902	1411
Mrpl43	1213	1387
Clec2h	2160	1
Trim16	3896	2945
Csmd1	14278	104
Mepe	1682	0
Kifc5b	2627	696
Hrg	1737	28354
Mcoln1	2002	3432
Acsbg1	2775	6570
Nans	1904	4156
Cdk20	1827	483
Ugt2a1	2570	0
Col4a6	6648	217
Srd5a2	3613	93
S1pr5	2495	62
Pi15	6923	370
Ric8a	2967	4370
Sfxn2	3212	1081
Cadm3	4159	108
Ces1d	1966	627
Magee1	3584	312
Erc1	9854	3788
Taar1	999	0
Magee2	2316	0
Tas2r103	939	0
Tas2r116	918	0
Myo1f	3833	918
Ugt2b37	1879	0
1700102P08Rik	1098	13
Vmn1r48	909	0
Vmn1r47	933	0
Vmn1r43	1069	41
Vmn1r42	1098	4
Vmn1r52	930	0
V1ra8	840	0
Vmn1r54	948	0
Vmn1r50	933	0
Vmn1r53	1122	24
Vmn1r44	933	4
Vmn1r40	933	14
Vmn1r46	930	0
Vmn1r41	1025	4
Vmn1r10	936	0
Vmn1r29	912	0
Vmn1r11	900	0
Vmn1r13	903	0
Vmn1r15	900	0
Vmn1r14	912	0
Vmn1r25	909	0
Cldn16	1172	2
Prss1	807	0
Aipl1	1570	53
Dok4	2604	2260
Lyve1	2607	2025
Slc5a5	2928	349
Krt82	2095	4
Crip3	1014	3
Gm4736	1622	0
Elac1	4971	999
Pth2	569	0
Prss28	1190	0
Prss29	1181	0
Impa2	1737	1453
Hsd17b11	1699	12240
4930444G20Rik	1771	0
Selenom	890	1276
Rasa2	5699	2515
Dhcr24	4028	30376
Ttyh2	3456	5557
Scgb3a1	613	50
Antxr1	5264	2074
Cd248	2562	1170
Adgra2	5517	4150
H3c15	649	19
Pip4k2b	5053	2747
Adgrv1	19328	18
Slc13a3	3224	856
Pawr	1828	3300
Psg20	1428	0
Ceacam3	4037	0
Psg25	3067	0
Psg28	1963	0
Psg29	5441	0
Plcz1	2182	0
Vsx1	3568	0
Afg3l1	4268	5522
Pcdha1	5248	0
Tsga13	1141	0
Defb6	323	0
Prelp	3602	2006
Baz2a	8369	8783
Iltifb	1110	0
Calcb	962	10
Alpk3	6369	847
Pnpla3	4649	94
Tgs1	4327	1868
Olfr73	942	0
Olfr74	957	0
Acsm1	2052	1756
Necab2	1971	14
Steap4	3140	3230
2310034C09Rik	943	0
Recql4	3922	534
Klf16	2652	1290
Btnl2	2563	16
Cttnbp2	5980	73
Elmo1	5877	1375
Igsf8	2280	4065
Lpo	2927	0
Fezf2	2304	0
Rdh1	3890	9
Tssk3	1034	0
Asb7	5055	1066
B3galt6	3213	558
Helb	4532	1587
Srgap3	8886	1084
Gjc3	4111	51
Synpo2	7116	557
Gjc2	2254	52
Mrps6	780	1274
Muc4	11276	693
Bsnd	2714	0
Strc	5757	26
Zfp358	1999	3533
Hnmt	1638	208
Pofut1	5603	3469
Ppp1r3a	7120	1172
Kcnn3	7617	118
Atp6v0a4	3285	219
Smc1b	4040	8
Itpr3	8990	31191
Plpp3	3162	5413
Tm9sf2	3062	11946
Snx4	2442	6876
Itprid2	5093	6211
Sh3bgrl3	687	5204
Ube2n	3851	3366
Acss1	3594	2368
Aco2	2768	25906
Eif3h	1228	22912
Nme5	845	33
Mvp	2810	14761
Baalc	2315	64
Bhlhe23	2520	0
Caskin2	4722	2376
Bmp2k	6568	2390
Rem2	1887	296
Il25	1063	0
Setd7	7356	8204
Lnx2	4543	2967
Mydgf	913	4065
Socs4	6886	2794
Ftcd	2710	5858
Asb15	4268	427
Wdr5	2903	4587
Nek8	2800	1871
Pask	5119	654
Slc7a12	1729	0
Zcchc14	6476	8294
Vps4a	2136	4271
Pcdh18	5168	264
Colec12	3322	2890
Elovl6	5949	2450
Slc2a10	3434	142
Bbox1	1628	342
Gpha2	588	11
Recql5	3986	1380
Grin3b	3274	164
Nphs2	3124	0
Cntnap4	4850	109
Snx18	4447	4216
Krtap6-5	611	0
Krtap19-3	526	0
Nxph3	2093	36
Card10	4728	6036
Cdk9	3389	6087
Olfr138	939	0
Nobox	1893	0
Krtap19-2	605	0
Krtap19-4	304	0
Krtap19-1	493	0
Cdhr1	4340	36
Otud7a	3461	8
Cyp4f13	1711	2239
Card14	4210	238
Anp32b	1691	10875
Rtn4ip1	2982	424
Scrt1	4010	6
Cd209c	1550	14
Cd209d	863	40
Cd209e	1771	25
Parvb	3705	4025
Cacng6	1510	35
Slc5a4a	2055	0
Rogdi	1392	1002
Gask1b	6627	691
Cacng7	2342	160
Cacng8	2116	7
Eps8l2	3065	7237
Npffr2	1643	2
Pygl	2821	3858
Scn4a	6598	235
Trhr2	2101	8
Zscan5b	1969	0
Arr3	1359	0
Kcnh7	3798	0
Pilrb1	1020	614
Sertad3	1257	746
Zfp704	13844	1462
Adgrl4	4106	1210
Rac3	1078	295
Atp13a1	3914	11371
Acbd3	3471	3941
Pdzd3	2181	31
Nup155	6404	5646
Zfp87	2709	633
Ripply3	1529	720
Rfxap	2162	1490
Khdrbs2	2274	0
Apcdd1	3418	650
Cd209a	1484	44
Crb1	4702	26
Ms4a3	1009	12
Slc5a2	2270	0
Gsx2	1665	0
Asb6	2113	2622
Prss8	1860	583
Tm9sf3	6144	27501
Oosp1	873	8
Sumo2	998	1094
Krt75	3268	0
Zfp617	2948	868
Krtap19-9b	461	0
Acaca	9032	3774
Erdr1	777	1610
Myoz3	3397	2
Prima1	905	4
Dnah5	15616	2
Ppp1r14c	2524	444
Edaradd	8103	22
Mat1a	3486	79743
Cd81	1518	16235
Cyp2a12	1664	5071
Ercc3	2681	4916
Ces1e	2073	79
Ier3	1090	8203
Lad1	2992	8294
Ndufv1	1608	13393
Slc25a3	1520	34075
Sult1a1	1275	6937
Tor1b	2997	3420
Arhgef5	5407	15831
Osgep	1608	1528
Sac3d1	1374	1339
Tspan1	1971	234
Rab31	3476	11254
Qprt	1197	864
Rbm42	1701	4975
Hrnr	10658	0
Btbd10	2563	1362
Prpf6	3055	7654
Sec22a	3992	1488
Pycr2	1599	2436
Tmem97	1333	2094
Ctdspl	4627	3358
Spata4	1057	0
Klk10	1354	8
Smap2	2905	3094
Tmem30a	3660	6688
Metrn	1363	1609
Abhd17c	2238	2989
Bloc1s4	1306	1316
St13	1622	12433
Kptn	1649	677
Krt25	1989	0
Prss22	1324	880
Clmp	4147	531
Ptcd1	3219	1461
Lancl2	3657	1080
Antxr2	3806	10080
Tmem123	2986	4673
Prmt3	2495	1809
Lypd3	1629	5
Calhm2	2049	150
Emc7	1072	4154
Gpn1	3144	2240
Pgs1	2298	3848
Dcp1a	5616	2324
Ncapg2	6571	2377
Dnttip1	1244	2448
Fbxo31	4355	6170
Asl	1824	10684
Coq8b	2190	1889
Memo1	1499	3350
Adgrf1	3504	134
Ube2s	988	1841
Fam131a	2271	182
Tpr	7550	17541
Ptges2	1952	1556
Nmd3	1738	3187
Icmt	5392	4915
Wwc2	6548	11947
Qars	2501	8821
Ttc1	1467	2275
Exd2	3323	1217
Nol12	1993	2211
Gtf2f1	1720	5803
Cops8	1843	3772
Lrrc59	2834	15746
Kmo	2498	1182
Stk17b	3278	2962
Lbr	3552	5421
Sh3bp4	5014	5232
AI597479	3457	1433
Ppp1r15b	5588	7992
Phlpp1	6104	2460
Nop53	1557	8911
Rdh10	2295	6849
Ehd4	3387	15725
Clp1	1849	1122
Tm9sf4	3895	7068
Hrh3	2625	0
Snapin	1916	4353
Usp53	4014	2975
Mindy1	2834	11480
Olfml3	1736	3105
Eps8l3	2270	1808
Adprhl2	1368	1775
Stx12	2320	4296
Smpdl3b	1925	1011
Bsdc1	2659	3105
Lao1	1958	10
Oas1d	1734	0
Ugt2b38	1893	0
Slc15a4	2706	2825
Lrrc8c	2829	5451
N4bp2l1	1906	477
Psph	1537	1420
Spon2	2237	529
Acacb	8485	2995
Ube3c	5033	6816
Adgra3	4475	3985
Chpf2	5371	5697
Eif3b	2966	30082
Mlxip	8074	7165
Emilin1	3464	3465
Snx21	1520	1407
Rbm28	4186	4176
Camk1	1434	3229
Itfg2	2299	1681
Chchd4	1245	845
Creld1	2250	2015
Pot1a	2938	892
Rpn1	3642	17368
Isy1	1619	2461
Brk1	1095	5867
Lsm8	750	2135
Fbxl14	4219	3030
Vrk3	1752	1959
Nlrp6	4436	2161
Numa1	7153	12099
Ptov1	1764	5153
Kdelr1	1525	6866
Unc45a	3263	4239
Sf3b3	4299	15605
Usb1	1764	2029
Rhou	3367	5822
Dohh	1438	1769
Zdhhc7	2854	2909
Snapc2	1514	1218
Cyp4v3	2898	2419
Armc6	2198	873
Cdcp1	3849	1577
Trip12	9632	15955
Imp3	899	2728
Trf	2332	409658
Slc22a13	2004	5
Alg9	2778	1573
Rpp25	1346	416
Cd276	3185	4931
Hemk1	2194	496
Il13ra1	3716	4157
Pwp1	2579	2674
Upb1	3042	2282
Apon	1618	2729
Apof	2327	2022
Fam207a	2428	2650
Fig4	3263	1520
Traf3ip2	2867	791
Zc3h10	2096	1133
Enpp3	2815	701
Cisd1	965	2781
Ncln	2879	8808
Nup107	3092	2683
Psme4	6442	7425
Tmed4	1625	5024
Pnpo	2036	2493
6330403K07Rik	1598	22
Tbc1d10a	1913	1273
Tubg1	1627	2323
Tubg2	1777	82
Nt5m	1306	740
Hoxb2	1629	33
Ccdc117	3401	1316
Ddx1	2469	10268
Tedc1	3355	1632
Adi1	1675	6067
Sptssa	1363	4079
Pelo	1572	1327
Ddx41	2205	5752
Epdr1	2387	2271
Slf1	3742	926
Akr1c14	2445	1101
Chmp7	2706	3744
Dnajc9	1631	1242
Farp1	4857	12905
Ppif	1547	1131
Kdelr3	1414	1496
Topors	3842	2961
Fbxo4	3446	1382
Mfsd5	1742	3346
Psmd2	3053	25446
Pla1a	1974	2648
0610012G03Rik	1456	2732
Gpsm3	1343	361
Pkdcc	2454	1470
Nrm	1464	1067
Scaf8	4873	6250
Ift140	5804	1472
Abhd3	1887	254
Smim3	1986	2166
Hmgxb3	5199	2939
Lars	3911	9369
Wdr74	1204	2896
Ciapin1	4327	4864
Tmem109	1929	5244
Carns1	3968	406
Otub1	1677	8375
Yars	2404	3292
Atp6v1b1	1972	0
Cd300c2	1139	529
Il17rc	2369	2480
Mcoln3	1712	0
Syt12	3277	1008
Vmn1r37	909	0
Vmn1r36	918	0
Vmn1r35	891	0
Vmn1r38	909	0
Vmn1r33	918	0
Vmn1r32	2442	4
Vmn1r17	912	0
Vmn1r26	1020	0
Vmn1r24	891	0
Vmn1r5	1086	0
Vmn1r6	912	0
Vmn1r4	894	0
Vmn1r30	909	0
Vmn1r22	909	0
Vmn1r23	909	0
Vmn1r28	909	0
Vmn1r18	900	0
Vmn1r19	927	0
Vmn1r21	894	0
Vmn1r16	912	0
Vmn1r9	1051	0
Vmn1r8	1213	0
Acot2	2198	788
Galnt10	4701	4172
Vmn1r229	921	0
Vmn1r226	897	0
Vmn1r228	1443	0
Vmn1r232	1159	0
Vmn1r225	897	0
Vmn1r227	921	0
Vmn1r231	936	0
Vmn1r230	951	0
Vmn1r234	990	0
Vmn1r235	1781	0
Vmn1r237	870	0
Vmn1r236	1121	0
Vmn1r233	960	0
Vmn1r73	912	0
Vmn1r80	927	0
Vmn1r76	975	0
Vmn1r74	915	0
Vmn1r75	918	0
Vmn1r78	942	0
Vmn1r83	921	0
Vmn1r81	921	0
Vmn1r-ps103	972	0
Vmn1r200	939	0
Vmn1r199	1104	0
Vmn1r214	1104	0
Vmn1r213	1155	0
Vmn1r206	939	0
Vmn1r205	951	0
Vmn1r208	927	0
Vmn1r215	903	0
Vmn1r198	903	0
Vmn1r201	903	0
Vmn1r218	897	0
Vmn1r195	1088	0
Vmn1r202	909	0
Vmn1r193	960	0
Vmn1r89	951	0
Vmn1r87	888	0
Vmn1r70	897	0
Vmn1r67	999	2
Vmn1r66	1524	0
Vmn1r185	960	0
Vmn1r84	957	0
Vmn1r82	915	0
Vmn1r210	921	0
Vmn1r203	936	0
Vmn1r220	897	0
Vmn1r219	939	0
Vmn1r217	897	0
Vmn1r222	927	0
Vmn1r212	1074	0
Vmn1r211	897	0
Vmn1r197	897	0
Vmn1r216	897	0
Acot4	2325	458
Havcr2	2724	412
Trpm8	3821	1
Elovl5	2781	6442
Slc26a6	2725	273
Vmn1r27	912	0
Il17rd	8220	608
Gpr37l1	2253	2
Trpm2	7292	374
Tymp	2334	690
Apobr	3599	1400
Exosc5	1110	1299
Fam3c	2739	2700
Ubfd1	4831	3015
Zcchc7	2523	1754
Gfm1	2598	4633
Usp39	2237	3946
Larp7	2121	3167
D6Wsu163e	2238	1148
Gldc	3785	6401
Atp5o	772	10481
Tomm70a	3778	7515
Praf2	1206	2327
Ccdc22	2256	1392
Pim2	2041	348
Fam50a	1383	2720
Txlnb	4457	5855
Cers1	2724	0
Atp12a	3951	0
Sugct	1724	351
Tmc2	3216	1
Mvd	1864	3448
Socs7	7274	2496
Prpf8	7481	25499
Casc3	3742	3091
Pcdha9	5341	0
Pcdha3	5355	0
Pcdha12	5254	0
Sardh	4558	7461
Ufsp2	1638	2062
Eif4a3	1463	6010
Stab1	7995	7084
Stab2	8133	1864
Pkhd1l1	13049	1113
Med9	3013	1314
Shkbp1	2347	1390
Edem1	5858	7787
Ash1l	11270	10235
Lrrc4	3622	5
Rspo1	1834	74
Wfdc12	725	0
Cavin2	3055	12990
Nap1l3	2825	10
Smim11	500	881
Mthfd1	3324	6237
Nop2	2623	5070
Prom2	4266	26
Tmem47	4082	386
Hexim1	3400	2681
Slc25a36	3061	1729
Tmlhe	2257	380
Dbh	2282	4
Pou4f2	3207	0
Pou4f3	1146	0
Cabp7	3028	2
Wdr81	6909	2885
Ttc36	764	3111
Ell2	3649	2729
Abcg4	3626	2
Rassf3	3424	3332
Cspg4	8050	632
Bloc1s5	1757	802
Tnip2	1966	2155
Adgre4	3491	108
Dnajc17	1008	482
Spats2	2058	2346
Slc6a20a	1894	14
Slc39a6	3882	3225
Rab40b	1865	68
Clca3b	3305	96
Spag4	1502	67
Rab40c	2466	1983
Gbgt1	1335	131
Cytip	5735	1250
Dppa3	818	4
Defb9	323	0
Defb7	306	0
Defb11	339	0
Defb15	331	0
Defb13	231	0
Defb35	267	0
Defb10	297	0
Onecut3	4689	1396
Atxn7	6852	2348
Rhbdl3	3767	205
Cog8	2104	1684
Nol6	4483	5244
Pth2r	2414	11
Galnt2	4111	11496
Ece2	3129	9
Braf	9728	2496
Mcfd2	2275	7855
Moxd2	1860	0
Wnt9a	3318	370
Il31ra	3668	14
Mylk	7809	4651
Catsper1	2304	0
Kif18a	3368	589
Car9	1959	3231
Vasn	3189	2852
Otoa	3663	8
Mllt6	7271	7388
Dph1	2103	604
Osbpl2	2807	3568
Arl6ip4	1182	3533
Zfp52	3164	1048
Tbc1d19	2688	1227
Bmerb1	2355	2
Sec14l2	2528	1807
Tbc1d10b	3614	3827
Zfp622	2803	4751
Angel1	3850	419
Tmem214	2832	7054
Pimreg	1466	1163
Cep85	3866	2346
Rnf126	1639	3487
Cabp4	1433	11
Cpa5	2187	1
Babam2	1460	3163
2210407C18Rik	879	373
Eif3j1	2413	0
Zfp119a	2041	342
Il23r	2488	0
Trib1	4026	3831
Spice1	4342	573
Trib2	4198	1334
Stxbp6	4325	1877
Dlgap5	2964	1589
Lgi4	3444	184
Myrip	4762	397
Fcgr4	1250	1043
Crygb	633	0
Wt1	3092	709
Acat1	3373	9087
Slc22a19	1983	0
Hectd1	8988	21290
Slc25a38	1783	1143
Tmem63a	3239	8698
Metrnl	2468	1334
Lmcd1	1728	1442
Tmem143	2169	842
Hnrnpll	3133	5170
Chrna2	3527	33
Depdc7	1778	3744
Klhdc8a	4269	290
Cbx7	2893	3767
Tnrc6b	17528	5354
Slc24a1	5226	12
Hdhd5	1908	659
Rhbdl1	1543	206
Camk1g	2453	16
Ncaph	2694	2112
Ccdc92	2256	527
Mfsd4b1	2679	230
Utp6	3871	3457
Spata20	2589	43
Aarsd1	1333	1699
Dhx8	4318	2958
Heatr1	6776	4061
Ice1	7675	6881
Mtmr6	3837	5278
Pcca	2752	1893
Ugt3a2	2196	1398
Eppk1	12325	1899
Cyyr1	2034	281
Map3k7cl	1652	26
Slc22a7	2007	13
Etf1	3705	14740
Prelid3a	2167	135
Pcnx3	7264	8012
Uhrf2	3538	6157
Cox15	4798	3467
Rab29	1191	420
Eef1aknmt	2790	1006
Fmo4	1787	217
Vash2	4190	1213
Ppp2r5a	3082	6115
Hhat	2835	234
Tor1a	1452	2518
BC005624	1328	2732
Exosc2	1689	1537
Zdhhc5	4740	9094
Bpifb5	1637	2
Gdap1l1	2580	4
Ncoa5	3091	3094
Gatb	2307	1217
Naxe	905	3676
Msto1	1825	2960
Atp1a1	3702	112377
Aldob	2018	24581
Ptbp3	6889	12146
Sesn2	2655	1099
Mepce	3166	2867
Daglb	3242	1337
Tmem150a	1510	4065
Smyd5	2493	2556
Hdac11	2494	1675
Plekha5	5133	3469
Tnrc6a	8479	10937
Ces1f	1915	98
Nae1	1808	3011
Acsf3	2232	1332
Mbd3l2	2155	2
Tmem45b	1575	584
Frs3	2135	177
Cd207	1530	12
Prokr2	4533	246
Nkx6-1	1795	25
Hip1r	4392	14025
H3c8	492	59
Ucn2	1002	6
Zfp979	2561	132
Ugt1a6a	3302	930
Pex16	1608	1574
Chil4	1510	1290
Mgat5	3104	1262
Chrna3	4352	0
Lpcat3	2502	6136
Mchr1	2189	82
Spsb4	2232	110
Myocd	5117	278
Mgl2	1550	862
Nek9	5386	13470
Eif3l	1893	12647
Aif1l	2953	1070
Pomt1	2869	1668
Afm	2022	436
Gtpbp6	1615	1434
Crebzf	5263	4459
Lrrc3	4295	740
Oas1f	1480	0
Angptl6	1564	129
Wasf3	2685	10
Defb19	394	0
Oas1a	1888	160
Diras1	2920	6
Galnt17	4196	200
Lgi3	3181	34
Appl2	2945	8072
Appl1	6961	2674
B3gnt7	2595	180
Alms1	9984	607
Oas3	4718	161
AY074887	698	7
Yipf3	2035	5899
Nsun2	4279	15075
Ubald1	1386	2353
Idi1	2867	74
Alg1	1759	1703
Tspan10	2064	8
Akr1d1	2699	833
Wfdc5	2324	4
Eif2b1	2012	3683
Sectm1a	1615	4
Mios	3704	1954
Trim41	3470	2945
Pla2g4b	3858	10
Mrgprf	2006	154
Eif3m	1229	8231
Lactb2	1887	2025
Fam193b	4341	5374
Rho	4463	2
Slc66a1	2253	1069
Pgghg	3171	1287
BC016579	2192	112
Tapbpl	2073	1079
Bag2	1815	1677
Ythdf2	4078	3093
Slc44a3	2560	2547
Tbl3	2515	3956
Scgn	1411	0
Tmem51	1874	1376
Prmt7	2254	4240
Ubl4a	2317	1285
Chtf18	3106	1027
Fam20b	4238	4450
Kri1	2598	1630
Hkdc1	3483	2439
Ube2d1	1431	1664
Abhd17a	1473	6339
Rtcb	1979	10644
Slc5a8	5331	0
Rdh16f2	1265	1688
Mfap3	4864	2603
Nle1	1767	1219
Heatr6	5673	2142
Mrm1	2477	817
Nr1d1	2765	3294
Cd300ld	2437	518
Tmc6	3171	5238
Uts2r	1703	0
Ubxn2a	4762	5447
Mbip	1508	1871
L2hgdh	3338	2249
Eif2b2	1605	4663
Flvcr2	3435	333
Ifi27l2b	1093	412
Clba1	1915	1037
Gpx6	1262	0
Rasa1	5101	5092
Zcchc9	1532	1571
Zswim6	5454	1825
Zfp503	4213	1282
Oxnad1	2062	1082
Haus4	1587	1204
Shisa2	3146	314
Stk24	2574	8605
Ggact	1079	1845
Itgbl1	2357	316
Nipal2	3825	151
C030006K11Rik	1821	831
Csdc2	2490	516
Cyp2d34	1622	8
Cerk	4546	2352
Pim3	2419	15739
Rfc4	1216	820
Setd4	1825	444
Zfp160	3795	924
Pex6	3372	3120
AI661453	5032	4821
Rhoq	4122	2697
Cplx4	1756	0
Me2	7631	4150
Tkfc	2256	6453
Nmrk1	1630	512
Cyp2c70	1709	2145
Ubtd1	1527	1351
Pi4k2a	3771	5591
Fam160b1	5630	6017
Dars	2509	5042
Dyrk3	2072	514
Rabif	1985	1941
Sft2d2	5698	9197
Wdr26	7047	14092
Ormdl1	1846	961
Farp2	3912	648
Gca	3288	606
P2rx3	4190	41
Rhov	1657	70
Spg11	7665	4454
Mall	1967	1031
Sdcbp2	1398	4895
Edem2	2294	4177
Tmem189	1700	5841
Tm4sf4	1398	11507
Ints3	4460	4807
Rap1a	2459	4920
Gtf2b	1252	2454
Efcab7	1879	261
Slc5a9	4360	32
Gnl2	2350	4475
Ldlrap1	2671	4807
9430015G10Rik	2660	1005
Tmprss11d	2046	0
Parm1	2085	8104
Sds	1164	4997
Hibadh	1734	4586
Eva1a	1768	593
Mob1a	1562	3594
Gys2	2657	843
Mrps35	1067	2466
Zfp772	2772	314
Mypop	2175	266
Igflr1	1186	375
Ctu1	2459	624
Spon1	6166	5041
Thumpd1	2892	2676
Tmem159	1411	596
Kif22	2064	1898
Prr14	2278	2931
Dkk4	1314	0
Fgl1	1120	18289
Cbr4	1115	915
Nxnl1	2778	0
Ces2c	1969	210
Klhdc4	2083	2221
Chmp1a	2171	10357
Map3k21	5692	340
Msantd4	2830	2545
Ppan	1671	3301
Kank2	4853	5469
Zfp810	3238	982
Dlat	4035	4393
Etfa	1464	8961
Herc1	15229	5760
Ice2	4029	799
Rrp9	1537	2233
Camkv	3031	0
Zfp65	3960	453
Zfp709	3975	292
Eif4b	3854	45519
Pdk3	2055	558
Adig	632	6
Il27	1103	4
Alox12e	2323	4
Ppp1r42	1442	12
Ackr4	2109	93
Tinf2	1739	1027
Nup43	1290	697
Obox3	1603	0
Obox2	1327	0
Obox5	1312	0
Obox6	1336	0
Mtnr1b	1244	0
H1f3	776	138
Gdf10	3741	222
Adam34	2507	0
Odf4	1110	6
Veph1	6431	153
Cd3eap	2246	1357
Ranbp10	5166	4409
Cetn4	1059	170
Xylt2	3424	1773
Nags	2115	1274
Dmrt2	2337	8
Slc35c1	3254	3787
Lin28a	3480	0
Il17c	719	41
Lctl	2171	2
Irf2bpl	4112	8061
Il17d	1222	81
St8sia6	3159	102
Rasgef1b	2996	4368
Rgs9bp	6587	32
Sgcz	2389	0
Vmn1r69	1732	0
Vmn1r72	921	0
Vmn1r189	939	0
Vmn1r192	903	0
Vmn1r85	927	0
Vmn1r71	2037	0
Vmn1r191	897	0
Vmn1r188	927	0
Cables2	2945	2230
Ropn1l	910	112
Tpcn1	4648	7493
Il17f	1178	0
Nod2	4621	110
Evc2	4111	645
Olah	1508	0
Rell1	3240	4045
Pttg1ip	2359	24525
Mgat4b	2429	7637
Fntb	2560	883
Gga1	3034	5993
AW549877	5078	5381
Zc3h7a	3823	7255
Slc51a	1544	20
Stap2	2444	2653
Glyat	1310	508
Sumf1	2601	3281
Rpp40	2736	344
Wipi1	1817	4007
Sde2	3190	2786
Ccdc25	2227	2461
Fanci	4619	331
Slc26a7	2371	0
Ido2	3014	383
Cth	1801	2294
Aldh16a1	2572	3643
Mcmbp	4153	4586
Fam91a1	5621	15686
Mtrf1	1862	334
Pank3	7365	5247
Kcnj14	2639	58
