Geneid	Length	genome_mapping/High_6556c4.rep7.RNAseq.mm10.sorted.bam
Cuta	824	1432
Rpp21	500	519
Lsm3	631	655
Mrpl18	959	1557
1700011L22Rik	978	0
Aldh3b1	1894	1812
Prss37	1049	0
Hypk	604	2274
Fam174a	2107	1036
Tmem179b	848	626
Pcnx4	4420	708
Reg4	1021	0
Polr2g	868	1669
Slc25a37	4162	2479
Lipf	1353	0
Lce1h	706	96
2310057J18Rik	1319	380
Actl11	3993	0
Pop1	3393	649
Stx17	5776	1137
Dph2	2526	450
Mansc1	2376	419
Fbxo32	6936	2140
Iah1	926	1229
Ttc39d	2023	0
Slc48a1	2526	3033
Ribc2	2396	0
Mgarp	1429	104
4930578I06Rik	1033	0
Ddx47	1764	2652
Plgrkt	843	709
Prpsap1	1868	2365
Caap1	2109	330
Arpc5	1897	7792
Cdk2ap2	911	3272
Ilf2	1973	2579
Ahctf1	8831	4418
Plxnd1	6907	4849
Sfr1	1583	4673
Dalrd3	1737	1100
Snrnp48	1789	905
Pnrc2	1907	2300
Dgat2	2251	3101
Pllp	1889	1677
Tprgl	1786	3341
Poldip2	1951	2667
Tmem70	1732	984
Lce1f	717	2
Brix1	2654	1461
Pop5	989	994
Wdr83	1238	950
Mrpl57	2321	941
Nop9	3828	1396
Rab32	2054	815
Rnf115	2265	1707
Cdca5	1906	485
Mtres1	924	464
Knstrn	3118	1276
Asprv1	1531	74
Cysrt1	781	6
Yipf4	2133	1723
Rgs10	875	423
Cela3b	897	6
Mrrf	2250	941
Mri1	2149	1490
Tpbpb	710	0
Cfap410	1696	908
Saraf	1883	6625
Tmem100	1764	194
Ufm1	4867	2265
Tmem86a	1791	932
Ppa1	1292	3941
Ccdc80	3690	4215
Pef1	1551	2204
Cmc1	1183	378
Mtfp1	1396	156
Cs	2936	10437
Sumf2	2161	964
Ppm1m	2070	819
Galntl5	1599	0
Coq9	1697	2465
Mak16	1857	1210
Fam32a	3165	4474
Abca14	5384	2
Serpini2	1424	0
Wdr55	1525	1083
Atp5g2	647	2595
Tex13a	1323	0
Nifk	1894	1408
Tubb6	1744	7417
Sugt1	3024	2182
Zcchc10	1257	371
Ooep	1207	0
Tppp3	1024	266
Mphosph10	2202	877
Ccny	5761	4079
Tctn2	2733	878
Atad1	2813	3846
Mrpl19	5000	1167
Ssxb1	875	0
Grhl2	4946	70
Srsf6	3546	7422
Ddx59	2228	437
Cfap298	1163	1059
Sdhaf4	667	335
Coq5	2001	1397
Bambi	5040	111
Snrpg	393	1202
Zwilch	2784	320
Trap1	2452	4537
Cavin4	2044	440
Mrm2	1443	258
Bphl	1209	921
Pdf	1536	991
Cdc42ep3	2267	371
Pclaf	2387	451
Tmem178	1696	12
Emc4	975	1517
Fam122a	1696	910
Zfp706	4417	6180
Eef1akmt1	852	401
Rtraf	1510	2638
2700062C07Rik	1032	330
Mpnd	1694	2799
Rps13	582	8848
Ubxn2b	4735	181
Serpina12	3690	44
Ddx56	3287	2032
Chd1l	2989	1254
Slc25a39	1667	7577
Mrnip	1140	109
Psmd8	1513	8039
Lurap1	1427	28
Pak1ip1	1753	2900
Dcakd	1714	1237
Yif1a	1493	1587
Ncbp2	2037	991
Txndc17	1446	2457
Cdca8	1626	839
Cntd1	2228	23
Atg101	1230	1240
Yeats4	1408	991
Lhfpl5	1247	0
Gcsh	1247	2561
Upf3b	2344	1136
Ino80	6353	2396
Arl13b	3540	833
Gar1	1271	1300
D10Wsu102e	3509	1704
Washc2	4297	5596
Stx19	1188	2
Mrpl24	949	1270
Pate6	1334	0
Rpl39l	805	30
4930591A17Rik	735	0
Inka1	1061	56
Ebpl	2077	640
C2cd6	7528	0
Hyi	927	865
Denr	2236	2472
Fam135a	6467	1610
Leprotl1	2585	2463
Ndufb4	454	286
Rnaset2b	1013	53
Urm1	2143	1591
Rnaseh2c	646	844
Tmbim4	808	2449
Coa3	718	999
Gsto2	1394	59
Fam98b	1861	1450
Nudt21	1111	878
Fam166a	1126	5
Efcab2	3665	369
H2al2a	542	0
Gtsf1l	880	0
Rpa3	638	553
A930018P22Rik	819	0
Babam1	1592	2519
Ggct	1362	311
Art4	2384	68
Ift80	4090	574
Trmt12	4133	304
Agpat4	1910	1389
Zdhhc21	8763	1413
Dnaaf1	2821	6
Toe1	2008	813
2310057M21Rik	5308	271
Mto1	2364	637
Fam114a1	2949	1807
Lypd2	492	4
Aph1c	5185	185
Nudt22	999	420
Blvra	1170	957
Golt1a	1842	181
Ndufb10	676	3258
Tmem174	2252	0
Mettl26	811	942
Ndufs3	949	2374
Mul1	3732	1287
Aspdh	966	159
Gabarapl2	980	1479
Etfb	904	3749
0610030E20Rik	4634	1449
Rab14	3081	7221
Ndufa8	795	2634
Zfp414	1207	678
Mogat1	1206	2
Sycn	557	0
Ankrd13d	2141	236
Dusp23	1417	196
Ppp1r14a	531	54
Mrpl14	618	990
Tmem126b	858	195
Mob1b	3171	1203
Phf5a	1648	1318
Card19	804	3466
Slc46a1	1974	298
Zfp579	2159	549
Ndufaf4	3632	482
Tspan11	4209	338
Mrpl53	620	824
Ints1	7113	5165
Ciao2b	680	1007
Mrpl13	786	1443
Trir	1013	4856
Col6a4	7439	30
Dpm3	497	833
Mrps18a	864	1385
Cdc42ep2	1491	1751
Lamtor5	883	1350
Tmed10	3526	7895
Mocos	2884	995
Syf2	1276	1986
Ube2c	931	1888
Eola1	1057	538
Mthfd2l	2245	532
Cfap57	4010	2
Fbxw9	1842	1797
Agpat5	3829	1629
Myct1	2779	102
Ss18l2	517	429
Tm2d3	1003	858
Smyd2	1608	2517
Klk5	1239	0
Krtap4-2	971	0
Fitm1	912	98
Lce1e	712	1
Hddc3	860	151
Ppp1r27	775	12
Upk1a	1308	62
Gtf2f2	1467	669
Rabl2	1646	260
Cilp2	4022	20
Dhrs1	1471	1949
Lurap1l	1699	4045
Lce1b	647	0
Arl8a	1702	2740
Dus1l	1909	1560
Mrps18c	502	865
Mybphl	1276	41
Krtap4-6	918	2
Ms4a6d	1371	985
Pdgfrl	1533	523
Prr32	1109	0
Ubqln1	3686	5062
Cmc2	1440	438
Ppil1	1215	1419
Pdcl3	1706	1941
Mrpl52	412	1532
Gkn3	793	648
Ubac2	2154	1618
Cd177	2714	256
Rasl11a	1126	146
Hint2	591	615
Ubap2	4369	4003
Ptcd2	1675	1077
Rasl11b	1768	903
Chmp2b	1907	2836
Pink1	2366	6055
Fam216a	1362	820
Srrm4	7475	249
Ngdn	1200	1124
Cdan1	6384	1047
Eif1b	917	988
Dcaf12	3454	2155
Tamm41	1166	671
Ssu72	1451	2101
Zfp580	1102	96
Cts3	1442	0
Sectm1b	2322	16
Thap7	1164	589
Spcs1	1006	2572
Snx15	1591	1071
Smdt1	585	2467
Zg16	682	6
Isca1	1915	1848
Atp2c2	3223	652
Ovol2	1533	22
Pnlip	1498	0
Chac1	1570	340
Tcim	1775	1893
Ebna1bp2	2960	2676
Triap1	1066	824
Zc3h15	1962	3307
Sult1c2	1465	679
Oxa1l	2534	2665
Tmem160	815	864
Stoml1	2268	927
Snrpd2	488	1919
Alkbh3	1231	848
Adh6a	1341	0
Eci3	1346	8
Tusc1	1364	164
Vstm5	1988	661
Cd209f	1109	69
Slirp	419	402
Gsdmd	1776	3699
2200002J24Rik	610	28
Ccdc124	911	2366
Comtd1	2241	156
Rhebl1	1213	205
Manbal	1107	1372
Bola1	729	569
Fcmr	1491	20
C1qtnf2	1211	55
Tmem256	431	992
Erp27	953	28
Kmt2e	7227	4603
Mcemp1	1132	363
Dhx16	3390	2695
Ptms	1155	16272
Dnajc24	1198	413
Ddah1	3747	1697
Cryzl1	1792	1030
Snx6	1879	3650
Zfp688	1016	235
Gtpbp4	2565	2578
Pdzph1	4174	0
Zfp397	5486	1349
Kctd5	2457	2606
Rfc3	1215	780
Krt5	2205	4
Rps27	575	105
3300002I08Rik	648	40
Glipr1l1	896	0
Odf3	924	1
Cmtm2a	1084	0
Cst13	765	0
Lrrc46	1298	23
Asb9	1128	0
Dcps	1194	1061
Efcab9	767	0
Pacrg	1355	56
Izumo3	1263	0
1700001L19Rik	1808	2
Hmgb4	684	0
Fam24b	676	10
1700007K13Rik	804	2
Lelp1	870	0
Pfdn5	678	3209
Ccdc54	1296	0
1700008P02Rik	788	0
1700008O03Rik	911	2
Smim23	606	0
Cst12	537	0
Spaca4	710	40
1700012P22Rik	972	2
Ms4a20	1194	0
Smco2	1268	0
Btbd9	6857	1544
1700013G24Rik	1036	0
H2bl1	476	6
Tmem89	538	0
H2bfm	1049	0
1700018F24Rik	1119	0
Plac8l1	763	4
Ssmem1	1597	0
1700016C15Rik	749	306
Dennd6b	4611	867
Prss56	2179	2
Clic3	799	1231
Krtap4-13	819	0
Bap1	3406	3149
2300009A05Rik	598	260
Ndufaf5	2732	212
Dydc1	995	0
Klk12	930	0
Esam	1865	1317
2310002L09Rik	2158	127
Krtap26-1	973	0
Avpi1	976	2279
Ten1	902	390
Lyg1	798	0
Capns2	1015	6
Wdr5b	1785	124
Nkpd1	2753	6
Klhdc2	1946	2830
Nmrk2	1840	117
Mfsd3	2169	281
Hjv	2021	377
Gpx8	1016	823
Odam	2024	0
Afg3l2	3114	5768
Mtfmt	2042	368
Sec24d	3857	4472
Ovca2	2642	226
Lce1d	678	0
Khnyn	5962	2558
Enho	1247	208
Cd164l2	986	10
Tmbim1	2309	6611
2310061N02Rik	792	0
Ddx51	4846	1691
Krtap1-5	1040	18
Ccdc115	1705	1021
Il1f8	790	0
Hddc2	718	549
2310057N15Rik	1026	0
2310079G19Rik	879	0
Col22a1	6128	0
Tecr	1174	7805
Trip13	2267	770
Def6	2277	412
Smyd3	6878	479
Gemin7	763	1004
Nup37	1369	545
Ttl	4562	765
Dph5	1567	526
Tm2d2	1281	2851
Pold4	967	397
Zswim7	752	174
Zfp511	1100	433
Leng1	2213	534
Mrpl12	981	2510
Tnfaip8l2	1116	257
Fam174c	651	201
Ms4a6b	1687	435
Ceacam13	1085	0
Anxa13	1238	2694
Med30	871	798
Tmem147	868	1873
Cdc42ep1	2542	3751
Prss32	1460	4
Mzb1	906	42
Glod5	672	70
Polr2f	569	2400
Eif1ad	2469	1580
2010003K11Rik	1167	78
Ttc39b	8764	3061
1810065E05Rik	925	0
Ndufa11	2661	1660
Snrpf	813	210
Coa7	2876	367
Rnf157	4655	407
Polr2i	690	551
Taf1d	1699	1539
Cenps	930	85
Trmt10b	2023	340
Scrn1	1777	285
Dnaaf2	3390	555
Rpp25l	839	389
Spaca9	671	28
Manba	3674	2606
Tspo2	935	4
Cmtm8	1064	445
Prpf4	5237	1059
Ccdc89	2353	6
Sdr9c7	2849	15
Ctag2	857	0
H1f7	1326	0
Zdhhc25	1368	0
Lysmd2	1200	276
Ube2q1	3081	3383
Ifi35	1360	602
Sfxn1	2810	4926
Nbdy	856	467
Rpf1	2612	1231
Mettl7a1	1883	2979
2210016F16Rik	2822	1245
Lipn	1502	0
Fam162a	681	2371
Cd209g	1085	23
Ctsll3	1332	0
Taco1	1774	485
Gorasp2	2484	6483
Poc1a	1707	251
Rnf168	4465	1375
Ufsp1	996	114
Psmd1	3256	7375
Chp2	1171	55
Ly6g6e	1137	0
Afap1	6617	2345
Gcc2	6511	2263
Fuz	1698	279
Cactin	2724	2275
Iyd	1547	244
Ube2cbp	1828	186
Basp1	1855	6190
Isl2	1851	2
Steap1	1216	1000
Fndc5	2763	388
Psg21	2159	0
Spdl1	2510	354
Ttc9c	3470	1470
Lrrc28	4261	322
Calml3	1426	0
Arpin	2184	1545
Polr3b	4969	1486
Rufy2	7374	808
Draxin	5200	132
Taf15	2052	2651
Mpc2	806	1367
Wdr77	3553	3350
Atad2	5683	1310
Mipep	3581	817
Pnma1	2359	20
Atp6ap2	2368	4025
Eef2kmt	2140	682
Lca5	4782	142
Glipr2	2019	649
Lrfn2	3001	0
Chrnb3	4589	0
Tmem242	971	1472
Slc25a33	1877	489
Wars2	4388	643
Cpm	5195	223
Pak4	2898	2131
5730455P16Rik	4536	954
Ecd	3125	1567
Zfp398	3478	372
Fam241a	1603	660
Med26	3039	674
Dcp2	8643	1758
Naa30	4429	793
Actr8	2121	1500
Zcchc8	4286	1718
Sik3	6287	3163
3830403N18Rik	1020	6
Hrct1	913	384
3830417A13Rik	1649	0
Nup205	6228	3444
Pvr	2888	2165
Gpr137c	2444	11
6330409D20Rik	1118	7
Ppp2r2b	2857	127
Cwf19l2	3953	881
Prdm5	2795	95
Serpinb7	1887	4
Klhl30	3020	333
Usp38	4685	1705
Cep192	8093	2033
Pgrmc2	3007	3264
Cfap43	5947	18
Arrdc2	2346	1033
Krt34	1608	0
4921507P07Rik	2334	133
Krtap31-1	971	0
Ldhd	2895	3821
Slc22a16	2243	0
Krt28	1489	0
Lrrc63	2519	0
Spata16	2103	0
Ak6	990	407
Fam71d	1778	0
Lpcat2b	2782	6
4921504E06Rik	2004	0
Tex47	1046	0
Speer4f1	1232	0
Wdr20rt	2228	0
Ccdc178	3335	0
Tex19.2	2046	0
Psd3	11804	1710
Pgm2l1	8626	466
Ccdc105	1718	0
Cabs1	1490	0
Fancd2os	1358	1
Ubqln5	1911	0
Potegl	1842	0
Spef1	2264	386
Naa40	3275	1252
Prss41	1112	28
Speer3	1191	18
Tmem30c	1382	2
Selenoi	6806	5718
Zbtb46	3334	162
Tekt3	1739	0
Hsfy2	1401	0
Rimklb	4017	2
Adam30	3536	2
4933412E24Rik	1753	0
Gpr39	2689	853
Tex52	1092	14
4933416I08Rik	1256	0
Zfp626	5329	352
Zdhhc11	1517	0
Nbas	7240	1412
Nipbl	10762	3992
Fbxo24	2159	91
Iqgap2	5771	4810
Otud1	3549	987
Cage1	2858	70
Dym	2479	1872
Enkur	1199	80
Dmrtc2	1619	0
Spata24	969	127
Poc1b	2924	795
Noxred1	1412	9
Ccdc57	3390	322
Taf3	4805	989
Rnf148	1242	0
Rassf8	5407	3359
Tchhl1	2066	2
5430402E10Rik	798	0
Krtap7-1	621	0
Krtap28-13	992	0
5530400C23Rik	647	0
Fam83c	2335	17
Dhrs2	1273	0
Amtn	1022	0
Ankrd40	3763	2729
Krtap2-4	830	0
Ccdc191	3643	396
Obox1	1217	0
Alpk1	4795	422
Bbs7	2598	261
Vps35l	3577	2612
Cyp2u1	2331	92
Grap	1599	152
Ggt6	1822	207
Fam110c	2670	1110
Izumo4	938	345
Mcm9	4662	388
Sval1	617	0
9130008F23Rik	2159	579
Ceacam20	2895	6
Snx20	1434	160
Arl14	1200	744
Krtap5-2	1474	0
Mettl7b	1227	892
Atraid	971	1848
Atp5h	574	4230
Galnt14	2467	4
Pnpt1	2657	1010
Ubiad1	2981	695
Csnk1d	3749	8144
Syde1	3288	2022
Mus81	2421	569
Dram1	2807	927
Cdc40	3365	1072
Smug1	3611	779
Stk11ip	4458	1446
Lrwd1	2179	1560
Ulk3	2826	1129
Rhpn2	3439	1911
Gtf3c2	4551	4648
Dhdh	2747	599
Cpn2	4582	2300
Selenoo	2428	1014
Vwa8	7195	2493
Amdhd1	2421	853
Raver1	3453	924
Vwce	4543	318
Bbs10	2753	150
1300017J02Rik	2275	2514
Tha1	1840	377
Slc16a14	2349	54
Trnau1ap	1130	901
Cpa4	2738	8
Ints12	3083	1295
Chst13	1651	172
Mtfr2	2307	78
Tmem50a	1096	3520
1700001F09Rik	883	2
Lrrc34	1840	5
Ddi1	1520	0
Pdilt	2139	2
Csl	1954	4
Dcaf7	5749	4192
1700003E16Rik	2050	22
Osgin1	1976	3369
Tekt4	1532	0
Tcp11x2	1776	2
Btbd35f1	1955	0
Pdia6	2146	12363
Dpep3	1681	74
Wfdc3	820	14
Cfap52	2201	28
Zswim2	2062	0
Tex44	1721	0
Fam217a	2395	2
Thegl	1719	19
Cfap45	1822	71
Efhc1	2208	37
Fam83d	2260	500
Acsl5	3151	10743
Coq2	1712	1552
Faap100	3175	749
Ppm1j	1720	413
Krt33a	1679	2
Tmem106b	6082	8181
Cand1	8209	5111
Cldn23	1851	114
Haus5	2195	500
Jsrp1	1116	72
Dus4l	1768	229
Rpap3	2260	1008
Borcs6	1802	786
Tube1	2929	67
Itfg1	3355	3089
Xrcc4	1547	432
Endod1	4470	1586
Tmem94	4996	3114
Cers5	2010	2327
Napg	3483	1588
Rnf135	1964	321
Ints11	2347	1616
Castor1	1574	278
Nkiras2	2013	687
Wdr73	2587	836
Zswim1	2701	366
Rbpms2	1956	514
Zdhhc13	2407	959
Prr23a3	1814	0
Tmco6	1815	569
Acad10	3621	575
Ddx28	1871	906
Esco2	2899	260
Rpusd4	1797	589
Ddx54	3931	6165
Cnot11	3267	1178
Cnn3	2003	13722
Fthl17a	840	0
Smg9	2232	1341
Slc25a35	1827	51
Fbxo22	2102	1535
Tmem38b	2861	1132
Btbd17	2260	98
Tedc2	2225	586
Slc35f2	2568	40
Trmu	1520	469
Slc39a4	2244	4966
F11	2246	449
Cotl1	1639	5054
Chaf1b	1913	894
Anks4b	2030	498
Gcnt3	4301	5228
Cyp2c55	1989	12
Entpd8	2306	312
Ugt2a3	2117	390
Cracdl	4361	2367
Tmem68	2817	482
Dusp11	6434	4027
Jmjd8	2092	358
Trub1	6395	813
Pygo1	8320	164
Chst14	2087	708
Cep89	3940	865
Frmd6	4662	2962
Rfc5	1730	1200
Zfp157	5304	429
Cenpn	1768	288
Pgm1	2334	5868
Egln3	2676	4345
Tmem163	2517	317
Dhx36	4975	2537
Thumpd2	1856	134
Mfsd8	3158	400
Klhl35	1952	16
Scaf11	7724	7669
Fbxl20	8607	3175
Supt7l	2677	820
Mtrex	3309	2381
1700001P01Rik	624	10
Spata31d1a	4277	0
1700021F07Rik	641	0
Zfp558	3887	42
1600014C23Rik	518	20
1700030K09Rik	2427	508
Tram1	2943	5100
Lrrc8e	3878	167
Cda	809	744
2200002D01Rik	507	2657
Fam186a	621	0
Sh2d4a	2767	2108
1810062G17Rik	911	60
Lsm11	6453	592
B3gnt3	2102	7913
Cyp2c65	1941	93
Brf1	2755	2245
Fryl	11470	4783
Cyth4	2791	1520
Kifbp	2472	1326
Xpo5	5052	3088
Klhl40	2455	177
Wdr89	2981	184
Dusp3	4203	2826
Ptar1	2064	299
2210016L21Rik	1320	1459
Psca	856	564
Rbm12b1	3284	251
Pinx1	1351	324
Kcnmb2	2919	6
Sgo1	3609	449
Lrpprc	4621	3046
Rbm33	9501	4550
Ttc30b	2613	365
Ceacam18	1937	0
Rab38	1577	250
Htatsf1	2974	2316
Prcp	2964	998
Immp1l	955	471
Fgfbp3	1756	118
Pip4p2	2280	1190
Col16a1	5206	1370
Aldh1b1	2302	538
Exosc6	1326	1146
Lrmda	911	18
Utp14a	2431	801
Pcbd2	546	299
Ppme1	2361	2069
Pdia5	1809	1408
Pih1d2	1259	10
Anks3	2483	1466
Hspa12b	2943	222
Ccdc12	821	1493
2700097O09Rik	1204	182
Skida1	4363	92
Zfp518a	6840	384
Angptl1	2191	45
Tmx1	2320	3134
Ttc39c	2385	992
Rspo3	2396	42
Ndc1	4574	1183
Ttc19	3436	789
Mon1a	2095	543
Mblac2	3881	276
Rtl8c	952	104
Bbof1	2190	38
Yju2	1313	437
Ccdc13	2640	0
Setd5	6535	5938
Anln	5421	3295
Ccnt2	3514	1895
Zfp493	3272	42
Kremen2	2117	22
Ttc9b	904	0
Glrx5	1002	2726
Camk2n2	1282	70
Fut11	3344	906
Ppil6	1070	16
Pmpcb	1596	2523
2900092C05Rik	851	1
Rflna	1677	194
Cavin3	1026	2195
Trip11	6448	1455
Prrc1	4801	2511
Cenpv	1034	542
Gulp1	2976	90
Larp1	6615	8436
Tm7sf2	1479	647
Fezf1	2308	0
3110082I17Rik	1461	1096
Bmper	3806	623
Prl8a1	864	0
Ceacam5	3248	0
Ccdc18	4657	129
Cib4	768	0
1700037C18Rik	1097	50
Cabcoco1	1238	43
Rhobtb3	4937	1379
1700034I23Rik	2306	6
1700031F05Rik	1360	0
Lrrc69	1210	0
Calr3	1863	332
Actrt2	1440	0
Actrt1	1339	0
1700056E22Rik	967	132
Col20a1	4189	212
Phospho2	2104	577
Cmtm2b	883	0
Prss52	1023	4
Pebp4	1298	0
Fam177a	3841	0
Nipsnap3a	1099	0
Tepp	885	0
Zfp763	3385	128
Rasip1	3152	534
Aldh3b3	1999	1
1700066M21Rik	3007	247
Kif2b	2270	0
Samt3	1048	0
Speer4b	1977	0
Nudt16l2	871	0
1700094D03Rik	3085	148
Dusp21	823	0
Marveld3	3205	430
1700125H20Rik	975	0
Cybrd1	5208	2061
Thoc3	2326	1474
Rec114	883	60
Wdr75	2972	1835
Tex19.1	1739	0
Zbtb8a	2229	289
Bloc1s2	897	972
Glipr1	1081	996
Ndufaf7	2303	791
Dppa2	1941	4
Mvb12a	1062	2007
Krtap21-1	748	0
Lce1c	724	2
Cst6	3951	18
Lce1a2	715	0
Lce1l	670	0
Kprp	2729	0
Fcf1	716	1599
Haus7	1365	965
Cby1	1119	470
Man2c1	3221	2374
Gadl1	3652	9
Ttc7	4615	2618
Micu2	2310	2714
Tex36	915	0
Satl1	2412	0
Mfsd12	3971	894
Ppp1r21	3135	1735
Klk9	1475	14
Ankrd42	2782	107
Fam122c	1037	0
Ift57	2540	760
Ccdc175	2630	2
Jakmip3	5574	2
Rap2b	4197	1562
Fcho1	3403	823
Phf19	3743	333
Traf3ip1	3500	778
Nphp3	6426	533
Rin2	4657	2502
Esyt2	5541	11937
Ttc21a	4182	17
4931406B18Rik	3970	12
Lmntd1	1534	6
Slc7a13	2134	0
Paqr5	3500	1291
Npl	1403	180
Pop7	792	537
Gga2	4891	1038
Dcaf6	3305	1963
Rbm19	3952	1514
Cbx6	5449	5065
Acoxl	2861	5
Tmem43	2899	4874
Krt80	3067	1931
Dmgdh	2979	1434
Cyp2s1	2623	9092
Lonp1	2966	8811
Dock8	7810	1549
Acot12	3049	502
Cmtr1	6380	195
Josd1	3394	2294
Nudt9	1492	3340
Gtsf1	722	25
Crct1	717	14
Muc5b	14963	240
Gbe1	2988	882
Ccdc3	2658	428
Katnb1	3425	1649
P2ry13	2526	188
Arpc5l	1271	1875
Rnd3	2827	2503
Khdc4	3783	5310
1700017B05Rik	4934	3830
Septin14	1470	0
Lrrc2	3655	1361
Stimate	3738	763
Tspan17	1556	925
Rnf138rt1	1194	0
Usp20	4157	1857
Mageb5	1251	0
Spata17	1645	12
Cldnd2	616	23
Chic2	2550	2300
1700080O16Rik	1454	0
Spatc1	1605	33
Spem1	1031	5
Ccdc182	1219	0
Isca2	868	919
Mettl23	1039	282
Inava	3013	2838
Snx19	5541	1387
Xrcc3	2461	1154
Palm3	2449	717
Sema3d	6521	140
Meak7	2574	991
Lrguk	3058	0
Smchd1	7050	1672
Efhd1	1866	16
4931414P19Rik	2585	262
Spag17	7862	35
Lonrf3	7370	547
Gcc1	4138	990
Myo18b	8280	1508
Hsf2bp	2867	359
Dpp8	4764	3434
Map10	3548	102
Terb2	2111	0
Efhc2	2622	6
Hyal6	3452	4
Plpp6	2882	857
Gle1	3108	2053
Polr3c	1796	2136
Eaf1	4238	3436
Cfap20dc	2751	70
Sohlh2	2348	0
Lrriq3	2650	22
Slco6c1	2433	0
Arl13a	1742	0
Cfap53	2108	19
Tmc1	4073	0
Hyal5	2070	0
Taf7l	1935	2
Cep72	3632	164
Stpg3	1430	2
Rbm31y	1958	0
Lrrc71	3988	73
Lrrc15	5308	1581
Kbtbd13	2969	4
Gorasp1	3483	965
Lrrc17	2188	206
Cyp2j9	1944	111
Ppp4r4	3683	108
Tmem168	4583	1328
Gsdmc4	2084	7
Pck2	3403	1754
Themis3	2551	4
Elovl7	5437	1360
Nkx6-3	2236	789
Kcnk16	2367	0
Lratd1	3380	1982
Lvrn	3219	233
Glb1l	3422	233
Pyroxd2	3119	631
Sppl3	2817	3300
Mrpl47	872	565
Abcb8	2940	2709
Ocstamp	1956	47
Scpep1	2074	4529
Tmem81	1742	225
Shpk	2781	351
Spsb1	3054	1948
Pomk	3601	783
Tex55	1368	0
Drc3	1858	42
Ptchd3	3236	0
Slc25a54	1538	0
Tdrd9	4809	4
Dnaaf6	1449	0
Wbp2nl	1318	0
Tmem114	1406	0
Cnep1r1	1832	1596
Trim14	3204	592
Pcf11	5804	1545
Ddit4	1685	9725
Slamf8	2040	71
Trmt10c	1858	822
Pik3cb	4854	1064
Hhatl	1995	172
Rita1	1666	354
Lmbr1l	2167	1769
Selenon	3445	2132
Glt8d2	2153	30
Manf	868	4075
Mss51	1829	90
Meikin	1433	0
Spin2-ps1	778	0
Fam228a	2889	6
4930447A16Rik	587	1
Ccdc181	1896	454
Kbtbd11	6972	702
Atp6v1e2	1005	0
4930503E14Rik	1289	0
Tmbim7	1680	0
Ct55	1203	6
Tmx4	5147	1716
Efcab10	675	0
Sf3a3	1697	1730
Zcchc13	1079	0
Usp50	1748	0
4930519L02Rik	620	0
Uhrf1bp1l	6446	4181
Zc2hc1b	1053	0
Nxnl2	1163	73
4930513O06Rik	802	0
Slxl1	743	0
Rasd2	2810	50
Mfsd13a	2280	563
Ccdc146	3389	11
Tex38	818	2
Meiob	1703	14
Tmem269	1504	33
Samt4	963	0
Sv2c	4252	0
Tomm20l	596	0
4930564D02Rik	737	0
H2al3	550	0
Pelp1	3440	1263
Tmco5b	1237	0
Bcdin3d	1271	196
Slc35f4	1881	0
Ankrd53	1737	20
Parpbp	3628	188
Etnk1	6434	4261
Fam243	2679	0
Atf7ip2	2639	3
Ccdc83	2142	0
4930564C03Rik	1182	0
Spp2	879	135
Mrpl32	768	631
Nop14	2702	2529
Mettl5	971	162
Zfp820	3695	272
Tti1	3831	1160
Fam166c	712	0
Cfap97d1	698	2
Gm10413	993	0
Cypt12	509	0
Phpt1	583	982
Prps1l1	1676	4
Dynlrb2	515	2
Stpg4	847	0
Iqcf5	544	0
Pfn3	545	0
1700003F12Rik	733	20
1700012B09Rik	685	110
Hspb9	647	14
1700010B08Rik	896	2
Morn5	690	0
1700013F07Rik	592	0
Pou5f2	1395	1
1700020N15Rik	546	0
Pibf1	3281	316
Ttc32	1000	207
Eppin	755	0
Tex29	775	0
Fpgt	3492	669
Akap13	12543	5387
Cfap161	1294	0
Ep400	10798	6168
Rsph9	951	86
Sgf29	1166	514
Capsl	946	12
Nhej1	846	96
Spata9	1053	15
Acyp2	671	134
Prr29	789	4
Dynap	1227	406
Relch	5406	1234
Krtap9-3	759	0
Dusp9	2700	764
Malsu1	785	604
Prl7b1	925	0
Pcdh1	3902	3625
Tm4sf5	975	404
Chmp4b	1606	7621
2010109A12Rik	548	0
Kxd1	1216	1884
Spata25	783	0
Speer4a	1503	0
Cldn22	994	6
Tmem238	1051	883
Nudt16	1606	409
Rab4b	1170	1349
Krt24	1847	2
Rbm12	3752	1532
Vwa5b1	3857	0
Fam227a	5187	82
Iqcd	1668	54
Bcl2l12	1075	271
Slc10a6	2124	333
Klf17	3595	4
9130401M01Rik	1308	973
Slx1b	3692	468
Pnpla5	1694	0
Adad2	1962	0
Them4	1730	279
Klhl24	6683	3890
Wdr95	2482	0
Cdyl2	8087	563
4930447C04Rik	1910	3
Nln	3780	2193
Wdr64	3816	0
Fam227b	1858	0
Hormad2	1343	6
Prame	2267	0
4930568D16Rik	1227	0
Clec4g	1235	373
Arl5b	6901	1460
Gsc2	1133	0
Gstt4	963	0
4930579G24Rik	1969	190
Samd7	3191	0
Rab30	1927	83
Epsti1	2322	246
Urb1	7365	1021
Ms4a4c	1723	20
Gbp8	2459	93
Rap2a	4172	1782
Gpsm2	3488	1411
Slc35d3	2629	0
Snrnp35	1092	457
Gpr165	3194	0
Tmem98	1442	2586
Arxes1	1580	2
Pwp2	3871	1779
Keg1	1666	24
0610040J01Rik	1870	686
Gstk1	930	381
Clybl	1241	353
Tsen54	1972	792
