"id","UniqueID","Gene.Name","Protein.ID","GeneType"
28849,"Bfsp2","Bfsp2","","protein_coding"
28850,"RP23-216O10.3","RP23-216O10.3","","protein_coding"
28851,"Tmem108","Tmem108","","protein_coding"
28852,"RP23-216O10.11","RP23-216O10.11","","protein_coding"
28853,"Gm26360","Gm26360","","protein_coding"
28854,"RP23-216O10.8","RP23-216O10.8","","protein_coding"
28855,"RP23-216O10.5","RP23-216O10.5","","protein_coding"
28856,"RP23-216O10.6","RP23-216O10.6","","protein_coding"
28857,"RP23-380A10.4","RP23-380A10.4","","protein_coding"
28858,"RP23-380A10.3","RP23-380A10.3","","protein_coding"
28859,"RP23-380A10.8","RP23-380A10.8","","protein_coding"
28860,"Nphp3","Nphp3","","protein_coding"
28861,"RP23-380A10.7","RP23-380A10.7","","protein_coding"
28862,"RP23-380A10.5","RP23-380A10.5","","protein_coding"
28863,"Uba5","Uba5","","protein_coding"
28864,"RP23-380A10.6","RP23-380A10.6","","protein_coding"
28865,"Acad11","Acad11","","protein_coding"
28866,"Ackr4","Ackr4","","protein_coding"
28867,"RP24-296K18.5","RP24-296K18.5","","protein_coding"
28868,"RP24-296K18.6","RP24-296K18.6","","protein_coding"
28869,"Dnajc13","Dnajc13","","protein_coding"
28870,"Hmgb1-rs16","Hmgb1-rs16","","protein_coding"
28871,"RP23-353G11.6","RP23-353G11.6","","protein_coding"
28872,"Acpp","Acpp","","protein_coding"
28873,"RP23-353G11.9","RP23-353G11.9","","protein_coding"
28874,"RP23-353G11.2","RP23-353G11.2","","protein_coding"
28875,"Mir2136","Mir2136","","protein_coding"
28876,"Gm25904","Gm25904","","protein_coding"
28877,"Cpne4","Cpne4","","protein_coding"
28878,"Gm23391","Gm23391","","protein_coding"
28879,"Mrpl3","Mrpl3","","protein_coding"
28880,"RP23-444I6.3","RP23-444I6.3","","protein_coding"
28881,"RP24-553E23.8","RP24-553E23.8","","protein_coding"
28882,"RP24-553E23.7","RP24-553E23.7","","protein_coding"
28883,"RP24-553E23.6","RP24-553E23.6","","protein_coding"
28884,"Nudt16","Nudt16","","protein_coding"
28885,"RP24-553E23.3","RP24-553E23.3","","protein_coding"
28886,"Nek11","Nek11","","protein_coding"
28887,"RP24-553E23.5","RP24-553E23.5","","protein_coding"
28888,"RP24-553E23.2","RP24-553E23.2","","protein_coding"
28889,"9.104944562-105295281.1","9.104944562-105295281.1","","protein_coding"
28890,"Aste1","Aste1","","protein_coding"
28891,"Atp2c1","Atp2c1","","protein_coding"
28892,"RP23-435I22.4","RP23-435I22.4","","protein_coding"
28893,"RP23-435I22.3","RP23-435I22.3","","protein_coding"
28894,"RP23-435I22.2","RP23-435I22.2","","protein_coding"
28895,"Pik3r4","Pik3r4","","protein_coding"
28896,"Gm22720","Gm22720","","protein_coding"
28897,"Col6a6","Col6a6","","protein_coding"
28898,"RP24-281C16.3","RP24-281C16.3","","protein_coding"
28899,"Col6a5","Col6a5","","protein_coding"
28900,"Col6a4","Col6a4","","protein_coding"
28901,"Gm24631","Gm24631","","protein_coding"
28902,"RP24-294A16.4","RP24-294A16.4","","protein_coding"
28903,"RP24-294A16.3","RP24-294A16.3","","protein_coding"
28904,"RP23-441D9.8","RP23-441D9.8","","protein_coding"
28905,"RP23-441D9.9","RP23-441D9.9","","protein_coding"
28906,"RP23-441D9.4","RP23-441D9.4","","protein_coding"
28907,"Glyctk","Glyctk","","protein_coding"
28908,"Mir135a-1","Mir135a-1","","protein_coding"
28909,"Wdr82","Wdr82","","protein_coding"
28910,"Mirlet7g","Mirlet7g","","protein_coding"
28911,"Ppm1m","Ppm1m","","protein_coding"
28912,"Twf2","Twf2","","protein_coding"
28913,"Tlr9","Tlr9","","protein_coding"
28914,"Alas1","Alas1","","protein_coding"
28915,"RP23-441D9.10","RP23-441D9.10","","protein_coding"
28916,"Poc1a","Poc1a","","protein_coding"
28917,"RP23-99I11.2","RP23-99I11.2","","protein_coding"
28918,"Dusp7","Dusp7","","protein_coding"
28919,"Rpl29","Rpl29","","protein_coding"
28920,"Acy1","Acy1","","protein_coding"
28921,"Abhd14a","Abhd14a","","protein_coding"
28922,"Abhd14b","Abhd14b","","protein_coding"
28923,"RP24-74F2.12","RP24-74F2.12","","protein_coding"
28924,"Pcbp4","Pcbp4","","protein_coding"
28925,"Gpr62","Gpr62","","protein_coding"
28926,"Parp3","Parp3","","protein_coding"
28927,"Rrp9","Rrp9","","protein_coding"
28928,"Iqcf1","Iqcf1","","protein_coding"
28929,"Iqcf3","Iqcf3","","protein_coding"
28930,"Iqcf5","Iqcf5","","protein_coding"
28931,"Iqcf4","Iqcf4","","protein_coding"
28932,"Iqcf6","Iqcf6","","protein_coding"
28933,"Gm26185","Gm26185","","protein_coding"
28934,"RP24-279M22.3","RP24-279M22.3","","protein_coding"
28935,"Grm2","Grm2","","protein_coding"
28936,"Tex264","Tex264","","protein_coding"
28937,"Rad54l2","Rad54l2","","protein_coding"
28938,"Gm22384","Gm22384","","protein_coding"
28939,"Vprbp","Vprbp","","protein_coding"
28940,"Manf","Manf","","protein_coding"
28941,"RP23-201C3.5","RP23-201C3.5","","protein_coding"
28942,"Rbm15b","Rbm15b","","protein_coding"
28943,"RP23-201C3.1","RP23-201C3.1","","protein_coding"
28944,"Dock3","Dock3","","protein_coding"
28945,"RP23-317M3.1","RP23-317M3.1","","protein_coding"
28946,"Gm22454","Gm22454","","protein_coding"
28947,"RP23-317M3.2","RP23-317M3.2","","protein_coding"
28948,"Gm23595","Gm23595","","protein_coding"
28949,"RP23-115A1.7","RP23-115A1.7","","protein_coding"
28950,"Gm22238","Gm22238","","protein_coding"
28951,"RP23-115A1.13","RP23-115A1.13","","protein_coding"
28952,"Mapkapk3","Mapkapk3","","protein_coding"
28953,"RP23-115A1.9","RP23-115A1.9","","protein_coding"
28954,"Cish","Cish","","protein_coding"
28955,"RP23-115A1.10","RP23-115A1.10","","protein_coding"
28956,"Hemk1","Hemk1","","protein_coding"
28957,"RP23-115A1.5","RP23-115A1.5","","protein_coding"
28958,"RP23-115A1.12","RP23-115A1.12","","protein_coding"
28959,"Cacna2d2","Cacna2d2","","protein_coding"
28960,"RP23-456B9.8","RP23-456B9.8","","protein_coding"
28961,"RP23-456B9.9","RP23-456B9.9","","protein_coding"
28962,"Tmem115","Tmem115","","protein_coding"
28963,"Cyb561d2","Cyb561d2","","protein_coding"
28964,"Nprl2","Nprl2","","protein_coding"
28965,"Zmynd10","Zmynd10","","protein_coding"
28966,"RP23-456B9.21","RP23-456B9.21","","protein_coding"
28967,"Rassf1","Rassf1","","protein_coding"
28968,"RP23-456B9.22","RP23-456B9.22","","protein_coding"
28969,"Tusc2","Tusc2","","protein_coding"
28970,"Hyal2","Hyal2","","protein_coding"
28971,"RP23-456B9.5","RP23-456B9.5","","protein_coding"
28972,"Hyal1","Hyal1","","protein_coding"
28973,"Nat6","Nat6","","protein_coding"
28974,"Hyal3","Hyal3","","protein_coding"
28975,"Ifrd2","Ifrd2","","protein_coding"
28976,"Lsmem2","Lsmem2","","protein_coding"
28977,"RP23-456B9.24","RP23-456B9.24","","protein_coding"
28978,"Sema3b","Sema3b","","protein_coding"
28979,"Gnai2","Gnai2","","protein_coding"
28980,"RP23-456B9.18","RP23-456B9.18","","protein_coding"
28981,"Slc38a3","Slc38a3","","protein_coding"
28982,"Gnat1","Gnat1","","protein_coding"
28983,"RP24-281B12.3","RP24-281B12.3","","protein_coding"
28984,"Sema3f","Sema3f","","protein_coding"
28985,"Rbm5","Rbm5","","protein_coding"
28986,"RP24-432B3.3","RP24-432B3.3","","protein_coding"
28987,"Rbm6","Rbm6","","protein_coding"
28988,"RP24-432B3.4","RP24-432B3.4","","protein_coding"
28989,"Mon1a","Mon1a","","protein_coding"
28990,"Gm23856","Gm23856","","protein_coding"
28991,"Mst1r","Mst1r","","protein_coding"
28992,"Actl11","Actl11","","protein_coding"
28993,"RP23-286E6.14","RP23-286E6.14","","protein_coding"
28994,"Camkv","Camkv","","protein_coding"
28995,"Traip","Traip","","protein_coding"
28996,"Uba7","Uba7","","protein_coding"
28997,"RP23-286E6.7","RP23-286E6.7","","protein_coding"
28998,"Fam212a","Fam212a","","protein_coding"
28999,"Gm24944","Gm24944","","protein_coding"
29000,"RP23-286E6.3","RP23-286E6.3","","protein_coding"
29001,"Cdhr4","Cdhr4","","protein_coding"
29002,"RP24-484G16.9","RP24-484G16.9","","protein_coding"
29003,"RP23-286E6.4","RP23-286E6.4","","protein_coding"
29004,"Ip6k1","Ip6k1","","protein_coding"
29005,"RP23-286E6.13","RP23-286E6.13","","protein_coding"
29006,"Gmppb","Gmppb","","protein_coding"
29007,"Rnf123","Rnf123","","protein_coding"
29008,"RP24-484G16.7","RP24-484G16.7","","protein_coding"
29009,"Amigo3","Amigo3","","protein_coding"
29010,"Mst1","Mst1","","protein_coding"
29011,"Mir7088","Mir7088","","protein_coding"
29012,"Apeh","Apeh","","protein_coding"
29013,"Bsn","Bsn","","protein_coding"
29014,"Gm47303","Gm47303","","protein_coding"
29015,"RP24-484G16.12","RP24-484G16.12","","protein_coding"
29016,"RP24-498P8.3","RP24-498P8.3","","protein_coding"
29017,"RP24-498P8.5","RP24-498P8.5","","protein_coding"
29018,"RP24-498P8.6","RP24-498P8.6","","protein_coding"
29019,"Dag1","Dag1","","protein_coding"
29020,"Nicn1","Nicn1","","protein_coding"
29021,"Amt","Amt","","protein_coding"
29022,"Tcta","Tcta","","protein_coding"
29023,"Rhoa","Rhoa","","protein_coding"
29024,"RP23-448A11.17","RP23-448A11.17","","protein_coding"
29025,"RP23-448A11.8","RP23-448A11.8","","protein_coding"
29026,"Gpx1","Gpx1","","protein_coding"
29027,"Usp4","Usp4","","protein_coding"
29028,"Rps2-ps11","Rps2-ps11","","protein_coding"
29029,"RP23-448A11.16","RP23-448A11.16","","protein_coding"
29030,"RP23-448A11.15","RP23-448A11.15","","protein_coding"
29031,"Ccdc36","Ccdc36","","protein_coding"
29032,"Gm25456","Gm25456","","protein_coding"
29033,"RP23-448A11.13","RP23-448A11.13","","protein_coding"
29034,"Klhdc8b","Klhdc8b","","protein_coding"
29035,"Ccdc71","Ccdc71","","protein_coding"
29036,"RP23-250G8.12","RP23-250G8.12","","protein_coding"
29037,"Lamb2","Lamb2","","protein_coding"
29038,"Usp19","Usp19","","protein_coding"
29039,"Qars","Qars","","protein_coding"
29040,"Qrich1","Qrich1","","protein_coding"
29041,"RP23-250G8.9","RP23-250G8.9","","protein_coding"
29042,"RP23-250G8.14","RP23-250G8.14","","protein_coding"
29043,"Impdh2","Impdh2","","protein_coding"
29044,"Ndufaf3","Ndufaf3","","protein_coding"
29045,"RP23-250G8.13","RP23-250G8.13","","protein_coding"
29046,"Gm24083","Gm24083","","protein_coding"
29047,"Mir191","Mir191","","protein_coding"
29048,"Mir425","Mir425","","protein_coding"
29049,"Dalrd3","Dalrd3","","protein_coding"
29050,"Wdr6","Wdr6","","protein_coding"
29051,"P4htm","P4htm","","protein_coding"
29052,"RP23-334M10.7","RP23-334M10.7","","protein_coding"
29053,"RP23-334M10.12","RP23-334M10.12","","protein_coding"
29054,"Arih2","Arih2","","protein_coding"
29055,"Gm26298","Gm26298","","protein_coding"
29056,"Slc25a20","Slc25a20","","protein_coding"
29057,"Prkar2a","Prkar2a","","protein_coding"
29058,"Gm24259","Gm24259","","protein_coding"
29059,"Ip6k2","Ip6k2","","protein_coding"
29060,"Gm23034","Gm23034","","protein_coding"
29061,"Nckipsd","Nckipsd","","protein_coding"
29062,"RP24-571H12.4","RP24-571H12.4","","protein_coding"
29063,"RP24-571H12.6","RP24-571H12.6","","protein_coding"
29064,"Celsr3","Celsr3","","protein_coding"
29065,"Gm23156","Gm23156","","protein_coding"
29066,"Slc26a6","Slc26a6","","protein_coding"
29067,"Tmem89","Tmem89","","protein_coding"
29068,"Uqcrc1","Uqcrc1","","protein_coding"
29069,"WI1-2477B13.3","WI1-2477B13.3","","protein_coding"
29070,"Col7a1","Col7a1","","protein_coding"
29071,"Mir711","Mir711","","protein_coding"
29072,"Ucn2","Ucn2","","protein_coding"
29073,"RP24-212K17.5","RP24-212K17.5","","protein_coding"
29074,"Pfkfb4","Pfkfb4","","protein_coding"
29075,"Shisa5","Shisa5","","protein_coding"
29076,"Trex1","Trex1","","protein_coding"
29077,"RP24-212K17.7","RP24-212K17.7","","protein_coding"
29078,"Atrip","Atrip","","protein_coding"
29079,"Tma7","Tma7","","protein_coding"
29080,"Ccdc51","Ccdc51","","protein_coding"
29081,"RP23-9P6.2","RP23-9P6.2","","protein_coding"
29082,"Plxnb1","Plxnb1","","protein_coding"
29083,"Fbxw21","Fbxw21","","protein_coding"
29084,"Fbxw13","Fbxw13","","protein_coding"
29085,"Fbxw20","Fbxw20","","protein_coding"
29086,"Fbxw14","Fbxw14","","protein_coding"
29087,"Gm22821","Gm22821","","protein_coding"
29088,"Fbxw28","Fbxw28","","protein_coding"
29089,"Gm25484","Gm25484","","protein_coding"
29090,"Gm24641","Gm24641","","protein_coding"
29091,"Fbxw22","Fbxw22","","protein_coding"
29092,"Fbxw16","Fbxw16","","protein_coding"
29093,"RP23-62L19.6","RP23-62L19.6","","protein_coding"
29094,"RP23-62L19.5","RP23-62L19.5","","protein_coding"
29095,"Fbxw19","Fbxw19","","protein_coding"
29096,"RP24-187P11.4","RP24-187P11.4","","protein_coding"
29097,"RP24-187P11.2","RP24-187P11.2","","protein_coding"
29098,"RP24-187P11.5","RP24-187P11.5","","protein_coding"
29099,"Fbxw15","Fbxw15","","protein_coding"
29100,"RP24-187P11.3","RP24-187P11.3","","protein_coding"
29101,"Fbxw24","Fbxw24","","protein_coding"
29102,"Fbxw25","Fbxw25","","protein_coding"
29103,"Fbxw18","Fbxw18","","protein_coding"
29104,"RP24-344B20.5","RP24-344B20.5","","protein_coding"
29105,"Fbxw26","Fbxw26","","protein_coding"
29106,"Fbxw27","Fbxw27","","protein_coding"
29107,"Spink8","Spink8","","protein_coding"
29108,"RP24-164P4.3","RP24-164P4.3","","protein_coding"
29109,"Nme6","Nme6","","protein_coding"
29110,"Camp","Camp","","protein_coding"
29111,"Cdc25a","Cdc25a","","protein_coding"
29112,"Mir7089","Mir7089","","protein_coding"
29113,"RP24-421E18.9","RP24-421E18.9","","protein_coding"
29114,"Map4","Map4","","protein_coding"
29115,"RP24-421E18.8","RP24-421E18.8","","protein_coding"
29116,"RP24-421E18.10","RP24-421E18.10","","protein_coding"
29117,"RP24-421E18.5","RP24-421E18.5","","protein_coding"
29118,"RP24-421E18.7","RP24-421E18.7","","protein_coding"
29119,"Dhx30","Dhx30","","protein_coding"
29120,"Gm27855","Gm27855","","protein_coding"
29121,"Smarcc1","Smarcc1","","protein_coding"
29122,"Gm23377","Gm23377","","protein_coding"
29123,"Cspg5","Cspg5","","protein_coding"
29124,"RP24-285I4.2","RP24-285I4.2","","protein_coding"
29125,"Mir6236","Mir6236","","protein_coding"
29126,"RP24-330A11.9","RP24-330A11.9","","protein_coding"
29127,"Elp6","Elp6","","protein_coding"
29128,"RP24-330A11.12","RP24-330A11.12","","protein_coding"
29129,"Scap","Scap","","protein_coding"
29130,"RP24-330A11.11","RP24-330A11.11","","protein_coding"
29131,"Ptpn23","Ptpn23","","protein_coding"
29132,"Ngp","Ngp","","protein_coding"
29133,"Klhl18","Klhl18","","protein_coding"
29134,"Kif9","Kif9","","protein_coding"
29135,"Setd2","Setd2","","protein_coding"
29136,"RP24-363K20.7","RP24-363K20.7","","protein_coding"
29137,"Nradd","Nradd","","protein_coding"
29138,"Nbeal2","Nbeal2","","protein_coding"
29139,"Mir8107","Mir8107","","protein_coding"
29140,"RP24-179L19.4","RP24-179L19.4","","protein_coding"
29141,"Ccdc12","Ccdc12","","protein_coding"
29142,"RP24-179L19.2","RP24-179L19.2","","protein_coding"
29143,"Pth1r","Pth1r","","protein_coding"
29144,"Myl3","Myl3","","protein_coding"
29145,"Prss42","Prss42","","protein_coding"
29146,"Prss44","Prss44","","protein_coding"
29147,"Prss43","Prss43","","protein_coding"
29148,"Prss45","Prss45","","protein_coding"
29149,"Prss46","Prss46","","protein_coding"
29150,"Prss50","Prss50","","protein_coding"
29151,"Tmie","Tmie","","protein_coding"
29152,"Als2cl","Als2cl","","protein_coding"
29153,"RP23-265F20.14","RP23-265F20.14","","protein_coding"
29154,"RP23-265F20.7","RP23-265F20.7","","protein_coding"
29155,"Gm24269","Gm24269","","protein_coding"
29156,"Tdgf1","Tdgf1","","protein_coding"
29157,"Lrrc2","Lrrc2","","protein_coding"
29158,"RP24-166N8.8","RP24-166N8.8","","protein_coding"
29159,"Rtp3","Rtp3","","protein_coding"
29160,"RP24-166N8.2","RP24-166N8.2","","protein_coding"
29161,"RP24-166N8.6","RP24-166N8.6","","protein_coding"
29162,"Ltf","Ltf","","protein_coding"
29163,"RP24-166N8.9","RP24-166N8.9","","protein_coding"
29164,"Ccrl2","Ccrl2","","protein_coding"
29165,"Rp31-ps19","Rp31-ps19","","protein_coding"
29166,"Gm26409","Gm26409","","protein_coding"
29167,"Lrrfip2","Lrrfip2","","protein_coding"
29168,"Mlh1","Mlh1","","protein_coding"
29169,"Gm24860","Gm24860","","protein_coding"
29170,"Epm2aip1","Epm2aip1","","protein_coding"
29171,"Trank1","Trank1","","protein_coding"
29172,"RP23-361O11.4","RP23-361O11.4","","protein_coding"
29173,"Dclk3","Dclk3","","protein_coding"
29174,"RP24-362N9.3","RP24-362N9.3","","protein_coding"
29175,"RP24-362N9.4","RP24-362N9.4","","protein_coding"
29176,"Stac","Stac","","protein_coding"
29177,"n-R5s90","n-R5s90","","protein_coding"
29178,"RP23-351O20.1","RP23-351O20.1","","protein_coding"
29179,"Arpp21","Arpp21","","protein_coding"
29180,"Mir128-2","Mir128-2","","protein_coding"
29181,"RP23-152P11.3","RP23-152P11.3","","protein_coding"
29182,"RP23-152P11.2","RP23-152P11.2","","protein_coding"
29183,"RP23-311A1.1","RP23-311A1.1","","protein_coding"
29184,"Gm27847","Gm27847","","protein_coding"
29185,"Gm24957","Gm24957","","protein_coding"
29186,"RP24-300B21.2","RP24-300B21.2","","protein_coding"
29187,"RP24-300B21.1","RP24-300B21.1","","protein_coding"
29188,"RP23-246D7.1","RP23-246D7.1","","protein_coding"
29189,"RP23-246D7.2","RP23-246D7.2","","protein_coding"
29190,"Gm22492","Gm22492","","protein_coding"
29191,"RP23-471H21.3","RP23-471H21.3","","protein_coding"
29192,"RP23-471H21.2","RP23-471H21.2","","protein_coding"
29193,"RP23-471H21.1","RP23-471H21.1","","protein_coding"
29194,"RP24-365A12.1","RP24-365A12.1","","protein_coding"
29195,"RP24-365A12.2","RP24-365A12.2","","protein_coding"
29196,"Pdcd6ip","Pdcd6ip","","protein_coding"
29197,"Clasp2","Clasp2","","protein_coding"
29198,"Gm25059","Gm25059","","protein_coding"
29199,"Ubp1","Ubp1","","protein_coding"
29200,"Fbxl2","Fbxl2","","protein_coding"
29201,"RP23-280C13.3","RP23-280C13.3","","protein_coding"
29202,"Susd5","Susd5","","protein_coding"
29203,"RP23-63L7.3","RP23-63L7.3","","protein_coding"
29204,"RP23-63L7.2","RP23-63L7.2","","protein_coding"
29205,"Bcl2a1c","Bcl2a1c","","protein_coding"
29206,"RP24-180M2.2","RP24-180M2.2","","protein_coding"
29207,"Crtap","Crtap","","protein_coding"
29208,"Glb1","Glb1","","protein_coding"
29209,"Tmppe","Tmppe","","protein_coding"
29210,"Ccr4","Ccr4","","protein_coding"
29211,"Trim71","Trim71","","protein_coding"
29212,"C130032M10Rik","C130032M10Rik","","protein_coding"
29213,"Cnot10","Cnot10","","protein_coding"
29214,"Gm23232","Gm23232","","protein_coding"
29215,"RP23-405I13.1","RP23-405I13.1","","protein_coding"
29216,"Dync1li1","Dync1li1","","protein_coding"
29217,"Cmtm6","Cmtm6","","protein_coding"
29218,"Cmtm7","Cmtm7","","protein_coding"
29219,"RP24-66I20.1","RP24-66I20.1","","protein_coding"
29220,"Cmtm8","Cmtm8","","protein_coding"
29221,"Gm23889","Gm23889","","protein_coding"
29222,"Gpd1l","Gpd1l","","protein_coding"
29223,"Osbpl10","Osbpl10","","protein_coding"
29224,"Rps27rt","Rps27rt","","protein_coding"
29225,"RP23-197K11.4","RP23-197K11.4","","protein_coding"
29226,"RP23-197K11.3","RP23-197K11.3","","protein_coding"
29227,"RP23-197K11.5","RP23-197K11.5","","protein_coding"
29228,"Stt3b","Stt3b","","protein_coding"
29229,"RP23-197K11.6","RP23-197K11.6","","protein_coding"
29230,"Mir467h","Mir467h","","protein_coding"
29231,"Gm26303","Gm26303","","protein_coding"
29232,"Gm25510","Gm25510","","protein_coding"
29233,"RP23-271F18.2","RP23-271F18.2","","protein_coding"
29234,"Gm22243","Gm22243","","protein_coding"
29235,"RP23-271F18.1","RP23-271F18.1","","protein_coding"
29236,"n-R5s92","n-R5s92","","protein_coding"
29237,"RP23-451B4.1","RP23-451B4.1","","protein_coding"
29238,"RP23-451B4.2","RP23-451B4.2","","protein_coding"
29239,"Gadl1","Gadl1","","protein_coding"
29240,"AC131777.1","AC131777.1","","protein_coding"
29241,"AC133169.2","AC133169.2","","protein_coding"
29242,"Tgfbr2","Tgfbr2","","protein_coding"
29243,"RP24-318O6.3","RP24-318O6.3","","protein_coding"
29244,"RP24-318O6.2","RP24-318O6.2","","protein_coding"
29245,"RP23-396C4.1","RP23-396C4.1","","protein_coding"
29246,"RP23-396C4.2","RP23-396C4.2","","protein_coding"
29247,"Rbms3","Rbms3","","protein_coding"
29248,"RP23-477O24.2","RP23-477O24.2","","protein_coding"
29249,"RP23-477O24.1","RP23-477O24.1","","protein_coding"
29250,"RP24-337I23.1","RP24-337I23.1","","protein_coding"
29251,"RP23-194N9.1","RP23-194N9.1","","protein_coding"
29252,"RP23-357C16.1","RP23-357C16.1","","protein_coding"
29253,"RP23-413P10.2","RP23-413P10.2","","protein_coding"
29254,"Zcwpw2","Zcwpw2","","protein_coding"
29255,"Gm22008","Gm22008","","protein_coding"
29256,"Azi2","Azi2","","protein_coding"
29257,"Cmc1","Cmc1","","protein_coding"
29258,"RP23-48H10.1","RP23-48H10.1","","protein_coding"
29259,"Gm22198","Gm22198","","protein_coding"
29260,"RP23-272A7.1","RP23-272A7.1","","protein_coding"
29261,"Platr11","Platr11","","protein_coding"
29262,"RP23-272A7.3","RP23-272A7.3","","protein_coding"
29263,"Gm22479","Gm22479","","protein_coding"
29264,"Eomes","Eomes","","protein_coding"
29265,"RP24-257F22.3","RP24-257F22.3","","protein_coding"
29266,"Golga4","Golga4","","protein_coding"
29267,"RP24-257F22.4","RP24-257F22.4","","protein_coding"
29268,"RP24-257F22.2","RP24-257F22.2","","protein_coding"
29269,"Itga9","Itga9","","protein_coding"
29270,"RP23-162D3.1","RP23-162D3.1","","protein_coding"
29271,"RP23-162D3.2","RP23-162D3.2","","protein_coding"
29272,"RP23-366B23.2","RP23-366B23.2","","protein_coding"
29273,"Ctdspl","Ctdspl","","protein_coding"
29274,"Mir26a-1","Mir26a-1","","protein_coding"
29275,"Vill","Vill","","protein_coding"
29276,"Plcd1","Plcd1","","protein_coding"
29277,"Dlec1","Dlec1","","protein_coding"
29278,"Acaa1b","Acaa1b","","protein_coding"
29279,"Gm47289","Gm47289","","protein_coding"
29280,"RP23-129C12.8","RP23-129C12.8","","protein_coding"
29281,"Slc22a14","Slc22a14","","protein_coding"
29282,"Slc22a13","Slc22a13","","protein_coding"
29283,"Slc22a13b-ps","Slc22a13b-ps","","protein_coding"
29284,"Oxsr1","Oxsr1","","protein_coding"
29285,"Gm22729","Gm22729","","protein_coding"
29286,"Myd88","Myd88","","protein_coding"
29287,"Acaa1a","Acaa1a","","protein_coding"
29288,"Xylb","Xylb","","protein_coding"
29289,"Acvr2b","Acvr2b","","protein_coding"
29290,"RP24-95N16.3","RP24-95N16.3","","protein_coding"
29291,"RP24-95N16.4","RP24-95N16.4","","protein_coding"
29292,"Exog","Exog","","protein_coding"
29293,"Scn5a","Scn5a","","protein_coding"
29294,"Scn10a","Scn10a","","protein_coding"
29295,"Scn11a","Scn11a","","protein_coding"
29296,"RP24-409K22.3","RP24-409K22.3","","protein_coding"
29297,"Wdr48","Wdr48","","protein_coding"
29298,"Cx3cr1","Cx3cr1","","protein_coding"
29299,"Gorasp1","Gorasp1","","protein_coding"
29300,"Ttc21a","Ttc21a","","protein_coding"
29301,"Csrnp1","Csrnp1","","protein_coding"
29302,"RP24-233B16.1","RP24-233B16.1","","protein_coding"
29303,"RP24-233B16.2","RP24-233B16.2","","protein_coding"
29304,"RP24-233B16.4","RP24-233B16.4","","protein_coding"
29305,"Xirp1","Xirp1","","protein_coding"
29306,"RP24-233B16.6","RP24-233B16.6","","protein_coding"
29307,"Ccr8","Ccr8","","protein_coding"
29308,"RP24-233B16.8","RP24-233B16.8","","protein_coding"
29309,"Slc25a38","Slc25a38","","protein_coding"
29310,"Rpsa","Rpsa","","protein_coding"
29311,"Gm24044","Gm24044","","protein_coding"
29312,"Gm26448","Gm26448","","protein_coding"
29313,"Snora62","Snora62","","protein_coding"
29314,"RP24-87K15.4","RP24-87K15.4","","protein_coding"
29315,"Mobp","Mobp","","protein_coding"
29316,"RP24-87K15.8","RP24-87K15.8","","protein_coding"
29317,"RP24-87K15.3","RP24-87K15.3","","protein_coding"
29318,"RP24-87K15.6","RP24-87K15.6","","protein_coding"
29319,"RP24-87K15.7","RP24-87K15.7","","protein_coding"
29320,"Myrip","Myrip","","protein_coding"
29321,"RP24-144E2.1","RP24-144E2.1","","protein_coding"
29322,"RP24-144E2.2","RP24-144E2.2","","protein_coding"
29323,"RP23-366E1.3","RP23-366E1.3","","protein_coding"
29324,"Eif1b","Eif1b","","protein_coding"
29325,"RP23-366E1.5","RP23-366E1.5","","protein_coding"
29326,"Entpd3","Entpd3","","protein_coding"
29327,"Rpl14","Rpl14","","protein_coding"
29328,"RP24-264F17.2","RP24-264F17.2","","protein_coding"
29329,"RP24-264F17.3","RP24-264F17.3","","protein_coding"
29330,"RP24-264F17.6","RP24-264F17.6","","protein_coding"
29331,"RP24-264F17.4","RP24-264F17.4","","protein_coding"
29332,"RP24-264F17.5","RP24-264F17.5","","protein_coding"
29333,"RP23-242K3.7","RP23-242K3.7","","protein_coding"
29334,"RP23-242K3.6","RP23-242K3.6","","protein_coding"
29335,"Gm23624","Gm23624","","protein_coding"
29336,"RP23-242K3.1","RP23-242K3.1","","protein_coding"
29337,"RP23-242K3.5","RP23-242K3.5","","protein_coding"
29338,"RP23-242K3.4","RP23-242K3.4","","protein_coding"
29339,"RP23-242K3.3","RP23-242K3.3","","protein_coding"
29340,"RP23-242K3.2","RP23-242K3.2","","protein_coding"
29341,"RP24-499N24.4","RP24-499N24.4","","protein_coding"
29342,"RP24-499N24.5","RP24-499N24.5","","protein_coding"
29343,"RP24-499N24.6","RP24-499N24.6","","protein_coding"
29344,"RP24-499N24.3","RP24-499N24.3","","protein_coding"
29345,"RP24-499N24.2","RP24-499N24.2","","protein_coding"
29346,"Ctnnb1","Ctnnb1","","protein_coding"
29347,"Mir7090","Mir7090","","protein_coding"
29348,"Ulk4","Ulk4","","protein_coding"
29349,"Gm22987","Gm22987","","protein_coding"
29350,"RP23-186B12.1","RP23-186B12.1","","protein_coding"
29351,"RP23-186B12.2","RP23-186B12.2","","protein_coding"
29352,"Trak1","Trak1","","protein_coding"
29353,"RP23-186B12.3","RP23-186B12.3","","protein_coding"
29354,"RP24-295J1.1","RP24-295J1.1","","protein_coding"
29355,"Cck","Cck","","protein_coding"
29356,"RP23-241P13.4","RP23-241P13.4","","protein_coding"
29357,"RP23-241P13.5","RP23-241P13.5","","protein_coding"
29358,"Lyzl4","Lyzl4","","protein_coding"
